DATE,SPASTT01CAM657N
1970-08-01,2.569284065
1970-09-01,3.678018576
1970-10-01,2.209746775
1970-11-01,-1.151635556
1970-12-01,4.650537923
1971-01-01,2.878710075
1971-02-01,0.206642508
1971-03-01,2.258418012
1971-04-01,2.428711994
1971-05-01,-3.702682138
1971-06-01,1.022252511
1971-07-01,-1.13998553
1971-08-01,-2.177696903
1971-09-01,0.794629678
1971-10-01,-6.747241725
1971-11-01,-1.283168232
1971-12-01,9.499891044
1972-01-01,8.374212679
1972-02-01,3.394390121
1972-03-01,0.653571555
1972-04-01,0.206443872
1972-05-01,0.272050149
1972-06-01,0.647109956
1972-07-01,-0.448407021
1972-08-01,5.472597578
1972-09-01,-0.799275501
1972-10-01,-1.506738025
1972-11-01,1.167536863
1972-12-01,3.895066865
1973-01-01,3.025767566
1973-02-01,-0.705956261
1973-03-01,-0.344020372
1973-04-01,-0.17300077
1973-05-01,-4.943041346
1973-06-01,-1.145724441
1973-07-01,2.240175965
1973-08-01,1.553126526
1973-09-01,0.250957386
1973-10-01,6.484175621
1973-11-01,-3.663674666
1973-12-01,-7.839735057
1974-01-01,2.982264595
1974-02-01,1.824860172
1974-03-01,3.421984653
1974-04-01,-7.279429251
1974-05-01,-7.818444519
1974-06-01,0.326463987
1974-07-01,-3.578493908
1974-08-01,-3.764033633
1974-09-01,-10.3709017
1974-10-01,1.653939778
1974-11-01,-1.220272265
1974-12-01,-3.960637156
1975-01-01,10.64187826
1975-02-01,7.967164614
1975-03-01,-1.049767469
1975-04-01,0.850283753
1975-05-01,1.625316652
1975-06-01,0.701190216
1975-07-01,2.310003401
1975-08-01,-2.581979702
1975-09-01,-2.68359038
1975-10-01,-4.631704038
1975-11-01,0.865106683
1975-12-01,-1.678919335
1976-01-01,5.203097965
1976-02-01,6.428907076
1976-03-01,-0.422204848
1976-04-01,-0.344553651
1976-05-01,1.413568403
1976-06-01,-2.079372624
1976-07-01,-1.089300216
1976-08-01,0.144385935
1976-09-01,-0.12910035
1976-10-01,-4.709290257
1976-11-01,-4.263746274
1976-12-01,-0.195480168
1977-01-01,3.386668877
1977-02-01,0.709674833
1977-03-01,1.767656661
1977-04-01,-1.647953994
1977-05-01,-1.072959239
1977-06-01,1.465562301
1977-07-01,3.635751223
1977-08-01,-1.743585822
1977-09-01,-2.704595867
1977-10-01,-1.54587633
1977-11-01,0.709918547
1977-12-01,4.64597977
1978-01-01,-2.181790147
1978-02-01,-0.564509773
1978-03-01,2.717698229
1978-04-01,4.188128171
1978-05-01,2.660716931
1978-06-01,2.453783028
1978-07-01,1.860735316
1978-08-01,5.690213869
1978-09-01,3.742948246
1978-10-01,0.437393607
1978-11-01,-2.921305996
1978-12-01,4.204655674
1979-01-01,5.042583888
1979-02-01,1.582449067
1979-03-01,3.876684646
1979-04-01,2.734798704
1979-05-01,0.651876273
1979-06-01,6.790557917
1979-07-01,-0.674913497
1979-08-01,3.183758366
1979-09-01,6.549470391
1979-10-01,-4.265444099
1979-11-01,-1.075985815
1979-12-01,8.045836142
1980-01-01,8.46415608
1980-02-01,9.739390517
1980-03-01,-7.537999714
1980-04-01,-5.679464056
1980-05-01,3.435521147
1980-06-01,7.367008774
1980-07-01,5.77819978
1980-08-01,3.702635704
1980-09-01,3.056913486
1980-10-01,0.305066453
1980-11-01,-0.546668576
1980-12-01,-0.800516519
1981-01-01,-1.000474951
1981-02-01,-2.115344465
1981-03-01,2.316262395
1981-04-01,4.226489073
1981-05-01,-1.336238446
1981-06-01,1.369431697
1981-07-01,-0.637384426
1981-08-01,-3.454448132
1981-09-01,-10.78870566
1981-10-01,-5.515228654
1981-11-01,1.345499129
1981-12-01,1.381634285
1982-01-01,-6.752057524
1982-02-01,-7.437045174
1982-03-01,-5.283206949
1982-04-01,-0.219883481
1982-05-01,-3.634502979
1982-06-01,-7.38810346
1982-07-01,-1.402743581
1982-08-01,5.29552784
1982-09-01,10.52595915
1982-10-01,6.118495267
1982-11-01,6.331315139
1982-12-01,2.020092257
1983-01-01,8.360805032
1983-02-01,2.937562663
1983-03-01,2.146148153
1983-04-01,5.009348415
1983-05-01,7.43310914
1983-06-01,0.124297718
1983-07-01,2.350862383
1983-08-01,-1.573965885
1983-09-01,5.004436339
1983-10-01,-4.122412734
1983-11-01,0.197071268
1983-12-01,3.186845406
1984-01-01,0.634180222
1984-02-01,-5.714789906
1984-03-01,-0.289478938
1984-04-01,-2.81809991
1984-05-01,-2.513949695
1984-06-01,-1.237215077
1984-07-01,-3.54103418
1984-08-01,7.822248925
1984-09-01,1.923315973
1984-10-01,-0.05635414
1984-11-01,0.896283579
1984-12-01,-1.152732945
1985-01-01,3.136945497
1985-02-01,6.470879406
1985-03-01,0.212858334
1985-04-01,0.790580513
1985-05-01,1.917583107
1985-06-01,1.500425494
1985-07-01,1.538552055
1985-08-01,0.852503187
1985-09-01,-2.576827228
1985-10-01,-2.623605818
1985-11-01,5.352249156
1985-12-01,3.130479147
1986-01-01,-1.005779662
1986-02-01,-1.59244635
1986-03-01,6.437458204
1986-04-01,3.613211034
1986-05-01,-0.600225693
1986-06-01,0.261635778
1986-07-01,-2.536971058
1986-08-01,0.54383751
1986-09-01,0.506031537
1986-10-01,-0.23225005
1986-11-01,0.913281322
1986-12-01,-0.042330334
1987-01-01,6.370294501
1987-02-01,7.922918814
1987-03-01,5.973794232
1987-04-01,2.172516892
1987-05-01,-0.920939691
1987-06-01,-1.018264791
1987-07-01,5.850891934
1987-08-01,2.871106769
1987-09-01,-2.883471542
1987-10-01,-12.50662117
1987-11-01,-13.87872596
1987-12-01,4.97624085
1988-01-01,1.281349602
1988-02-01,-1.818239613
1988-03-01,6.738433645
1988-04-01,1.692231629
1988-05-01,-3.441785827
1988-06-01,4.674675571
1988-07-01,0.776140898
1988-08-01,-3.546558278
1988-09-01,-0.685237192
1988-10-01,3.312260408
1988-11-01,-3.130612837
1988-12-01,1.634526977
1989-01-01,5.326035994
1989-02-01,3.260711381
1989-03-01,-0.720973162
1989-04-01,-0.393861878
1989-05-01,1.765833538
1989-06-01,3.262239577
1989-07-01,2.580262574
1989-08-01,3.340246273
1989-09-01,-1.299936032
1989-10-01,0.508828246
1989-11-01,-0.453148904
1989-12-01,0.541834005
1990-01-01,-6.40380398
1990-02-01,-0.477797274
1990-03-01,-1.280243029
1990-04-01,-8.204198264
1990-05-01,7.213109847
1990-06-01,-1.060583642
1990-07-01,0.485327314
1990-08-01,-6.034482759
1990-09-01,-5.585273287
1990-10-01,-2.473254415
1990-11-01,2.26660522
1990-12-01,3.354384183
1991-01-01,0.497420781
1991-02-01,5.785823404
1991-03-01,0.96263542
1991-04-01,-0.766656178
1991-05-01,2.228372106
1991-06-01,-2.266651627
1991-07-01,2.129943275
1991-08-01,-0.614469268
1991-09-01,-3.695681218
1991-10-01,3.774631923
1991-11-01,-1.912815437
1991-12-01,1.851524282
1992-01-01,2.384721384
1992-02-01,-0.394313872
1992-03-01,-4.740447914
1992-04-01,-1.658196909
1992-05-01,0.964667596
1992-06-01,-0.006788806
1992-07-01,1.64477374
1992-08-01,-1.176156263
1992-09-01,-3.086760782
1992-10-01,1.159532791
1992-11-01,-1.597364603
1992-12-01,2.059503538
1993-01-01,-1.342211769
1993-02-01,4.423576677
1993-03-01,4.367425812
1993-04-01,5.190093381
1993-05-01,2.461333031
1993-06-01,2.155469933
1993-07-01,0.021682294
1993-08-01,4.29317181
1993-09-01,-3.551377023
1993-10-01,6.638834664
1993-11-01,-1.770163129
1993-12-01,3.378299176
1994-01-01,5.40145276
1994-02-01,-2.87627474
1994-03-01,-2.129823863
1994-04-01,-1.443544699
1994-05-01,1.397898348
1994-06-01,-6.96870876
1994-07-01,3.818893236
1994-08-01,4.080670596
1994-09-01,0.107598575
1994-10-01,-1.436091296
1994-11-01,-4.619202405
1994-12-01,2.936427086
1995-01-01,-4.65467853
1995-02-01,2.671575216
1995-03-01,4.577180525
1995-04-01,-0.791448462
1995-05-01,3.953059608
1995-06-01,1.76480902
1995-07-01,1.941618899
1995-08-01,-2.131071169
1995-09-01,0.288927757
1995-10-01,-1.558364148
1995-11-01,4.530449681
1995-12-01,1.123320704
1996-01-01,5.407612962
1996-02-01,-0.69861103
1996-03-01,0.752170776
1996-04-01,3.533413937
1996-05-01,1.941719276
1996-06-01,-3.856549253
1996-07-01,-2.278318897
1996-08-01,4.347199821
1996-09-01,2.870458041
1996-10-01,5.816403865
1996-11-01,7.463179741
1996-12-01,-1.48986067
1997-01-01,3.079957415
1997-02-01,0.789906999
1997-03-01,-4.995582867
1997-04-01,2.160773441
1997-05-01,6.784592655
1997-06-01,0.871497245
1997-07-01,6.833764644
1997-08-01,-3.865983878
1997-09-01,6.479939623
1997-10-01,-2.810561587
1997-11-01,-4.81675913
1997-12-01,2.866057198
1998-01-01,0.011344232
1998-02-01,5.854899854
1998-03-01,6.570471019
1998-04-01,1.408877423
1998-05-01,-0.981214587
1998-06-01,-2.936712263
1998-07-01,-5.911042516
1998-08-01,-20.20823986
1998-09-01,1.508124635
1998-10-01,10.58331493
1998-11-01,2.184018762
1998-12-01,2.239484731
1999-01-01,3.756124787
1999-02-01,-6.194610049
1999-03-01,4.516299707
1999-04-01,6.318934067
1999-05-01,-2.46482387
1999-06-01,2.459440498
1999-07-01,1.01225808
1999-08-01,-1.556553213
1999-09-01,-0.187783055
1999-10-01,4.290198513
1999-11-01,3.679739589
1999-12-01,11.83693706
2000-01-01,0.48503937
2000-02-01,8.650834579
2000-03-01,4.31964032
2000-04-01,-4.658579218
2000-05-01,1.75234476
2000-06-01,7.061097647
2000-07-01,6.151900057
2000-08-01,3.452956181
2000-09-01,-1.052153896
2000-10-01,-6.221197304
2000-11-01,-9.328504635
2000-12-01,-1.957040158
2001-01-01,-0.700305899
2001-02-01,-2.984947928
2001-03-01,-9.470530805
2001-04-01,-0.7750124
2001-05-01,4.409419955
2001-06-01,-2.981516513
2001-07-01,-3.147162391
2001-08-01,-0.681030181
2001-09-01,-8.227216226
2001-10-01,-0.819408971
2001-11-01,5.277601553
2001-12-01,3.591347164
2002-01-01,1.611180605
2002-02-01,-1.70965138
2002-03-01,4.31490501
2002-04-01,-1.211469853
2002-05-01,-1.349023445
2002-06-01,-4.576420719
2002-07-01,-8.143567945
2002-08-01,-1.791183447
2002-09-01,-3.535361958
2002-10-01,-3.363016562
2002-11-01,4.940345696
2002-12-01,2.365273776
2003-01-01,1.659765486
2003-02-01,-2.878426397
2003-03-01,-2.2554627
2003-04-01,1.751534652
2003-05-01,3.751121636
2003-06-01,4.438460715
2003-07-01,1.419172344
2003-08-01,3.417754196
2003-09-01,2.663541069
2003-10-01,1.26999774
2003-11-01,2.025746884
2003-12-01,2.959935235
2004-01-01,5.158790788
2004-02-01,2.536428754
2004-03-01,-0.743153963
2004-04-01,0.415038892
2004-05-01,-4.455478732
2004-06-01,2.00620831
2004-07-01,-0.060719766
2004-08-01,-1.670214761
2004-09-01,2.489648589
2004-10-01,3.54637738
2004-11-01,1.591236543
2004-12-01,2.280013253
2005-01-01,-0.462384855
2005-02-01,4.779245225
2005-03-01,1.679461565
2005-04-01,-2.219117038
2005-05-01,-0.037678657
2005-06-01,4.105882092
2005-07-01,3.761395595
2005-08-01,3.263301421
2005-09-01,3.277450279
2005-10-01,-3.827908622
2005-11-01,2.413301174
2005-12-01,3.839579408
2006-01-01,4.347284527
2006-02-01,1.07999392
2006-03-01,1.711600499
2006-04-01,2.649658821
2006-05-01,-3.111334257
2006-06-01,-4.749722633
2006-07-01,2.781045158
2006-08-01,3.212553382
2006-09-01,-2.023949936
2006-10-01,1.443062652
2006-11-01,3.887090394
2006-12-01,3.366598698
2007-01-01,-0.675750397
2007-02-01,3.548284154
2007-03-01,-1.364802129
2007-04-01,3.867091149
2007-05-01,3.009061479
2007-06-01,-0.014278621
2007-07-01,1.78429314
2007-08-01,-5.39878183
2007-09-01,3.24881147
2007-10-01,2.616259136
2007-11-01,-3.359758585
2007-12-01,-0.477778983
2008-01-01,-3.149142137
2008-02-01,0.786642854
2008-03-01,-0.925484696
2008-04-01,5.053694321
2008-05-01,5.316656168
2008-06-01,0.608142285
2008-07-01,-7.195438206
2008-08-01,-2.117617603
2008-09-01,-6.431655526
2008-10-01,-22.11887784
2008-11-01,-7.180311414
2008-12-01,-6.469689983
2009-01-01,5.137368906
2009-02-01,-4.987316095
2009-03-01,-1.604448952
2009-04-01,10.93196345
2009-05-01,8.626090351
2009-06-01,3.531056951
2009-07-01,-0.731853814
2009-08-01,5.036527401
2009-09-01,3.969409041
2009-10-01,0.478911444
2009-11-01,1.008045601
2009-12-01,1.606117776
2010-01-01,0.546515479
2010-02-01,-1.751231918
2010-03-01,4.472136666
2010-04-01,1.588486087
2010-05-01,-2.915315917
2010-06-01,-1.035804521
2010-07-01,-1.143818968
2010-08-01,1.570076655
2010-09-01,3.709969253
2010-10-01,3.329041615
2010-11-01,2.190824698
2010-12-01,3.438237014
2011-01-01,0.830799734
2011-02-01,3.910516933
2011-03-01,0.099863639
2011-04-01,0.214959147
2011-05-01,-2.439834905
2011-06-01,-3.641492979
2011-07-01,1.28994805
2011-08-01,-6.677331986
2011-09-01,-2.062276096
2011-10-01,-2.015673437
2011-11-01,1.102308507
2011-12-01,-1.423898163
2012-01-01,3.77494276
2012-02-01,1.897011928
2012-03-01,-0.671169821
2012-04-01,-2.648583683
2012-05-01,-4.166838362
2012-06-01,-1.140665446
2012-07-01,1.129643709
2012-08-01,2.44505192
2012-09-01,3.014331931
2012-10-01,0.590197713
2012-11-01,-1.442325612
2012-12-01,1.107769514
2013-01-01,2.932772371
2013-02-01,0.599513848
2013-03-01,0.325886883
2013-04-01,-3.732159881
2013-05-01,2.334874902
2013-06-01,-2.899177123
2013-07-01,1.988228873
2013-08-01,1.262794418
2013-09-01,1.499387569
2013-10-01,1.869086657
2013-11-01,2.64786384
2013-12-01,-0.303446979
2014-01-01,2.755508434
2014-02-01,1.789128673
2014-03-01,2.236242185
2014-04-01,1.133576308
2014-05-01,1.294654108
2014-06-01,2.257517483
2014-07-01,2.022056735
2014-08-01,0.77350354
2014-09-01,-0.098952739
2014-10-01,-5.955995955
2014-11-01,2.5887381
2014-12-01,-3.170776458
2015-01-01,0.79402565
2015-02-01,4.781500455
2015-03-01,-1.575937469
2015-04-01,2.448065151
2015-05-01,-1.050247696
2015-06-01,-1.919898561
2015-07-01,-2.658482021
2015-08-01,-2.833985389
2015-09-01,-3.952329744
2015-10-01,2.106898616
2015-11-01,-2.451751578
2015-12-01,-2.176071703
2016-01-01,-5.63635436
2016-02-01,1.844430636
2016-03-01,6.026642452
2016-04-01,2.012547595
2016-05-01,1.498862667
2016-06-01,1.353234764
2016-07-01,2.744893338
2016-08-01,1.723398224
2016-09-01,-0.240042953
2016-10-01,0.4755039
2016-11-01,0.754473035
2016-12-01,2.963583665
2017-01-01,1.417583699
2017-02-01,1.112129075
2017-03-01,-0.858677351
2017-04-01,0.784001825
2017-05-01,-0.967646421
2017-06-01,-1.141576691
2017-07-01,-1.005433469
2017-08-01,-0.260509802
2017-09-01,1.089086509
2017-10-01,3.543773446
2017-11-01,1.332235252
2017-12-01,0.420463427
2018-01-01,1.055794759
2018-02-01,-5.150555941
2018-03-01,0.343966842
2018-04-01,-0.674144968
2018-05-01,3.852888187
2018-06-01,1.754523258
