DATE,USD6MTD156N
1986-01-01,8.1704545454545455
1986-02-01,8.0281250000000000
1986-03-01,7.5477000000000000
1986-04-01,6.9076727272727273
1986-05-01,7.0000050000000000
1986-06-01,7.0922952380952381
1986-07-01,6.6650826086956522
1986-08-01,6.1906250000000000
1986-09-01,5.9971590909090909
1986-10-01,6.0020391304347826
1986-11-01,6.0609400000000000
1986-12-01,6.2358619047619048
1987-01-01,6.1808038095238095
1987-02-01,6.4414065000000000
1987-03-01,6.4950286363636364
1987-04-01,7.0187505000000000
1987-05-01,7.6118421052631579
1987-06-01,7.4630681818181818
1987-07-01,7.1739130434782609
1987-08-01,7.2890625000000000
1987-09-01,8.0085227272727273
1987-10-01,8.5205968181818182
1987-11-01,7.5714285714285714
1987-12-01,7.9880952380952381
1988-01-01,7.3929695000000000
1988-02-01,6.9345238095238095
1988-03-01,7.0271739130434783
1988-04-01,7.3840463157894737
1988-05-01,7.7562500000000000
1988-06-01,7.9034090909090909
1988-07-01,8.4122023809523810
1988-08-01,8.8849431818181818
1988-09-01,8.7017045454545455
1988-10-01,8.6726190476190476
1988-11-01,9.0284090909090909
1988-12-01,9.4406250000000000
1989-01-01,9.5416666666666667
1989-02-01,9.9156250000000000
1989-03-01,10.5870538095238095
1989-04-01,10.3437500000000000
1989-05-01,9.7619047619047619
1989-06-01,9.2812500000000000
1989-07-01,8.8065476190476190
1989-08-01,8.7357954545454545
1989-09-01,8.9486609523809524
1989-10-01,8.6470172727272727
1989-11-01,8.3465909090909091
1989-12-01,8.2993421052631579
1990-01-01,8.3664772727272727
1990-02-01,8.4210940000000000
1990-03-01,8.6448868181818182
1990-04-01,8.7434210526315789
1990-05-01,8.6361609523809524
1990-06-01,8.4144347619047619
1990-07-01,8.2571027272727273
1990-08-01,8.1136363636363636
1990-09-01,8.2039065000000000
1990-10-01,8.1677991304347826
1990-11-01,8.0710227272727273
1990-12-01,7.7565789473684211
1991-01-01,7.3480113636363636
1991-02-01,6.7117190000000000
1991-03-01,6.6570315000000000
1991-04-01,6.3809528571428571
1991-05-01,6.1875000000000000
1991-06-01,6.4375000000000000
1991-07-01,6.4266304347826087
1991-08-01,5.9404761904761905
1991-09-01,5.7619047619047619
1991-10-01,5.4673913043478261
1991-11-01,5.0535714285714286
1991-12-01,4.5546880000000000
1992-01-01,4.2073863636363636
1992-02-01,4.2773440000000000
1992-03-01,4.5681818181818182
1992-04-01,4.3125000000000000
1992-05-01,4.1089636842105263
1992-06-01,4.1303268181818182
1992-07-01,3.6630434782608696
1992-08-01,3.5500000000000000
1992-09-01,3.3501422727272727
1992-10-01,3.4524150000000000
1992-11-01,3.8214285714285714
1992-12-01,3.7377233333333333
1993-01-01,3.4890625000000000
1993-02-01,3.3656250000000000
1993-03-01,3.3396739130434783
1993-04-01,3.3308595000000000
1993-05-01,3.3416942105263158
1993-06-01,3.5010654545454545
1993-07-01,3.5028409090909091
1993-08-01,3.4668900000000000
1993-09-01,3.3693181818181818
1993-10-01,3.3928571428571429
1993-11-01,3.5213068181818182
1993-12-01,3.4880952380952381
1994-01-01,3.4300780000000000
1994-02-01,3.7519530000000000
1994-03-01,4.1426630434782609
1994-04-01,4.5057568421052632
1994-05-01,5.0343750000000000
1994-06-01,4.9683950000000000
1994-07-01,5.2797619047619048
1994-08-01,5.2816050000000000
1994-09-01,5.4882813636363636
1994-10-01,5.8943452380952381
1994-11-01,6.2091618181818182
1994-12-01,6.8628905000000000
1995-01-01,6.7950147619047619
1995-02-01,6.5453125000000000
1995-03-01,6.4639947826086957
1995-04-01,6.3958333333333333
1995-05-01,6.1754095238095238
1995-06-01,5.9023436363636364
1995-07-01,5.8573285714285714
1995-08-01,5.9321727272727273
1995-09-01,5.8679319047619048
1995-10-01,5.8963068181818182
1995-11-01,5.7341977272727273
1995-12-01,5.6141042105263158
1996-01-01,5.4247163636363636
1996-02-01,5.1804309523809524
1996-03-01,5.4084823809523810
1996-04-01,5.5599610000000000
1996-05-01,5.5998890476190476
1996-06-01,5.7562505000000000
1996-07-01,5.8490160869565217
1996-08-01,5.7049852380952381
1996-09-01,5.8320314285714286
1996-10-01,5.6370586956521739
1996-11-01,5.5487366666666667
1996-12-01,5.5955080000000000
1997-01-01,5.6795109090909091
1997-02-01,5.6011720000000000
1997-03-01,5.7841284210526316
1997-04-01,6.0074581818181818
1997-05-01,5.9957030000000000
1997-06-01,5.6350457142857143
1997-07-01,5.8432408695652174
1997-08-01,5.8350585000000000
1997-09-01,5.8359372727272727
1997-10-01,5.8367873913043478
1997-11-01,5.8816410000000000
1997-12-01,5.9185266666666667
1998-01-01,5.6599700000000000
1998-02-01,5.6412110000000000
1998-03-01,5.7137781818181818
1998-04-01,5.7408205000000000
1998-05-01,5.7654189473684211
1998-06-01,5.7460940909090909
1998-07-01,5.7513586956521739
1998-08-01,5.7140625000000000
1998-09-01,5.4328836363636364
1998-10-01,5.0594613636363636
1998-11-01,5.1502104761904762
1998-12-01,5.0925614285714286
1999-01-01,5.0120385000000000
1999-02-01,5.0485475000000000
1999-03-01,5.0946065217391304
1999-04-01,5.0511800000000000
1999-05-01,5.1306589473684211
1999-06-01,5.3723295454545455
1999-07-01,5.6097845454545455
1999-08-01,5.8553876190476190
1999-09-01,5.9426704545454545
1999-10-01,6.0913690476190476
1999-11-01,6.0432386363636364
1999-12-01,6.1137500000000000
2000-01-01,6.2149690000000000
2000-02-01,6.3298809523809524
2000-03-01,6.4110869565217391
2000-04-01,6.5357294444444444
2000-05-01,6.9752976190476190
2000-06-01,6.9693181818181818
2000-07-01,6.9191666666666667
2000-08-01,6.8400859090909091
2000-09-01,6.7655661904761905
2000-10-01,6.7261650000000000
2000-11-01,6.7053413636363636
2000-12-01,6.3986521052631579
2001-01-01,5.5309095454545455
2001-02-01,5.2024690000000000
2001-03-01,4.8085795454545455
2001-04-01,4.4755268421052632
2001-05-01,4.0844766666666667
2001-06-01,3.8300595238095238
2001-07-01,3.7911090909090909
2001-08-01,3.5710518181818182
