DATE,RU3000VTR
2013-07-01,5089.4840909090909091
2013-08-01,5088.5222727272727273
2013-09-01,5114.5780000000000000
2013-10-01,5220.0121739130434783
2013-11-01,5402.0790000000000000
2013-12-01,5475.1352380952380952
2014-01-01,5529.8776190476190476
2014-02-01,5499.8652631578947368
2014-03-01,5684.1680952380952381
2014-04-01,5743.0380952380952381
2014-05-01,5802.7180952380952381
2014-06-01,5992.4071428571428571
2014-07-01,6060.6090909090909091
2014-08-01,6009.1114285714285714
2014-09-01,6098.1619047619047619
2014-10-01,5899.6517391304347826
2014-11-01,6227.6363157894736842
2014-12-01,6265.7040909090909091
2015-01-01,6196.3005000000000000
2015-02-01,6318.1052631578947368
2015-03-01,6287.5895454545454545
2015-04-01,6349.9519047619047619
2015-05-01,6398.1025000000000000
2015-06-01,6386.5740909090909091
2015-07-01,6300.3363636363636364
2015-08-01,6106.8247619047619048
2015-09-01,5799.9404761904761905
2015-10-01,6056.6713636363636364
2015-11-01,6187.6970000000000000
2015-12-01,6071.2968181818181818
2016-01-01,5653.6547368421052632
2016-02-01,5634.4425000000000000
2016-03-01,6045.2754545454545455
2016-04-01,6223.7380952380952381
2016-05-01,6262.6642857142857143
2016-06-01,6361.7390909090909091
2016-07-01,6564.1780000000000000
2016-08-01,6656.9743478260869565
2016-09-01,6638.4933333333333333
2016-10-01,6603.9880952380952381
2016-11-01,6785.1104761904761905
2016-12-01,7177.0404761904761905
2017-01-01,7217.8140000000000000
2017-02-01,7355.9131578947368421
2017-03-01,7406.5669565217391304
2017-04-01,7346.9784210526315789
2017-05-01,7349.3254545454545455
2017-06-01,7455.3690909090909091
2017-07-01,7518.5185000000000000
2017-08-01,7470.3165217391304348
2017-09-01,7585.5715000000000000
2017-10-01,7797.2531818181818182
2017-11-01,7799.8576190476190476
2017-12-01,8063.3555000000000000
2018-01-01,8370.3333333333333333
2018-02-01,8037.6263157894736842
2018-03-01,8005.0376190476190476
2018-04-01,7930.3966666666666667
2018-05-01,8011.7159090909090909
2018-06-01,8099.2238095238095238
