DATE,RU2000VPR
2015-05-12,5520.74
2015-05-13,5512.05
2015-05-14,5567.73
2015-05-15,5561.14
2015-05-18,5610.28
2015-05-19,5601.79
2015-05-20,5602.84
2015-05-21,5597.59
2015-05-22,5569.01
2015-05-25,.
2015-05-26,5507.49
2015-05-27,5568.79
2015-05-28,5566.41
2015-05-29,5535.61
2015-06-01,5549.70
2015-06-02,5566.91
2015-06-03,5611.03
2015-06-04,5553.93
2015-06-05,5579.74
2015-06-08,5549.55
2015-06-09,5541.84
2015-06-10,5621.49
2015-06-11,5628.31
2015-06-12,5610.41
2015-06-15,5588.43
2015-06-16,5630.01
2015-06-17,5609.81
2015-06-18,5670.83
2015-06-19,5671.36
2015-06-22,5694.79
2015-06-23,5718.97
2015-06-24,5677.28
2015-06-25,5668.61
2015-06-26,5665.06
2015-06-29,5527.34
2015-06-30,5529.62
2015-07-01,5543.46
2015-07-02,5512.45
2015-07-03,.
2015-07-06,5501.01
2015-07-07,5504.10
2015-07-08,5434.23
2015-07-09,5442.54
2015-07-10,5507.55
2015-07-13,5548.73
2015-07-14,5578.21
2015-07-15,5540.57
2015-07-16,5560.97
2015-07-17,5520.01
2015-07-20,5481.07
2015-07-21,5461.08
2015-07-22,5467.58
2015-07-23,5397.09
2015-07-24,5323.81
2015-07-27,5288.05
2015-07-28,5322.66
2015-07-29,5358.03
2015-07-30,5361.09
2015-07-31,5372.81
2015-08-03,5343.05
2015-08-04,5321.20
2015-08-05,5319.56
2015-08-06,5293.14
2015-08-07,5253.47
2015-08-10,5330.65
2015-08-11,5294.58
2015-08-12,5279.46
2015-08-13,5261.81
2015-08-14,5310.81
2015-08-17,5342.38
2015-08-18,5308.36
2015-08-19,5255.77
2015-08-20,5155.46
2015-08-21,5095.37
2015-08-24,4898.78
2015-08-25,4841.64
2015-08-26,4955.51
2015-08-27,5047.16
2015-08-28,5086.18
2015-08-31,5099.89
2015-09-01,4956.37
2015-09-02,5016.77
2015-09-03,5029.55
2015-09-04,4978.16
2015-09-07,.
2015-09-08,5073.23
2015-09-09,5022.01
2015-09-10,5035.78
2015-09-11,5047.03
2015-09-14,5029.36
2015-09-15,5084.19
2015-09-16,5135.42
2015-09-17,5134.62
2015-09-18,5051.20
2015-09-21,5076.25
2015-09-22,5006.62
2015-09-23,4992.65
2015-09-24,5000.39
2015-09-25,4975.67
2015-09-28,4873.62
2015-09-29,4858.60
2015-09-30,4910.02
2015-10-01,4893.76
2015-10-02,4943.49
2015-10-05,5083.86
2015-10-06,5083.80
2015-10-07,5164.11
2015-10-08,5236.66
2015-10-09,5226.48
2015-10-12,5227.44
2015-10-13,5170.55
2015-10-14,5120.28
2015-10-15,5215.56
2015-10-16,5206.16
2015-10-19,5206.85
2015-10-20,5236.45
2015-10-21,5155.46
2015-10-22,5210.32
2015-10-23,5235.02
2015-10-26,5203.53
2015-10-27,5121.18
2015-10-28,5257.54
2015-10-29,5214.32
2015-10-30,5179.70
2015-11-02,5270.64
2015-11-03,5297.49
2015-11-04,5284.78
2015-11-05,5299.49
2015-11-06,5328.92
2015-11-09,5255.63
2015-11-10,5277.34
2015-11-11,5240.10
2015-11-12,5133.72
2015-11-13,5098.83
2015-11-16,5157.72
2015-11-17,5127.25
2015-11-18,5203.67
2015-11-19,5193.58
2015-11-20,5221.93
2015-11-23,5242.06
2015-11-24,5281.85
2015-11-25,5306.83
2015-11-26,.
2015-11-27,5321.32
2015-11-30,5316.94
2015-12-01,5343.93
2015-12-02,5266.51
2015-12-03,5188.84
2015-12-04,5232.08
2015-12-07,5146.75
2015-12-08,5102.27
2015-12-09,5058.25
2015-12-10,5063.29
2015-12-11,4961.78
2015-12-14,4929.74
2015-12-15,5003.42
2015-12-16,5072.33
2015-12-17,5015.56
2015-12-18,4951.14
2015-12-21,4975.25
2015-12-22,5033.47
2015-12-23,5106.56
2015-12-24,5114.88
2015-12-25,.
2015-12-28,5086.66
2015-12-29,5132.35
2015-12-30,5082.79
2015-12-31,5022.24
2016-01-01,.
2016-01-04,4917.73
2016-01-05,4934.25
2016-01-06,4879.31
2016-01-07,4749.10
2016-01-08,4671.42
2016-01-11,4669.50
2016-01-12,4654.91
2016-01-13,4520.93
2016-01-14,4576.22
2016-01-15,4496.44
2016-01-18,.
2016-01-19,4450.92
2016-01-20,4447.07
2016-01-21,4445.14
2016-01-22,4543.44
2016-01-25,4432.08
2016-01-26,4547.25
2016-01-27,4504.68
2016-01-28,4537.80
2016-01-29,4681.20
2016-02-01,4651.91
2016-02-02,4555.57
2016-02-03,4576.49
2016-02-04,4595.60
2016-02-05,4504.71
2016-02-08,4467.88
2016-02-09,4435.35
2016-02-10,4429.93
2016-02-11,4367.19
2016-02-12,4453.30
2016-02-15,.
2016-02-16,4548.00
2016-02-17,4594.42
2016-02-18,4586.21
2016-02-19,4598.60
2016-02-22,4648.76
2016-02-23,4607.19
2016-02-24,4642.33
2016-02-25,4691.86
2016-02-26,4708.37
2016-02-29,4703.68
2016-03-01,4791.82
2016-03-02,4848.67
2016-03-03,4906.44
2016-03-04,4933.59
2016-03-07,4993.30
2016-03-08,4879.21
2016-03-09,4904.90
2016-03-10,4878.01
2016-03-11,4980.54
2016-03-14,4952.62
2016-03-15,4892.80
2016-03-16,4932.13
2016-03-17,5022.64
2016-03-18,5057.76
2016-03-21,5037.22
2016-03-22,5021.83
2016-03-23,4928.94
2016-03-24,4949.93
2016-03-25,.
2016-03-28,4954.60
2016-03-29,5067.39
2016-03-30,5073.32
2016-03-31,5077.45
2016-04-01,5078.53
2016-04-04,5024.72
2016-04-05,4965.00
2016-04-06,4999.22
2016-04-07,4928.07
2016-04-08,4962.66
2016-04-11,4971.66
2016-04-12,5032.81
2016-04-13,5130.11
2016-04-14,5123.69
2016-04-15,5135.08
2016-04-18,5164.90
2016-04-19,5193.87
2016-04-20,5192.92
2016-04-21,5147.21
2016-04-22,5198.80
2016-04-25,5166.47
2016-04-26,5236.80
2016-04-27,5259.27
2016-04-28,5207.58
2016-04-29,5180.72
2016-05-02,5222.89
2016-05-03,5139.11
2016-05-04,5121.89
2016-05-05,5098.68
2016-05-06,5143.89
2016-05-09,5137.32
2016-05-10,5190.67
2016-05-11,5140.41
2016-05-12,5121.13
2016-05-13,5081.98
2016-05-16,5136.13
2016-05-17,5051.00
2016-05-18,5073.56
2016-05-19,5031.65
2016-05-20,5103.30
2016-05-23,5091.95
2016-05-24,5193.46
2016-05-25,5222.31
2016-05-26,5213.93
2016-05-27,5252.08
2016-05-30,.
2016-05-31,5265.93
2016-06-01,5295.93
2016-06-02,5312.95
2016-06-03,5292.50
2016-06-06,5348.32
2016-06-07,5362.76
2016-06-08,5406.64
2016-06-09,5381.54
2016-06-10,5313.93
2016-06-13,5257.09
2016-06-14,5235.26
2016-06-15,5239.51
2016-06-16,5232.83
2016-06-17,5240.84
2016-06-20,5292.47
2016-06-21,5288.79
2016-06-22,5262.42
2016-06-23,5365.50
2016-06-24,5166.93
2016-06-27,4986.56
2016-06-28,5060.24
2016-06-29,5168.98
2016-06-30,5267.79
2016-07-01,5286.80
2016-07-04,.
2016-07-05,5196.01
2016-07-06,5225.54
2016-07-07,5225.25
2016-07-08,5353.65
2016-07-11,5416.68
2016-07-12,5503.88
2016-07-13,5493.22
2016-07-14,5501.57
2016-07-15,5517.48
2016-07-18,5528.16
2016-07-19,5499.08
2016-07-20,5521.57
2016-07-21,5500.37
2016-07-22,5533.09
2016-07-25,5515.96
2016-07-26,5551.96
2016-07-27,5549.77
2016-07-28,5532.25
2016-07-29,5546.73
2016-08-01,5525.17
2016-08-02,5455.79
2016-08-03,5510.33
2016-08-04,5512.33
2016-08-05,5607.62
2016-08-08,5611.34
2016-08-09,5611.97
2016-08-10,5575.55
2016-08-11,5598.21
2016-08-12,5594.79
2016-08-15,5651.59
2016-08-16,5610.31
2016-08-17,5603.58
2016-08-18,5649.62
2016-08-19,5647.56
2016-08-22,5656.12
2016-08-23,5692.61
2016-08-24,5653.20
2016-08-25,5673.83
2016-08-26,5656.12
2016-08-29,5692.33
2016-08-30,5695.94
2016-08-31,5674.08
2016-09-01,5657.01
2016-09-02,5717.72
2016-09-05,.
2016-09-06,5712.71
2016-09-07,5753.74
2016-09-08,5747.40
2016-09-09,5573.16
2016-09-12,5637.68
2016-09-13,5524.34
2016-09-14,5502.16
2016-09-15,5564.11
2016-09-16,5553.88
2016-09-19,5591.10
2016-09-20,5566.23
2016-09-21,5645.75
2016-09-22,5735.58
2016-09-23,5699.70
2016-09-26,5634.35
2016-09-27,5646.32
2016-09-28,5705.78
2016-09-29,5638.55
2016-09-30,5704.66
2016-10-03,5671.93
2016-10-04,5640.50
2016-10-05,5686.92
2016-10-06,5678.37
2016-10-07,5635.24
2016-10-10,5699.66
2016-10-11,5611.03
2016-10-12,5623.92
2016-10-13,5565.03
2016-10-14,5561.97
2016-10-17,5554.67
2016-10-18,5591.42
2016-10-19,5630.54
2016-10-20,5614.96
2016-10-21,5601.64
2016-10-24,5640.51
2016-10-25,5602.52
2016-10-26,5565.27
2016-10-27,5508.97
2016-10-28,5491.84
2016-10-31,5512.28
2016-11-01,5445.85
2016-11-02,5381.98
2016-11-03,5371.95
2016-11-04,5393.32
2016-11-07,5525.98
2016-11-08,5534.36
2016-11-09,5711.32
2016-11-10,5816.67
2016-11-11,5964.71
2016-11-14,6055.75
2016-11-15,6076.63
2016-11-16,6082.11
2016-11-17,6106.10
2016-11-18,6141.05
2016-11-21,6174.46
2016-11-22,6252.64
2016-11-23,6283.81
2016-11-24,.
2016-11-25,6302.76
2016-11-28,6234.24
2016-11-29,6230.32
2016-11-30,6232.39
2016-12-01,6230.19
2016-12-02,6227.83
2016-12-05,6342.04
2016-12-06,6414.63
2016-12-07,6481.23
2016-12-08,6590.00
2016-12-09,6609.98
2016-12-12,6538.53
2016-12-13,6536.29
2016-12-14,6446.80
2016-12-15,6496.58
2016-12-16,6483.96
2016-12-19,6526.78
2016-12-20,6598.80
2016-12-21,6558.35
2016-12-22,6511.87
2016-12-23,6538.47
2016-12-26,.
2016-12-27,6567.93
2016-12-28,6495.66
2016-12-29,6503.06
2016-12-30,6474.70
2017-01-02,.
2017-01-03,6519.59
2017-01-04,6619.37
2017-01-05,6524.91
2017-01-06,6499.39
2017-01-09,6418.05
2017-01-10,6490.45
2017-01-11,6512.42
2017-01-12,6433.60
2017-01-13,6478.37
2017-01-16,.
2017-01-17,6389.53
2017-01-18,6419.80
2017-01-19,6361.02
2017-01-20,6394.39
2017-01-23,6377.06
2017-01-24,6483.80
2017-01-25,6545.95
2017-01-26,6524.21
2017-01-27,6491.35
2017-01-30,6391.70
2017-01-31,6424.21
2017-02-01,6419.33
2017-02-02,6402.99
2017-02-03,6504.69
2017-02-06,6448.76
2017-02-07,6414.20
2017-02-08,6390.47
2017-02-09,6477.58
2017-02-10,6531.19
2017-02-13,6558.45
2017-02-14,6584.26
2017-02-15,6606.74
2017-02-16,6587.40
2017-02-17,6577.01
2017-02-20,.
2017-02-21,6631.55
2017-02-22,6606.13
2017-02-23,6574.53
2017-02-24,6557.68
2017-02-27,6606.77
2017-02-28,6508.14
2017-03-01,6639.84
2017-03-02,6532.97
2017-03-03,6523.44
2017-03-06,6477.60
2017-03-07,6432.80
2017-03-08,6368.36
2017-03-09,6331.38
2017-03-10,6342.70
2017-03-13,6366.29
2017-03-14,6336.17
2017-03-15,6423.11
2017-03-16,6448.91
2017-03-17,6478.00
2017-03-20,6426.58
2017-03-21,6245.41
2017-03-22,6228.49
2017-03-23,6276.44
2017-03-24,6272.00
2017-03-27,6274.61
2017-03-28,6335.07
2017-03-29,6353.29
2017-03-30,6424.51
2017-03-31,6436.54
2017-04-03,6363.33
2017-04-04,6363.81
2017-04-05,6284.44
2017-04-06,6350.62
2017-04-07,6344.84
2017-04-10,6355.37
2017-04-11,6410.82
2017-04-12,6318.53
2017-04-13,6237.27
2017-04-14,.
2017-04-17,6313.06
2017-04-18,6316.61
2017-04-19,6326.88
2017-04-20,6407.40
2017-04-21,6397.07
2017-04-24,6480.49
2017-04-25,6536.85
2017-04-26,6587.34
2017-04-27,6548.91
2017-04-28,6457.43
2017-05-01,6484.74
2017-05-02,6443.46
2017-05-03,6410.31
2017-05-04,6392.78
2017-05-05,6425.08
2017-05-08,6416.46
2017-05-09,6398.41
2017-05-10,6425.88
2017-05-11,6374.18
2017-05-12,6328.49
2017-05-15,6378.83
2017-05-16,6375.96
2017-05-17,6204.52
2017-05-18,6224.88
2017-05-19,6258.31
2017-05-22,6300.80
2017-05-23,6331.15
2017-05-24,6323.33
2017-05-25,6317.61
2017-05-26,6312.12
2017-05-29,.
2017-05-30,6258.64
2017-05-31,6245.61
2017-06-01,6358.98
2017-06-02,6385.15
2017-06-05,6348.34
2017-06-06,6334.61
2017-06-07,6341.65
2017-06-08,6444.64
2017-06-09,6529.58
2017-06-12,6522.92
2017-06-13,6547.60
2017-06-14,6499.80
2017-06-15,6467.85
2017-06-16,6445.10
2017-06-19,6471.15
2017-06-20,6393.03
2017-06-21,6337.24
2017-06-22,6352.80
2017-06-23,6392.82
2017-06-26,6417.13
2017-06-27,6389.61
2017-06-28,6472.15
2017-06-29,6462.29
2017-06-30,6449.02
2017-07-03,6533.88
2017-07-04,.
2017-07-05,6477.85
2017-07-06,6388.57
2017-07-07,6440.13
2017-07-10,6402.43
2017-07-11,6408.26
2017-07-12,6449.66
2017-07-13,6467.10
2017-07-14,6474.27
2017-07-17,6495.71
2017-07-18,6472.53
2017-07-19,6538.24
2017-07-20,6538.24
2017-07-21,6505.49
2017-07-24,6497.16
2017-07-25,6575.64
2017-07-26,6521.05
2017-07-27,6509.90
2017-07-28,6488.95
2017-07-31,6484.73
2017-08-01,6502.07
2017-08-02,6439.74
2017-08-03,6396.05
2017-08-04,6439.21
2017-08-07,6425.76
2017-08-08,6410.82
2017-08-09,6341.79
2017-08-10,6248.31
2017-08-11,6224.05
2017-08-14,6314.57
2017-08-15,6259.04
2017-08-16,6254.25
2017-08-17,6142.06
2017-08-18,6136.82
2017-08-21,6134.05
2017-08-22,6192.38
2017-08-23,6194.92
2017-08-24,6214.55
2017-08-25,6247.82
2017-08-28,6243.44
2017-08-29,6240.53
2017-08-30,6260.97
2017-08-31,6314.43
2017-09-01,6354.65
2017-09-04,.
2017-09-05,6273.12
2017-09-06,6291.73
2017-09-07,6260.86
2017-09-08,6271.35
2017-09-11,6353.17
2017-09-12,6404.49
2017-09-13,6432.64
2017-09-14,6422.02
2017-09-15,6455.01
2017-09-18,6491.31
2017-09-19,6493.70
2017-09-20,6525.07
2017-09-21,6519.59
2017-09-22,6554.30
2017-09-25,6584.74
2017-09-26,6621.80
2017-09-27,6734.39
2017-09-28,6752.03
2017-09-29,6746.92
2017-10-02,6826.98
2017-10-03,6836.00
2017-10-04,6799.46
2017-10-05,6832.26
2017-10-06,6808.42
2017-10-09,6787.72
2017-10-10,6821.82
2017-10-11,6811.45
2017-10-12,6799.45
2017-10-13,6796.01
2017-10-16,6798.36
2017-10-17,6768.41
2017-10-18,6805.35
2017-10-19,6796.69
2017-10-20,6818.93
2017-10-23,6758.82
2017-10-24,6772.29
2017-10-25,6746.79
2017-10-26,6764.65
2017-10-27,6802.70
2017-10-30,6711.06
2017-10-31,6750.17
2017-11-01,6720.76
2017-11-02,6751.88
2017-11-03,6712.77
2017-11-06,6733.79
2017-11-07,6642.55
2017-11-08,6632.57
2017-11-09,6612.58
2017-11-10,6612.44
2017-11-13,6612.40
2017-11-14,6598.99
2017-11-15,6570.05
2017-11-16,6653.26
