DATE,USD1MTD156N
1986-01-01,8.1676136363636364
1986-02-01,8.0078200000000000
1986-03-01,7.6480315789473684
1986-04-01,7.0383545454545455
1986-05-01,7.0328150000000000
1986-06-01,7.0997047619047619
1986-07-01,6.7269043478260870
1986-08-01,6.2625050000000000
1986-09-01,6.0710227272727273
1986-10-01,6.0074782608695652
1986-11-01,6.1179700000000000
1986-12-01,6.9241047619047619
1987-01-01,6.2611614285714286
1987-02-01,6.3789070000000000
1987-03-01,6.5106536363636364
1987-04-01,6.6750000000000000
1987-05-01,7.0888157894736842
1987-06-01,7.1221604545454545
1987-07-01,6.8199730434782609
1987-08-01,6.8093760000000000
1987-09-01,7.4772727272727273
1987-10-01,7.6505681818181818
1987-11-01,7.0223219047619048
1987-12-01,8.1257442857142857
1988-01-01,7.0046880000000000
1988-02-01,6.7730657142857143
1988-03-01,6.7975547826086957
1988-04-01,7.0435857894736842
1988-05-01,7.2796885000000000
1988-06-01,7.6505681818181818
1988-07-01,7.9620538095238095
1988-08-01,8.2769900000000000
1988-09-01,8.2968754545454545
1988-10-01,8.3303571428571429
1988-11-01,8.6590909090909091
1988-12-01,9.5796880000000000
1989-01-01,9.2500000000000000
1989-02-01,9.5156250000000000
1989-03-01,10.0937500000000000
1989-04-01,9.9875000000000000
1989-05-01,9.7693457142857143
1989-06-01,9.5191763636363636
1989-07-01,9.1250000000000000
1989-08-01,8.9261363636363636
1989-09-01,8.9940476190476190
1989-10-01,8.7961650000000000
1989-11-01,8.5710227272727273
1989-12-01,8.7763157894736842
1990-01-01,8.3181822727272727
1990-02-01,8.3156250000000000
1990-03-01,8.4147727272727273
1990-04-01,8.4375005263157895
1990-05-01,8.3400300000000000
1990-06-01,8.2991071428571429
1990-07-01,8.2031250000000000
1990-08-01,8.0987218181818182
1990-09-01,8.1882815000000000
1990-10-01,8.1256795652173913
1990-11-01,8.0759945454545455
1990-12-01,8.2590463157894737
1991-01-01,7.2308250000000000
1991-02-01,6.5906250000000000
1991-03-01,6.5710940000000000
1991-04-01,6.1398809523809524
1991-05-01,5.9375000000000000
1991-06-01,6.0824220000000000
1991-07-01,6.0190217391304348
1991-08-01,5.7514880952380952
1991-09-01,5.6011904761904762
1991-10-01,5.3284647826086957
1991-11-01,4.9523809523809524
1991-12-01,4.9292970000000000
1992-01-01,4.1885654545454545
1992-02-01,4.1566405000000000
1992-03-01,4.3352272727272727
1992-04-01,4.0957035000000000
1992-05-01,3.8832236842105263
1992-06-01,3.9382100000000000
1992-07-01,3.4605978260869565
1992-08-01,3.4070315000000000
1992-09-01,3.2698863636363636
1992-10-01,3.2244318181818182
1992-11-01,3.3158485714285714
1992-12-01,3.6968009523809524
1993-01-01,3.2191405000000000
1993-02-01,3.1515625000000000
1993-03-01,3.1875000000000000
1993-04-01,3.1636720000000000
1993-05-01,3.1472042105263158
1993-06-01,3.2116477272727273
1993-07-01,3.1718750000000000
1993-08-01,3.1875000000000000
1993-09-01,3.1658381818181818
1993-10-01,3.1875000000000000
1993-11-01,3.2070313636363636
1993-12-01,3.3270080952380952
1994-01-01,3.1468750000000000
1994-02-01,3.3851565000000000
1994-03-01,3.6236417391304348
1994-04-01,3.8396384210526316
1994-05-01,4.3343750000000000
1994-06-01,4.3806818181818182
1994-07-01,4.5539433333333333
1994-08-01,4.6875000000000000
1994-09-01,4.9311081818181818
1994-10-01,5.0718004761904762
1994-11-01,5.4836650000000000
1994-12-01,6.0894530000000000
1995-01-01,5.9281995238095238
1995-02-01,6.1156255000000000
1995-03-01,6.1250000000000000
1995-04-01,6.1111111111111111
1995-05-01,6.0625000000000000
1995-06-01,6.0601918181818182
1995-07-01,5.9213176190476190
1995-08-01,5.8952413636363636
1995-09-01,5.8577009523809524
1995-10-01,5.8671872727272727
1995-11-01,5.8320318181818182
1995-12-01,5.8696547368421053
1996-01-01,5.5843395454545455
1996-02-01,5.3292409523809524
1996-03-01,5.3764885714285714
1996-04-01,5.4562495000000000
1996-05-01,5.4341519047619048
