DATE,RU2000VTR
2004-08-01,3763.4054545454545455
2004-09-01,3957.2795238095238095
2004-10-01,4027.9490476190476190
2004-11-01,4270.1966666666666667
2004-12-01,4467.6186363636363636
2005-01-01,4303.9365000000000000
2005-02-01,4410.4268421052631579
2005-03-01,4414.0718181818181818
2005-04-01,4238.9190476190476190
2005-05-01,4265.7285714285714286
2005-06-01,4510.1863636363636364
2005-07-01,4744.5770000000000000
2005-08-01,4691.8039130434782609
2005-09-01,4707.1857142857142857
2005-10-01,4516.0361904761904762
2005-11-01,4707.9004761904761905
2005-12-01,4810.5495238095238095
2006-01-01,4982.3210000000000000
2006-02-01,5100.2663157894736842
2006-03-01,5218.7400000000000000
2006-04-01,5357.6763157894736842
2006-05-01,5298.3554545454545455
2006-06-01,5052.2586363636363636
2006-07-01,5112.8075000000000000
2006-08-01,5175.0165217391304348
2006-09-01,5358.1930000000000000
2006-10-01,5564.3704545454545455
2006-11-01,5718.7828571428571429
2006-12-01,5843.0080000000000000
2007-01-01,5837.5310000000000000
2007-02-01,6027.3452631578947368
2007-03-01,5851.8759090909090909
2007-04-01,6063.7585000000000000
2007-05-01,6108.3786363636363636
2007-06-01,6142.4742857142857143
2007-07-01,6004.3595238095238095
2007-08-01,5575.6456521739130435
2007-09-01,5656.9389473684210526
2007-10-01,5785.9195652173913043
2007-11-01,5347.2390476190476190
2007-12-01,5330.1225000000000000
2008-01-01,4904.3004761904761905
2008-02-01,5011.8790000000000000
2008-03-01,4853.3285000000000000
2008-04-01,5075.2409090909090909
2008-05-01,5186.1804761904761905
2008-06-01,5091.2461904761904762
2008-07-01,4798.8154545454545455
2008-08-01,5181.9580952380952381
2008-09-01,5181.2704761904761905
2008-10-01,3981.1634782608695652
2008-11-01,3477.9968421052631579
2008-12-01,3488.9677272727272727
2009-01-01,3463.6995000000000000
2009-02-01,3089.9873684210526316
2009-03-01,2802.9104545454545455
2009-04-01,3330.6228571428571429
2009-05-01,3539.4515000000000000
2009-06-01,3633.7163636363636364
2009-07-01,3667.5777272727272727
2009-08-01,4137.3838095238095238
2009-09-01,4322.7133333333333333
2009-10-01,4350.3586363636363636
2009-11-01,4229.2315000000000000
2009-12-01,4428.6822727272727273
2010-01-01,4588.9578947368421053
2010-02-01,4476.2284210526315789
2010-03-01,4928.3191304347826087
2010-04-01,5300.0580952380952381
2010-05-01,5022.4640000000000000
2010-06-01,4717.8745454545454545
2010-07-01,4601.1585714285714286
2010-08-01,4579.8609090909090909
2010-09-01,4739.6552380952380952
2010-10-01,5046.6514285714285714
2010-11-01,5216.3680952380952381
2010-12-01,5549.2527272727272727
2011-01-01,5686.9435000000000000
2011-02-01,5838.2647368421052632
2011-03-01,5821.4726086956521739
2011-04-01,5971.3190000000000000
2011-05-01,5900.5128571428571429
2011-06-01,5674.8986363636363636
2011-07-01,5862.3160000000000000
2011-08-01,5006.4813043478260870
2011-09-01,4820.9342857142857143
2011-10-01,4964.5504761904761905
2011-11-01,5120.2114285714285714
2011-12-01,5249.7719047619047619
2012-01-01,5556.6185000000000000
2012-02-01,5868.2520000000000000
2012-03-01,5865.9459090909090909
2012-04-01,5803.3710000000000000
2012-05-01,5608.2963636363636364
2012-06-01,5524.7090476190476190
2012-07-01,5747.2071428571428571
2012-08-01,5827.0708695652173913
2012-09-01,6141.0789473684210526
2012-10-01,6056.2043478260869565
2012-11-01,5881.2057142857142857
2012-12-01,6157.1075000000000000
2013-01-01,6557.4290476190476190
2013-02-01,6742.1489473684210526
2013-03-01,6940.4325000000000000
2013-04-01,6867.7372727272727273
2013-05-01,7206.1609090909090909
2013-06-01,7177.1725000000000000
2013-07-01,7582.0468181818181818
2013-08-01,7549.4472727272727273
2013-09-01,7627.1425000000000000
2013-10-01,7904.4382608695652174
2013-11-01,8071.7335000000000000
2013-12-01,8244.8333333333333333
2014-01-01,8329.1414285714285714
2014-02-01,8210.3884210526315789
2014-03-01,8588.7119047619047619
2014-04-01,8460.9533333333333333
2014-05-01,8327.4352380952380952
2014-06-01,8658.9171428571428571
2014-07-01,8598.2890909090909091
2014-08-01,8457.3423809523809524
2014-09-01,8432.3642857142857143
2014-10-01,8105.2600000000000000
2014-11-01,8629.5200000000000000
2014-12-01,8636.7845454545454545
2015-01-01,8595.4660000000000000
2015-02-01,8781.3505263157894737
2015-03-01,8867.7286363636363636
2015-04-01,9016.8247619047619048
2015-05-01,8873.4680000000000000
2015-06-01,9000.3190909090909091
2015-07-01,8765.7377272727272727
2015-08-01,8357.7557142857142857
2015-09-01,8082.1400000000000000
2015-10-01,8341.3940909090909091
2015-11-01,8481.7290000000000000
2015-12-01,8245.0831818181818182
2016-01-01,7495.0621052631578947
2016-02-01,7432.0475000000000000
2016-03-01,8084.7427272727272727
2016-04-01,8350.3476190476190476
2016-05-01,8418.8609523809523810
2016-06-01,8629.9322727272727273
2016-07-01,8956.2815000000000000
2016-08-01,9240.8404347826086957
2016-09-01,9304.3904761904761905
2016-10-01,9257.5738095238095238
2016-11-01,9792.6204761904761905
2016-12-01,10745.653333333333
2017-01-01,10732.400000000000
2017-02-01,10843.932105263158
2017-03-01,10638.250434782609
2017-04-01,10656.275789473684
2017-05-01,10597.247272727273
2017-06-01,10748.400909090909
2017-07-01,10865.101000000000
2017-08-01,10546.151739130435
2017-09-01,10885.714500000000
2017-10-01,11434.399545454545
2017-11-01,11332.201428571429
2017-12-01,11588.615000000000
2018-01-01,11863.825714285714
2018-02-01,11305.219473684211
2018-03-01,11442.237142857143
2018-04-01,11450.164761904762
