DATE,RU2500TR
1994-03-01,204.5578261
1994-04-01,193.789
1994-05-01,192.6495238
1994-06-01,192.625
1994-07-01,190.8025
1994-08-01,196.6043478
1994-09-01,201.2642857
1994-10-01,199.4119048
1994-11-01,195.9742857
1994-12-01,191.0671429
1995-01-01,197.2314286
1995-02-01,203.1363158
1995-03-01,207.4721739
1995-04-01,212.6168421
1995-05-01,218.0845455
1995-06-01,226.3245455
1995-07-01,237.902
1995-08-01,244.4726087
1995-09-01,253.4155
1995-10-01,246.0359091
1995-11-01,249.8061905
1995-12-01,255.208
1996-01-01,253.8018182
1996-02-01,267.3215
1996-03-01,270.7847619
1996-04-01,278.4957143
1996-05-01,291.6986364
1996-06-01,288.91
1996-07-01,269.7631818
1996-08-01,276.5472727
1996-09-01,285.736
1996-10-01,293.0952174
1996-11-01,297.754
1996-12-01,304.5090476
1997-01-01,313.4695455
1997-02-01,316.0763158
1997-03-01,311.2795
1997-04-01,297.2404545
1997-05-01,319.2666667
1997-06-01,337.8857143
1997-07-01,353.4018182
1997-08-01,364.0152381
1997-09-01,383.2171429
1997-10-01,390.973913
1997-11-01,376.7268421
1997-12-01,375.7121739
1998-01-01,374.0365
1998-02-01,395.6247368
1998-03-01,413.9031818
1998-04-01,423.9471429
1998-05-01,416.02
1998-06-01,398.5372727
1998-07-01,400.73
1998-08-01,356.18
1998-09-01,325.9914286
1998-10-01,318.465
1998-11-01,361.0555
1998-12-01,365.2795455
1999-01-01,386.1365
1999-02-01,367.1605
1999-03-01,364.4578261
1999-04-01,384.6314286
1999-05-01,407.882381
1999-06-01,412.7863636
1999-07-01,427.2618182
1999-08-01,409.0263636
1999-09-01,406.997619
1999-10-01,397.6277273
1999-11-01,428.3919048
1999-12-01,450.6322727
2000-01-01,476.1245
2000-02-01,504.3575
2000-03-01,542.5456522
2000-04-01,484.2925
2000-05-01,480.9681818
2000-06-01,507.8836364
2000-07-01,513.523
2000-08-01,511.5026087
2000-09-01,523.592381
2000-10-01,488.4045455
2000-11-01,489.1414286
2000-12-01,482.363
2001-01-01,495.7538095
2001-02-01,500.5010526
2001-03-01,463.4922727
2001-04-01,464.2465
2001-05-01,508.7959091
2001-06-01,510.1928571
2001-07-01,496.9985714
2001-08-01,490.9065217
2001-09-01,436.3805263
2001-10-01,438.6178261
2001-11-01,466.2614286
2001-12-01,494.47
2002-01-01,499.2652381
2002-02-01,485.9094737
2002-03-01,516.4505
2002-04-01,522.1518182
2002-05-01,515.6354545
2002-06-01,482.7455
2002-07-01,426.6268182
2002-08-01,419.9513636
2002-09-01,406.37
2002-10-01,386.183913
2002-11-01,415.712
2002-12-01,419.7261905
2003-01-01,417.87
2003-02-01,392.9115789
2003-03-01,393.337619
2003-04-01,415.1928571
2003-05-01,451.6266667
2003-06-01,486.4038095
2003-07-01,504.1845455
2003-08-01,511.4466667
2003-09-01,543.1847619
2003-10-01,558.8830435
2003-11-01,577.4305263
2003-12-01,591.3481818
2004-01-01,626.5565
2004-02-01,630.0078947
2004-03-01,628.2365217
2004-04-01,636.6871429
2004-05-01,602.6215
2004-06-01,626.2752381
2004-07-01,609.572381
2004-08-01,590.2245455
2004-09-01,618.3195238
2004-10-01,630.1190476
2004-11-01,669.75
2004-12-01,700.7213636
2005-01-01,681.591
2005-02-01,701.1752632
2005-03-01,701.1145455
2005-04-01,675.5133333
2005-05-01,681.9085714
2005-06-01,716.4081818
2005-07-01,749.8895
2005-08-01,749.4265217
2005-09-01,753.4461905
2005-10-01,725.1719048
2005-11-01,756.187619
2005-12-01,778.3347619
2006-01-01,806.712
2006-02-01,820.8721053
2006-03-01,837.3621739
2006-04-01,856.08
2006-05-01,840.2690909
2006-06-01,797.9522727
2006-07-01,792.864
2006-08-01,795.7565217
2006-09-01,819.949
2006-10-01,852.3209091
2006-11-01,877.36
2006-12-01,898.578
2007-01-01,902.9465
2007-02-01,937.4105263
2007-03-01,914.5686364
2007-04-01,952.721
2007-05-01,970.1554545
2007-06-01,978.9080952
2007-07-01,975.4795238
2007-08-01,911.8426087
2007-09-01,934.0726316
2007-10-01,969.19
2007-11-01,911.2580952
2007-12-01,914.7985
2008-01-01,838.0914286
2008-02-01,848.562
2008-03-01,814.2145
2008-04-01,856.26
2008-05-01,892.0333333
2008-06-01,880.8247619
2008-07-01,820.8081818
2008-08-01,855.6233333
2008-09-01,821.29
2008-10-01,614.7956522
2008-11-01,536.7684211
2008-12-01,539.0418182
2009-01-01,549.9475
2009-02-01,511.3663158
2009-03-01,474.8481818
2009-04-01,556.202381
2009-05-01,594.874
2009-06-01,615.7177273
2009-07-01,623.5681818
2009-08-01,688.622381
2009-09-01,722.787619
2009-10-01,733.3686364
2009-11-01,724.3095
2009-12-01,756.1972727
2010-01-01,782.0831579
2010-02-01,763.7457895
2010-03-01,833.1056522
2010-04-01,882.5457143
2010-05-01,834.545
2010-06-01,800.37
2010-07-01,788.8642857
2010-08-01,790.1181818
2010-09-01,824.5638095
2010-10-01,874.167619
2010-11-01,906.7542857
2010-12-01,964.2459091
2011-01-01,992.1405
2011-02-01,1029.439474
2011-03-01,1028.443043
2011-04-01,1065.196
2011-05-01,1064.987619
2011-06-01,1023.154545
2011-07-01,1057.65
2011-08-01,902.3473913
2011-09-01,881.2371429
2011-10-01,900.7942857
2011-11-01,931.9628571
2011-12-01,943.5295238
2012-01-01,995.4305
2012-02-01,1057.5975
2012-03-01,1068.405455
2012-04-01,1056.934
2012-05-01,1020.986818
2012-06-01,995.0871429
2012-07-01,1028.290952
2012-08-01,1051.631304
2012-09-01,1100.684737
2012-10-01,1086.471739
2012-11-01,1069.242857
2012-12-01,1108.2755
2013-01-01,1177.443333
2013-02-01,1214.446316
2013-03-01,1250.476
2013-04-01,1244.762273
2013-05-01,1309.501818
2013-06-01,1296.2295
2013-07-01,1362.436818
2013-08-01,1373.330909
2013-09-01,1397.357
2013-10-01,1441.965217
2013-11-01,1474.7455
2013-12-01,1497.289524
2014-01-01,1527.150952
2014-02-01,1526.911579
2014-03-01,1577.553333
2014-04-01,1542.401429
2014-05-01,1532.740476
2014-06-01,1596.996667
2014-07-01,1598.715
2014-08-01,1584.39381
2014-09-01,1595.278095
2014-10-01,1524.91913
2014-11-01,1618.523684
2014-12-01,1621.577727
2015-01-01,1622.773
2015-02-01,1684.76
2015-03-01,1714.633182
2015-04-01,1739.957143
2015-05-01,1731.1015
2015-06-01,1749.59
2015-07-01,1722.035909
2015-08-01,1666.757143
2015-09-01,1598.051429
2015-10-01,1617.502727
2015-11-01,1647.7165
2015-12-01,1610.768182
2016-01-01,1465.954211
2016-02-01,1435.795
2016-03-01,1560.813636
2016-04-01,1620.258571
2016-05-01,1620.629048
2016-06-01,1657.879545
2016-07-01,1714.6475
2016-08-01,1755.165652
2016-09-01,1757.997143
2016-10-01,1731.666667
2016-11-01,1779.561429
2016-12-01,1888.869524
2017-01-01,1904.849
2017-02-01,1942.037895
2017-03-01,1937.303913
2017-04-01,1941.936842
2017-05-01,1951.633182
2017-06-01,1984.118636
2017-07-01,2011.691
2017-08-01,1972.136087
2017-09-01,2030.2215
2017-10-01,2110.743182
2017-11-01,2127.772381
2017-12-01,2180.157
2018-01-01,2262.78619
2018-02-01,2178.201053
2018-03-01,2221.471905
2018-04-01,2202.67
2018-05-01,.
