DATE,RU3000PR
1987-05-01,303.096
1987-06-01,314.8668182
1987-07-01,322.3777273
1987-08-01,341.03
1987-09-01,330.8419048
1987-10-01,290.5672727
1987-11-01,251.8655
1987-12-01,247.5295455
1988-01-01,259.3045
1988-02-01,268.1175
1988-03-01,277.4308696
1988-04-01,274.5475
1988-05-01,268.4166667
1988-06-01,283.0654545
1988-07-01,282.707
1988-08-01,276.9226087
1988-09-01,281.2461905
1988-10-01,289.5990476
1988-11-01,282.3166667
1988-12-01,287.2047619
1989-01-01,296.8080952
1989-02-01,306.3157895
1989-03-01,305.6372727
1989-04-01,315.2795
1989-05-01,327.7977273
1989-06-01,338.34
1989-07-01,345.3545
1989-08-01,359.7413043
1989-09-01,360.7895
1989-10-01,360.1463636
1989-11-01,351.7814286
1989-12-01,357.9255
1990-01-01,348.6454545
1990-02-01,338.3921053
1990-03-01,346.7695455
1990-04-01,345.595
1990-05-01,356.6768182
1990-06-01,367.5042857
1990-07-01,365.8357143
1990-08-01,333.7495652
1990-09-01,317.7194737
1990-10-01,307.3673913
1990-11-01,315.9271429
1990-12-01,330.6295
1991-01-01,328.3122727
1991-02-01,367.3326316
1991-03-01,378.956
1991-04-01,387.9240909
1991-05-01,385.5477273
1991-06-01,385.8645
1991-07-01,387.3004545
1991-08-01,397.6336364
1991-09-01,396.745
1991-10-01,398.0091304
1991-11-01,398.265
1991-12-01,401.0333333
1992-01-01,432.04
1992-02-01,431.0115789
1992-03-01,425.1327273
1992-04-01,422.0122727
1992-05-01,428.975
1992-06-01,421.325
1992-07-01,427.6759091
1992-08-01,430.7747619
1992-09-01,431.747619
1992-10-01,426.9922727
1992-11-01,441.4125
1992-12-01,455.5372727
1993-01-01,458.5575
1993-02-01,463.7515789
1993-03-01,471.7917391
1993-04-01,464.4080952
1993-05-01,467.5855
1993-06-01,470.5336364
1993-07-01,472.7361905
1993-08-01,480.8604545
1993-09-01,487.4414286
1993-10-01,492.7242857
1993-11-01,488.7347619
1993-12-01,492.0322727
1994-01-01,500.4852381
1994-02-01,499.8031579
1994-03-01,493.4730435
1994-04-01,474.509
1994-05-01,476.5809524
1994-06-01,479.5459091
1994-07-01,475.0595
1994-08-01,488.7586957
1994-09-01,492.7757143
1994-10-01,488.7395238
1994-11-01,484.8309524
1994-12-01,477.0504762
1995-01-01,488.8171429
1995-02-01,506.0042105
1995-03-01,516.1843478
1995-04-01,529.9305263
1995-05-01,545.8418182
1995-06-01,563.1154545
1995-07-01,583.765
1995-08-01,589.8965217
1995-09-01,612.168
1995-10-01,613.0227273
1995-11-01,625.1890476
1995-12-01,642.5465
1996-01-01,641.4572727
1996-02-01,677.732
1996-03-01,677.0357143
1996-04-01,679.8485714
1996-05-01,697.2131818
1996-06-01,702.0745
1996-07-01,670.7286364
1996-08-01,689.5181818
1996-09-01,704.4365
1996-10-01,730.0973913
1996-11-01,760.4455
1996-12-01,769.56
1997-01-01,793.9768182
1997-02-01,820.5794737
1997-03-01,810.979
1997-04-01,778.9445455
1997-05-01,846.5038095
1997-06-01,890.962381
1997-07-01,939.0172727
1997-08-01,947.832381
1997-09-01,966.2095238
1997-10-01,983.0004348
1997-11-01,965.9321053
1997-12-01,985.8891304
1998-01-01,986.4875
1998-02-01,1047.365263
1998-03-01,1099.314545
1998-04-01,1134.210952
1998-05-01,1125.9185
1998-06-01,1116.548636
1998-07-01,1159.587273
1998-08-01,1069.981905
1998-09-01,1008.240952
1998-10-01,1014.462727
1998-11-01,1131.5205
1998-12-01,1174.361364
1999-01-01,1238.5805
1999-02-01,1225.2475
1999-03-01,1253.633478
1999-04-01,1307.055714
1999-05-01,1313.65
1999-06-01,1305.475
1999-07-01,1356.147273
1999-08-01,1300.824545
1999-09-01,1292.046667
1999-10-01,1276.174091
1999-11-01,1370.286667
1999-12-01,1414.390909
2000-01-01,1424.735
2000-02-01,1411.437
2000-03-01,1476.174783
2000-04-01,1465.2225
2000-05-01,1422.898182
2000-06-01,1473.147273
2000-07-01,1482.968
2000-08-01,1494.044783
2000-09-01,1492.032857
2000-10-01,1407.76
2000-11-01,1387.271905
2000-12-01,1340.2105
2001-01-01,1344.938571
2001-02-01,1316.480526
2001-03-01,1194.754091
2001-04-01,1195.4305
2001-05-01,1282.864545
2001-06-01,1254.045714
2001-07-01,1217.021905
2001-08-01,1191.178696
2001-09-01,1064.427368
2001-10-01,1083.234783
2001-11-01,1137.860952
2001-12-01,1159.79
2002-01-01,1158.068095
2002-02-01,1118.865789
2002-03-01,1175.553
2002-04-01,1140.185909
2002-05-01,1108.852727
2002-06-01,1039.585
2002-07-01,924.7554545
2002-08-01,932.9704545
2002-09-01,888.047
2002-10-01,869.3295652
2002-11-01,926.422
2002-12-01,917.9128571
2003-01-01,914.8261905
2003-02-01,856.3752632
2003-03-01,864.9771429
2003-04-01,908.787619
2003-05-01,960.282381
2003-06-01,1016.858571
2003-07-01,1025.983636
2003-08-01,1024.294762
2003-09-01,1059.775238
2003-10-01,1081.218696
2003-11-01,1097.512632
2003-12-01,1127.458182
2004-01-01,1182.3905
2004-02-01,1191.72
2004-03-01,1174.329565
2004-04-01,1183.49619
2004-05-01,1147.346
2004-06-01,1179.017143
2004-07-01,1149.260476
2004-08-01,1128.412273
2004-09-01,1163.029524
2004-10-01,1166.566667
2004-11-01,1222.377619
2004-12-01,1258.911364
2005-01-01,1237.265
2005-02-01,1259.076842
2005-03-01,1255.353182
2005-04-01,1222.921905
2005-05-01,1238.830476
2005-06-01,1270.565455
2005-07-01,1298.567
2005-08-01,1299.94
2005-09-01,1303.775238
2005-10-01,1266.342857
2005-11-01,1315.514762
2005-12-01,1342.984286
2006-01-01,1365.155
2006-02-01,1366.340526
2006-03-01,1385.451304
2006-04-01,1398.721053
2006-05-01,1382.355909
2006-06-01,1338.246364
2006-07-01,1342.0885
2006-08-01,1366.571304
2006-09-01,1400.1515
2006-10-01,1449.708182
2006-11-01,1479.454286
2006-12-01,1509.912
2007-01-01,1519.448
2007-02-01,1548.235789
2007-03-01,1507.155909
2007-04-01,1567.395
2007-05-01,1613.138636
2007-06-01,1617.15
2007-07-01,1621.261429
2007-08-01,1544.938261
2007-09-01,1590.095263
2007-10-01,1639.44
2007-11-01,1555.756667
2007-12-01,1571.2055
2008-01-01,1460.02619
2008-02-01,1441.996
2008-03-01,1397.615
2008-04-01,1456.784545
2008-05-01,1496.816667
2008-06-01,1441.24381
2008-07-01,1347.915
2008-08-01,1376.279048
2008-09-01,1306.031905
2008-10-01,1025.427826
2008-11-01,927.7268421
2008-12-01,923.3795455
2009-01-01,917.4335
2009-02-01,854.2826316
2009-03-01,802.4818182
2009-04-01,904.7042857
2009-05-01,964.002
2009-06-01,991.2645455
2009-07-01,1001.837727
2009-08-01,1084.266667
2009-09-01,1124.555238
2009-10-01,1147.769091
2009-11-01,1163.156
2009-12-01,1191.473636
2010-01-01,1210.013684
2010-02-01,1173.878947
2010-03-01,1247.335217
2010-04-01,1300.728095
2010-05-01,1222.948
2010-06-01,1176.162273
2010-07-01,1167.932857
2010-08-01,1174.757727
2010-09-01,1215.097619
2010-10-01,1272.598571
2010-11-01,1306.798571
2010-12-01,1359.134545
2011-01-01,1402.689
2011-02-01,1446.282632
2011-03-01,1430.151739
2011-04-01,1464.024
2011-05-01,1470.027143
2011-06-01,1413.482727
2011-07-01,1456.0885
2011-08-01,1290.875217
2011-09-01,1275.089048
2011-10-01,1308.066667
2011-11-01,1332.410476
2011-12-01,1349.540952
2012-01-01,1414.28
2012-02-01,1477.8865
2012-03-01,1512.811818
2012-04-01,1507.3
2012-05-01,1457.359091
2012-06-01,1433.518095
2012-07-01,1472.970952
2012-08-01,1516.871304
2012-09-01,1564.988947
2012-10-01,1554.323478
2012-11-01,1513.332857
2012-12-01,1547.703
2013-01-01,1617.150476
2013-02-01,1654.099474
2013-03-01,1697.698
2013-04-01,1714.229091
2013-05-01,1790.348182
2013-06-01,1767.188
2013-07-01,1828.125455
2013-08-01,1834.578636
2013-09-01,1858.1245
2013-10-01,1898.893913
2013-11-01,1961.054
2013-12-01,1989.478095
2014-01-01,2010.974286
2014-02-01,2007.841579
2014-03-01,2061.053333
2014-04-01,2050.943333
2014-05-01,2071.898571
2014-06-01,2137.982857
2014-07-01,2160.575909
2014-08-01,2148.427619
2014-09-01,2179.361429
2014-10-01,2110.938696
2014-11-01,2229.603684
2014-12-01,2238.739091
2015-01-01,2216.382
2015-02-01,2280.024211
2015-03-01,2285.502727
2015-04-01,2305.000952
2015-05-01,2316.3075
2015-06-01,2309.353182
2015-07-01,2297.929545
2015-08-01,2234.47
2015-09-01,2131.947143
2015-10-01,2205.976818
2015-11-01,2262.6535
2015-12-01,2228.282273
2016-01-01,2069.706842
2016-02-01,2046.189
2016-03-01,2181.095455
2016-04-01,2243.555714
2016-05-01,2233.290952
2016-06-01,2258.075455
2016-07-01,2328.905
2016-08-01,2364.196522
2016-09-01,2347.480952
2016-10-01,2328.369524
2016-11-01,2359.080952
2016-12-01,2455.926667
2017-01-01,2486.031
2017-02-01,2544.888421
2017-03-01,2575.913043
2017-04-01,2570.450526
2017-05-01,2606.171818
2017-06-01,2648.586818
2017-07-01,2671.137
2017-08-01,2665.355217
2017-09-01,2711.518
2017-10-01,2786.594545
2017-11-01,2821.985714
2017-12-01,2896.588
2018-01-01,3027.537143
2018-02-01,2933.302105
2018-03-01,2940.676667
2018-04-01,2890.522857
2018-05-01,.
