DATE,WILL5000INDFC
1987-02-01,6.6105263157894737
1987-03-01,6.8931818181818182
1987-04-01,6.7966666666666667
1987-05-01,6.7725000000000000
1987-06-01,7.0372727272727273
1987-07-01,7.2350000000000000
1987-08-01,7.6666666666666667
1987-09-01,7.4638095238095238
1987-10-01,6.5690909090909091
1987-11-01,5.6995000000000000
1987-12-01,5.6295454545454545
1988-01-01,5.9115000000000000
1988-02-01,6.1325000000000000
1988-03-01,6.3834782608695652
1988-04-01,6.3455000000000000
1988-05-01,6.2290476190476190
1988-06-01,6.5822727272727273
1988-07-01,6.5910000000000000
1988-08-01,6.4743478260869565
1988-09-01,6.5866666666666667
1988-10-01,6.7928571428571429
1988-11-01,6.6419047619047619
1988-12-01,6.7800000000000000
1989-01-01,7.0319047619047619
1989-02-01,7.2826315789473684
1989-03-01,7.2927272727272727
1989-04-01,7.5325000000000000
1989-05-01,7.8445454545454545
1989-06-01,8.1136363636363636
1989-07-01,8.2970000000000000
1989-08-01,8.6734782608695652
1989-09-01,8.7275000000000000
1989-10-01,8.7327272727272727
1989-11-01,8.5571428571428571
1989-12-01,8.7240000000000000
1990-01-01,8.5154545454545455
1990-02-01,8.2826315789473684
1990-03-01,8.5000000000000000
1990-04-01,8.4680000000000000
1990-05-01,8.7559090909090909
1990-06-01,9.0452380952380952
1990-07-01,9.0314285714285714
1990-08-01,8.2791304347826087
1990-09-01,7.8978947368421053
1990-10-01,7.6191304347826087
1990-11-01,7.8414285714285714
1990-12-01,8.2350000000000000
1991-01-01,8.2000000000000000
1991-02-01,9.2142105263157895
1991-03-01,9.5450000000000000
1991-04-01,9.8068181818181818
1991-05-01,9.7759090909090909
1991-06-01,9.8190000000000000
1991-07-01,9.8740909090909091
1991-08-01,10.1736363636363636
1991-09-01,10.1765000000000000
1991-10-01,10.2365217391304348
1991-11-01,10.2870000000000000
1991-12-01,10.3700000000000000
1992-01-01,11.2181818181818182
1992-02-01,11.2394736842105263
1992-03-01,11.1063636363636364
1992-04-01,10.9809523809523810
1992-05-01,11.1710000000000000
1992-06-01,10.9840909090909091
1992-07-01,11.1595454545454545
1992-08-01,11.2652380952380952
1992-09-01,11.3223809523809524
1992-10-01,11.2145454545454545
1992-11-01,11.6430000000000000
1992-12-01,12.0422727272727273
1993-01-01,12.1560000000000000
1993-02-01,12.3210526315789474
1993-03-01,12.5600000000000000
1993-04-01,12.3647619047619048
1993-05-01,12.5065000000000000
1993-06-01,12.6181818181818182
1993-07-01,12.7038095238095238
1993-08-01,12.9563636363636364
1993-09-01,13.1714285714285714
1993-10-01,13.3738095238095238
1993-11-01,13.3085714285714286
1993-12-01,13.3977272727272727
1994-01-01,13.6576190476190476
1994-02-01,13.6836842105263158
1994-03-01,13.5534782608695652
1994-04-01,13.0163157894736842
1994-05-01,13.0923809523809524
1994-06-01,13.1936363636363636
1994-07-01,13.1015000000000000
1994-08-01,13.5026086956521739
1994-09-01,13.6661904761904762
1994-10-01,13.5866666666666667
1994-11-01,13.5123809523809524
1994-12-01,13.2966666666666667
1995-01-01,13.6523809523809524
1995-02-01,14.1552631578947368
1995-03-01,14.4765217391304348
1995-04-01,14.8857894736842105
1995-05-01,15.3495454545454545
1995-06-01,15.8700000000000000
1995-07-01,16.5090000000000000
1995-08-01,16.7413043478260870
1995-09-01,17.4165000000000000
1995-10-01,17.4168181818181818
1995-11-01,17.7838095238095238
1995-12-01,18.2950000000000000
1996-01-01,18.2750000000000000
1996-02-01,19.3370000000000000
1996-03-01,19.3980952380952381
1996-04-01,19.5728571428571429
1996-05-01,20.1959090909090909
1996-06-01,20.3280000000000000
1996-07-01,19.4027272727272727
1996-08-01,19.9468181818181818
1996-09-01,20.4335000000000000
1996-10-01,21.1673913043478261
1996-11-01,21.9770000000000000
1996-12-01,22.2671428571428571
1997-01-01,22.9981818181818182
1997-02-01,23.7457894736842105
1997-03-01,23.4920000000000000
1997-04-01,22.5700000000000000
1997-05-01,24.5223809523809524
1997-06-01,25.9080952380952381
1997-07-01,27.3886363636363636
1997-08-01,27.7109523809523810
1997-09-01,28.3704761904761905
1997-10-01,28.9308695652173913
1997-11-01,28.4073684210526316
1997-12-01,28.9527272727272727
1998-01-01,28.9700000000000000
1998-02-01,30.8031578947368421
1998-03-01,32.4181818181818182
1998-04-01,33.5252380952380952
1998-05-01,33.3160000000000000
1998-06-01,33.0190909090909091
1998-07-01,34.3331818181818182
1998-08-01,31.6252380952380952
1998-09-01,29.7166666666666667
1998-10-01,29.8554545454545455
1998-11-01,33.4000000000000000
1998-12-01,34.6872727272727273
1999-01-01,36.7073684210526316
1999-02-01,36.4363157894736842
1999-03-01,37.3213043478260870
1999-04-01,39.0042857142857143
1999-05-01,39.2340000000000000
1999-06-01,38.9386363636363636
1999-07-01,40.6404761904761905
1999-08-01,38.9027272727272727
1999-09-01,38.7809523809523810
1999-10-01,38.3038095238095238
1999-11-01,41.3885714285714286
1999-12-01,43.1277272727272727
2000-01-01,43.6645000000000000
2000-02-01,43.4925000000000000
2000-03-01,45.7026086956521739
2000-04-01,44.0436842105263158
2000-05-01,42.6254545454545455
2000-06-01,44.3631818181818182
2000-07-01,44.9115000000000000
2000-08-01,45.1213043478260870
2000-09-01,45.0990000000000000
2000-10-01,42.2986363636363636
2000-11-01,41.5447619047619048
2000-12-01,39.9750000000000000
2001-01-01,40.2638095238095238
2001-02-01,39.4173684210526316
2001-03-01,35.7045454545454545
2001-04-01,35.7590000000000000
2001-05-01,38.5045454545454545
2001-06-01,37.6947619047619048
2001-07-01,36.7214285714285714
2001-08-01,35.9173913043478261
2001-09-01,31.7626666666666667
2001-10-01,32.6956521739130435
2001-11-01,34.3871428571428571
2001-12-01,35.1815000000000000
2002-01-01,35.2242857142857143
2002-02-01,34.0889473684210526
2002-03-01,35.8410000000000000
2002-04-01,34.8800000000000000
2002-05-01,34.0272727272727273
2002-06-01,31.9865000000000000
2002-07-01,28.5313636363636364
2002-08-01,28.7740909090909091
2002-09-01,27.5225000000000000
2002-10-01,26.9965217391304348
2002-11-01,28.7920000000000000
2002-12-01,28.5852380952380952
2003-01-01,28.5057142857142857
2003-02-01,26.7447368421052632
2003-03-01,27.0638095238095238
2003-04-01,28.4866666666666667
2003-05-01,30.1695238095238095
2003-06-01,31.9995238095238095
2003-07-01,32.3904545454545455
2003-08-01,32.4271428571428571
2003-09-01,33.6185714285714286
2003-10-01,34.3639130434782609
2003-11-01,34.9378947368421053
2003-12-01,35.9327272727272727
2004-01-01,37.7585000000000000
2004-02-01,38.1457894736842105
2004-03-01,37.6795652173913043
2004-04-01,38.0485714285714286
2004-05-01,36.8710000000000000
2004-06-01,37.9657142857142857
2004-07-01,37.1009523809523810
2004-08-01,36.4377272727272727
2004-09-01,37.6352380952380952
2004-10-01,37.8638095238095238
2004-11-01,39.7447619047619048
2004-12-01,41.0154545454545455
2005-01-01,40.3830000000000000
2005-02-01,41.1378947368421053
2005-03-01,41.0472727272727273
2005-04-01,40.0071428571428571
2005-05-01,40.5690476190476190
2005-06-01,41.7495454545454545
2005-07-01,42.7955000000000000
2005-08-01,42.9169565217391304
2005-09-01,43.0509523809523810
2005-10-01,41.8752380952380952
2005-11-01,43.6461904761904762
2005-12-01,44.6342857142857143
2006-01-01,45.4875000000000000
2006-02-01,45.5747368421052632
2006-03-01,46.2860869565217391
2006-04-01,46.8494736842105263
2006-05-01,46.3977272727272727
2006-06-01,44.9522727272727273
2006-07-01,45.1230000000000000
2006-08-01,45.9139130434782609
2006-09-01,47.1190000000000000
2006-10-01,48.8790909090909091
2006-11-01,50.0504761904761905
2006-12-01,51.1835000000000000
2007-01-01,51.5815000000000000
2007-02-01,52.6689473684210526
2007-03-01,51.4013636363636364
2007-04-01,53.4980000000000000
2007-05-01,55.0572727272727273
2007-06-01,55.4123809523809524
2007-07-01,55.6980952380952381
2007-08-01,53.1304347826086957
2007-09-01,54.7615789473684211
2007-10-01,56.6182608695652174
2007-11-01,53.8680952380952381
2007-12-01,54.4875000000000000
2008-01-01,50.7014285714285714
2008-02-01,50.1930000000000000
2008-03-01,48.6785000000000000
2008-04-01,50.7845454545454545
2008-05-01,52.2680952380952381
2008-06-01,50.5514285714285714
2008-07-01,47.3104545454545455
2008-08-01,48.3842857142857143
2008-09-01,46.0676190476190476
2008-10-01,36.2621739130434783
2008-11-01,32.8452631578947368
2008-12-01,32.7481818181818182
2009-01-01,32.6405000000000000
2009-02-01,30.5436842105263158
2009-03-01,28.8681818181818182
2009-04-01,32.6033333333333333
2009-05-01,34.8075000000000000
2009-06-01,35.8536363636363636
2009-07-01,36.3127272727272727
2009-08-01,39.3809523809523810
2009-09-01,40.8985714285714286
2009-10-01,41.8190909090909091
2009-11-01,42.4335000000000000
2009-12-01,43.5527272727272727
2010-01-01,44.3452631578947368
2010-02-01,43.1468421052631579
2010-03-01,45.9839130434782609
2010-04-01,48.0233333333333333
2010-05-01,45.1995000000000000
2010-06-01,43.6068181818181818
2010-07-01,43.4623809523809524
2010-08-01,43.8104545454545455
2010-09-01,45.4076190476190476
2010-10-01,47.6461904761904762
2010-11-01,49.0385714285714286
2010-12-01,51.0522727272727273
2011-01-01,52.7485000000000000
2011-02-01,54.3905263157894737
2011-03-01,53.8117391304347826
2011-04-01,55.1095000000000000
2011-05-01,55.3380952380952381
2011-06-01,53.3172727272727273
2011-07-01,55.0740000000000000
2011-08-01,48.9356521739130435
2011-09-01,48.4438095238095238
2011-10-01,49.7752380952380952
2011-11-01,50.7585714285714286
2011-12-01,51.4852380952380952
2012-01-01,54.0185000000000000
2012-02-01,56.5710000000000000
2012-03-01,57.9831818181818182
2012-04-01,57.8075000000000000
2012-05-01,55.9713636363636364
2012-06-01,55.1490476190476190
2012-07-01,56.8014285714285714
2012-08-01,58.4839130434782609
2012-09-01,60.4557894736842105
2012-10-01,60.2319047619047619
2012-11-01,58.6561904761904762
2012-12-01,60.1220000000000000
2013-01-01,63.0076190476190476
2013-02-01,64.5621052631578947
2013-03-01,66.3830000000000000
2013-04-01,67.1554545454545455
2013-05-01,70.3022727272727273
2013-06-01,69.4990000000000000
2013-07-01,72.0627272727272727
2013-08-01,72.4372727272727273
2013-09-01,73.4910000000000000
2013-10-01,75.2369565217391304
2013-11-01,77.7260000000000000
2013-12-01,79.0514285714285714
2014-01-01,80.1461904761904762
2014-02-01,80.2005263157894737
2014-03-01,82.4480952380952381
2014-04-01,81.9957142857142857
2014-05-01,82.8557142857142857
2014-06-01,85.6847619047619048
2014-07-01,86.7604545454545455
2014-08-01,86.4238095238095238
2014-09-01,87.8161904761904762
2014-10-01,85.1108695652173913
2014-11-01,89.9336842105263158
2014-12-01,90.3009090909090909
2015-01-01,89.5270000000000000
2015-02-01,92.2884210526315789
2015-03-01,92.6336363636363636
2015-04-01,93.5509523809523810
2015-05-01,94.1125000000000000
2015-06-01,93.9481818181818182
2015-07-01,93.5427272727272727
2015-08-01,91.1071428571428571
2015-09-01,87.1004761904761905
2015-10-01,90.1127272727272727
2015-11-01,92.3745000000000000
2015-12-01,90.9677272727272727
2016-01-01,84.6005263157894737
2016-02-01,83.6585000000000000
2016-03-01,89.4718181818181818
2016-04-01,92.2038095238095238
2016-05-01,92.0900000000000000
2016-06-01,93.2790909090909091
2016-07-01,96.3740000000000000
2016-08-01,98.0447826086956522
2016-09-01,97.6171428571428571
2016-10-01,96.9976190476190476
2016-11-01,98.4447619047619048
2016-12-01,102.7090476190476190
2017-01-01,104.2090000000000000
2017-02-01,106.7873684210526316
2017-03-01,108.1530434782608696
2017-04-01,108.1847368421052632
2017-05-01,109.8009090909090909
2017-06-01,111.7327272727272727
2017-07-01,112.8755000000000000
2017-08-01,112.7791304347826087
2017-09-01,114.9035000000000000
2017-10-01,118.1786363636363636
2017-11-01,119.8090476190476190
2017-12-01,123.2990000000000000
2018-01-01,129.1671428571428571
2018-02-01,125.3621052631578947
2018-03-01,125.8038095238095238
2018-04-01,123.8376190476190476
2018-05-01,126.5500000000000000
2018-06-01,129.7533333333333333
