DATE,CPGREN01CAM657N
1996-01-01,0
1996-02-01,-0.251572327
1996-03-01,1.639344262
1996-04-01,1.364764268
1996-05-01,3.182374541
1996-06-01,-1.423487544
1996-07-01,-2.527075812
1996-08-01,0.12345679
1996-09-01,0.739827374
1996-10-01,2.080783354
1996-11-01,-0.119904077
1996-12-01,0.600240096
1997-01-01,0.715990453
1997-02-01,0.592417062
1997-03-01,-0.471142521
1997-04-01,-1.656804734
1997-05-01,0.120336943
1997-06-01,0.480769231
1997-07-01,-0.837320574
1997-08-01,2.05066345
1997-09-01,0.354609929
1997-10-01,-0.824499411
1997-11-01,-1.187648456
1997-12-01,-0.360576923
1998-01-01,-0.723763571
1998-02-01,-1.822600243
1998-03-01,-1.113861386
1998-04-01,0.125156446
1998-05-01,1.5
1998-06-01,-0.123152709
1998-07-01,-0.863131936
1998-08-01,-0.124378109
1998-09-01,-1.494396015
1998-10-01,2.149178255
1998-11-01,-0.618811881
1998-12-01,-1.120797011
1999-01-01,0.125944584
1999-02-01,-0.754716981
1999-03-01,1.394169835
1999-04-01,3.75
1999-05-01,0.722891566
1999-06-01,-0.717703349
1999-07-01,2.168674699
1999-08-01,3.537735849
1999-09-01,1.366742597
1999-10-01,1.235955056
1999-11-01,-0.887902331
1999-12-01,2.239641657
2000-01-01,0.21905805
2000-02-01,2.950819672
2000-03-01,3.927813163
2000-04-01,-3.677221655
2000-05-01,1.166489926
2000-06-01,3.878406709
2000-07-01,0.807265388
2000-08-01,-1.701701702
2000-09-01,4.378818737
2000-10-01,1.268292683
2000-11-01,1.541425819
2000-12-01,-1.612903226
2001-01-01,-2.603664417
2001-02-01,-0.792079208
2001-03-01,1.29740519
2001-04-01,3.645320197
2001-05-01,5.228136882
2001-06-01,-1.264679313
2001-07-01,-6.038426349
2001-08-01,0.194741967
2001-09-01,2.721088435
2001-10-01,-4.446546831
2001-11-01,-8.712871287
2001-12-01,-0.32537961
2002-01-01,2.285092492
2002-02-01,0.425531915
2002-03-01,3.919491525
2002-04-01,1.834862385
2002-05-01,-0.800800801
2002-06-01,-1.109989909
2002-07-01,1.530612245
2002-08-01,3.417085427
2002-09-01,0.971817298
2002-10-01,2.791145332
2002-11-01,-1.5917603
2002-12-01,-6.374881066
2003-01-01,10.06097561
2003-02-01,4.339796861
2003-03-01,2.03539823
2003-04-01,-8.065915004
2003-05-01,-2.169811321
2003-06-01,1.928640309
2003-07-01,0.473036897
2003-08-01,4.237288136
2003-09-01,-0.090334237
2003-10-01,-4.430379747
2003-11-01,-1.229895932
2003-12-01,0.670498084
2004-01-01,1.902949572
2004-02-01,2.240896359
2004-03-01,1.00456621
2004-04-01,1.98915009
2004-05-01,6.826241135
2004-06-01,-0.912863071
2004-07-01,-1.591289782
2004-08-01,0.085106383
2004-09-01,-0.510204082
2004-10-01,2.136752137
2004-11-01,-2.008368201
2004-12-01,-2.988898377
2005-01-01,1.232394366
2005-02-01,2.173913043
2005-03-01,2.978723404
2005-04-01,3.223140496
2005-05-01,-1.92153723
2005-06-01,1.306122449
2005-07-01,3.384367446
2005-08-01,3.039750585
2005-09-01,7.488653555
2005-10-01,-4.57424349
2005-11-01,-6.04719764
2005-12-01,-1.726844584
2006-01-01,5.990415335
2006-02-01,-4.220045215
2006-03-01,2.281667978
2006-04-01,6.846153846
2006-05-01,0.647948164
2006-06-01,-1.001430615
2006-07-01,2.601156069
2006-08-01,-0.211267606
2006-09-01,-9.103740296
2006-10-01,-3.881987578
2006-11-01,0
2006-12-01,2.665589661
2007-01-01,-1.494885917
2007-02-01,1.517571885
2007-03-01,6.92368214
2007-04-01,2.354672553
2007-05-01,2.084831057
2007-06-01,-1.338028169
2007-07-01,-0.356887937
2007-08-01,-2.29226361
2007-09-01,0.146627566
2007-10-01,-1.537335286
2007-11-01,1.486988848
2007-12-01,1.245421245
2008-01-01,0.578871201
2008-02-01,0.287769784
2008-03-01,2.725968436
2008-04-01,4.888268156
2008-05-01,5.459387483
2008-06-01,4.356060606
2008-07-01,2.298850575
2008-08-01,-3.015966884
2008-09-01,-1.524390244
2008-10-01,-8.66873065
2008-11-01,-11.38983051
2008-12-01,-5.891354246
2009-01-01,0.650406504
2009-02-01,2.746365105
2009-03-01,-0.078616352
2009-04-01,-2.517702596
2009-05-01,4.439063761
2009-06-01,3.477588872
2009-07-01,-3.211351755
2009-08-01,2.314814815
2009-09-01,-0.980392157
2009-10-01,-1.904036558
2009-11-01,2.795031056
2009-12-01,-1.586102719
2010-01-01,2.76285495
2010-02-01,-1.194921583
2010-03-01,1.662887377
2010-04-01,1.115241636
2010-05-01,1.029411765
2010-06-01,-1.237263464
2010-07-01,3.021370671
2010-08-01,-0.429184549
2010-09-01,-0.359195402
2010-10-01,1.29776496
2010-11-01,0.569395018
2010-12-01,1.910828025
2011-01-01,1.388888889
2011-02-01,0.205479452
2011-03-01,3.691045796
2011-04-01,4.943968359
2011-05-01,0.628140704
2011-06-01,-1.997503121
2011-07-01,0.573248408
2011-08-01,0
2011-09-01,-1.203293224
2011-10-01,0.576923077
2011-11-01,-1.784576163
2011-12-01,-0.908500973
2012-01-01,1.833660773
2012-02-01,0.900321543
2012-03-01,1.657106437
2012-04-01,0.940438871
2012-05-01,-2.049689441
2012-06-01,-1.268230818
2012-07-01,0.192678227
2012-08-01,2.051282051
2012-09-01,0.879396985
2012-10-01,-0.684931507
2012-11-01,-3.573667712
2012-12-01,-1.235370611
2013-01-01,0.592495063
2013-02-01,4.777486911
2013-03-01,-0.124921924
2013-04-01,-1.188242652
2013-05-01,0.82278481
2013-06-01,1.757689893
2013-07-01,1.295496607
2013-08-01,-0.730816078
2013-09-01,0
2013-10-01,-3.680981595
2013-11-01,0.25477707
2013-12-01,0.952986023
2014-01-01,0.818124607
2014-02-01,1.498127341
2014-03-01,2.82902829
2014-04-01,2.392344498
2014-05-01,0.876168224
2014-06-01,0.173711639
2014-07-01,-0.63583815
2014-08-01,-2.094240838
2014-09-01,-0.534759358
2014-10-01,-2.270011947
2014-11-01,-4.339853301
2014-12-01,-4.984025559
2015-01-01,-6.186953598
2015-02-01,4.014336918
2015-03-01,3.239145417
2015-04-01,-1.134846462
2015-05-01,2.903443619
2015-06-01,3.346456693
2015-07-01,1.079365079
2015-08-01,-1.947236181
2015-09-01,-4.356181935
2015-10-01,-1.808439384
2015-11-01,-0.068212824
2015-12-01,-2.116040956
2016-01-01,-3.068340307
2016-02-01,-3.165467626
2016-03-01,2.600297177
2016-04-01,3.837798697
2016-05-01,2.440725244
2016-06-01,2.518720218
2016-07-01,-2.124833997
2016-08-01,-0.271370421
2016-09-01,0.204081633
2016-10-01,1.968771215
2016-11-01,-2.263648469
2016-12-01,1.566757493
2017-01-01,4.493628437
2017-02-01,-3.016688062
2017-03-01,-0.860357379
2017-04-01,4.939919893
2017-05-01,-3.435114504
2017-06-01,-2.042160738
2017-07-01,-0.605245461
2017-08-01,1.759133965
2017-09-01,2.72606383
2017-10-01,-1.812297735
2017-11-01,4.087013843
2017-12-01,-1.329955668
2018-01-01,2.374839538
2018-02-01,-0.250783699
2018-03-01,1.194217473
2018-04-01,3.788819876
2018-05-01,1.376421305
