DATE,RU2000GPR
1979-02-01,209.0100000000000000
1979-03-01,232.5700000000000000
1979-04-01,237.4700000000000000
1979-05-01,232.0200000000000000
1979-06-01,245.3400000000000000
1979-07-01,250.4200000000000000
1979-08-01,272.3700000000000000
1979-09-01,273.1000000000000000
1979-10-01,243.9700000000000000
1979-11-01,269.4300000000000000
1979-12-01,294.4800000000000000
1980-01-01,322.7400000000000000
1980-02-01,321.5500000000000000
1980-03-01,255.0600000000000000
1980-04-01,270.8900000000000000
1980-05-01,292.6400000000000000
1980-06-01,307.2200000000000000
1980-07-01,347.0400000000000000
1980-08-01,375.1200000000000000
1980-09-01,393.6300000000000000
1980-10-01,417.3400000000000000
1980-11-01,463.8000000000000000
1980-12-01,439.8500000000000000
1981-01-01,426.5300000000000000
1981-02-01,422.8700000000000000
1981-03-01,456.6800000000000000
1981-04-01,464.6400000000000000
1981-05-01,486.1300000000000000
1981-06-01,458.2800000000000000
1981-07-01,445.0200000000000000
1981-08-01,400.7300000000000000
1981-09-01,359.3200000000000000
1981-10-01,395.5300000000000000
1981-11-01,402.1700000000000000
1981-12-01,393.6200000000000000
1982-01-01,373.8900000000000000
1982-02-01,346.7200000000000000
1982-03-01,336.5000000000000000
1982-04-01,356.7500000000000000
1982-05-01,343.6000000000000000
1982-06-01,328.5000000000000000
1982-07-01,321.5000000000000000
1982-08-01,344.8000000000000000
1982-09-01,357.4900000000000000
1982-10-01,416.0300000000000000
1982-11-01,460.2300000000000000
1982-12-01,466.0900000000000000
1983-01-01,506.4800000000000000
1983-02-01,543.0900000000000000
1983-03-01,545.8500000000000000
1983-04-01,585.6500000000000000
1983-05-01,632.3600000000000000
1983-06-01,668.1700000000000000
1983-07-01,630.8900000000000000
1983-08-01,597.5200000000000000
1983-09-01,600.6500000000000000
1983-10-01,544.0800000000000000
1983-11-01,572.8800000000000000
1983-12-01,553.9700000000000000
1984-01-01,528.7800000000000000
1984-02-01,492.7100000000000000
1984-03-01,489.6700000000000000
1984-04-01,486.0800000000000000
1984-05-01,457.2300000000000000
1984-06-01,473.0600000000000000
1984-07-01,443.6300000000000000
1984-08-01,502.2300000000000000
1984-09-01,488.1500000000000000
1984-10-01,473.8600000000000000
1984-11-01,452.8000000000000000
1984-12-01,459.7100000000000000
1985-01-01,525.3000000000000000
1985-02-01,541.3000000000000000
1985-03-01,527.1000000000000000
1985-04-01,516.4900000000000000
1985-05-01,537.6600000000000000
1985-06-01,542.2900000000000000
1985-07-01,558.4100000000000000
1985-08-01,549.1200000000000000
1985-09-01,508.9200000000000000
1985-10-01,529.9700000000000000
1985-11-01,568.0400000000000000
1985-12-01,594.3100000000000000
1986-01-01,607.4500000000000000
1986-02-01,651.7300000000000000
1986-03-01,680.7200000000000000
1986-04-01,696.9800000000000000
1986-05-01,722.1000000000000000
1986-06-01,723.8400000000000000
1986-07-01,645.6400000000000000
1986-08-01,658.9600000000000000
1986-09-01,604.8400000000000000
1986-10-01,635.1900000000000000
1986-11-01,631.7900000000000000
1986-12-01,609.9600000000000000
1987-01-01,688.0700000000000000
1987-02-01,754.1500000000000000
1987-03-01,774.3000000000000000
1987-04-01,749.9800000000000000
1987-05-01,743.4800000000000000
1987-06-01,761.1800000000000000
1987-07-01,779.0800000000000000
1987-08-01,800.4300000000000000
1987-09-01,783.9500000000000000
1987-10-01,525.4200000000000000
1987-11-01,490.2400000000000000
1987-12-01,540.5300000000000000
1988-01-01,549.8100000000000000
1988-02-01,600.2000000000000000
1988-03-01,631.7600000000000000
1988-04-01,646.6200000000000000
1988-05-01,624.7000000000000000
1988-06-01,670.0400000000000000
1988-07-01,657.1900000000000000
1988-08-01,632.4500000000000000
1988-09-01,649.8300000000000000
1988-10-01,638.6200000000000000
1988-11-01,613.0700000000000000
1988-12-01,642.0900000000000000
1989-01-01,669.0400000000000000
1989-02-01,669.9400000000000000
1989-03-01,687.9400000000000000
1989-04-01,721.8000000000000000
1989-05-01,755.5800000000000000
1989-06-01,730.5600000000000000
1989-07-01,764.3700000000000000
1989-08-01,785.6200000000000000
1989-09-01,794.0000000000000000
1989-10-01,750.0200000000000000
1989-11-01,756.0100000000000000
1989-12-01,763.8100000000000000
1990-01-01,684.4900000000000000
1990-02-01,709.7200000000000000
1990-03-01,741.5500000000000000
1990-04-01,719.0600000000000000
1990-05-01,782.4800000000000000
1990-06-01,786.4000000000000000
1990-07-01,750.2000000000000000
1990-08-01,640.8700000000000000
1990-09-01,579.6600000000000000
1990-10-01,546.6600000000000000
1990-11-01,596.1100000000000000
1990-12-01,622.8300000000000000
1991-01-01,680.7400000000000000
1991-02-01,758.2200000000000000
1991-03-01,810.7500000000000000
1991-04-01,800.7600000000000000
1991-05-01,838.7000000000000000
1991-06-01,781.0300000000000000
1991-07-01,815.4300000000000000
1991-08-01,850.5500000000000000
1991-09-01,862.7600000000000000
1991-10-01,899.0000000000000000
1991-11-01,851.3000000000000000
1991-12-01,931.8500000000000000
1992-01-01,1004.5400000000000000
1992-02-01,1014.4500000000000000
1992-03-01,955.4000000000000000
1992-04-01,899.4400000000000000
1992-05-01,896.5900000000000000
1992-06-01,838.6900000000000000
1992-07-01,864.5600000000000000
1992-08-01,830.6000000000000000
1992-09-01,853.0300000000000000
1992-10-01,887.5600000000000000
1992-11-01,969.6400000000000000
1992-12-01,995.4200000000000000
1993-01-01,1007.3600000000000000
1993-02-01,951.9700000000000000
1993-03-01,975.6200000000000000
1993-04-01,944.2000000000000000
1993-05-01,1000.0000000000000000
1993-06-01,988.0745454545454545
1993-07-01,1006.2647619047619048
1993-08-01,1037.0481818181818182
1993-09-01,1063.2166666666666667
1993-10-01,1108.9161904761904762
1993-11-01,1101.2285714285714286
1993-12-01,1090.1559090909090909
1994-01-01,1126.9633333333333333
1994-02-01,1139.5568421052631579
1994-03-01,1143.3056521739130435
1994-04-01,1065.2270000000000000
1994-05-01,1051.8647619047619048
1994-06-01,1036.5677272727272727
1994-07-01,1014.8245000000000000
1994-08-01,1046.7421739130434783
1994-09-01,1090.5580952380952381
1994-10-01,1087.4057142857142857
1994-11-01,1080.5314285714285714
1994-12-01,1044.6319047619047619
1995-01-01,1075.5166666666666667
1995-02-01,1100.8600000000000000
1995-03-01,1124.7547826086956522
1995-04-01,1143.8547368421052632
1995-05-01,1172.1363636363636364
1995-06-01,1223.7454545454545455
1995-07-01,1303.1850000000000000
1995-08-01,1354.9526086956521739
1995-09-01,1404.1550000000000000
1995-10-01,1333.8331818181818182
1995-11-01,1353.3071428571428571
1995-12-01,1387.4830000000000000
1996-01-01,1362.5195454545454545
1996-02-01,1438.0650000000000000
1996-03-01,1469.5961904761904762
1996-04-01,1535.7585714285714286
1996-05-01,1650.5163636363636364
1996-06-01,1621.6420000000000000
1996-07-01,1433.4327272727272727
1996-08-01,1453.5154545454545455
1996-09-01,1515.3575000000000000
1996-10-01,1538.1934782608695652
1996-11-01,1506.4465000000000000
1996-12-01,1543.2385714285714286
1997-01-01,1587.1713636363636364
1997-02-01,1559.7468421052631579
1997-03-01,1474.5420000000000000
1997-04-01,1377.8022727272727273
1997-05-01,1509.9919047619047619
1997-06-01,1614.5238095238095238
1997-07-01,1677.4695454545454545
1997-08-01,1735.0300000000000000
1997-09-01,1861.5514285714285714
1997-10-01,1902.1160869565217391
1997-11-01,1789.5668421052631579
1997-12-01,1723.0734782608695652
1998-01-01,1711.8240000000000000
1998-02-01,1837.0715789473684211
1998-03-01,1916.3472727272727273
1998-04-01,1968.6852380952380952
1998-05-01,1909.8620000000000000
1998-06-01,1794.6404545454545455
1998-07-01,1821.7004545454545455
1998-08-01,1578.2552380952380952
1998-09-01,1415.0342857142857143
1998-10-01,1356.4900000000000000
1998-11-01,1596.9965000000000000
1998-12-01,1653.6418181818181818
1999-01-01,1816.3605000000000000
1999-02-01,1732.3465000000000000
1999-03-01,1717.5800000000000000
1999-04-01,1831.9452380952380952
1999-05-01,1913.7842857142857143
1999-06-01,1913.7868181818181818
1999-07-01,1977.4695454545454545
1999-08-01,1866.6336363636363636
1999-09-01,1895.0766666666666667
1999-10-01,1886.8581818181818182
1999-11-01,2098.8357142857142857
1999-12-01,2314.4859090909090909
2000-01-01,2533.1500000000000000
2000-02-01,2826.7340000000000000
2000-03-01,3050.9778260869565217
2000-04-01,2444.2030000000000000
2000-05-01,2340.5422727272727273
2000-06-01,2528.8704545454545455
2000-07-01,2536.6230000000000000
2000-08-01,2403.4130434782608696
2000-09-01,2486.1838095238095238
2000-10-01,2212.6172727272727273
2000-11-01,2115.0695238095238095
2000-12-01,1923.7805000000000000
2001-01-01,1984.2561904761904762
2001-02-01,1973.9857894736842105
2001-03-01,1705.5809090909090909
2001-04-01,1695.6910000000000000
2001-05-01,1909.3227272727272727
2001-06-01,1900.1038095238095238
2001-07-01,1797.8795238095238095
2001-08-01,1720.0917391304347826
2001-09-01,1471.8736842105263158
2001-10-01,1501.2443478260869565
2001-11-01,1617.0128571428571429
2001-12-01,1731.8165000000000000
2002-01-01,1731.1833333333333333
2002-02-01,1613.6542105263157895
2002-03-01,1702.1885000000000000
2002-04-01,1704.6868181818181818
2002-05-01,1644.7472727272727273
2002-06-01,1483.7855000000000000
2002-07-01,1274.6131818181818182
2002-08-01,1231.0550000000000000
2002-09-01,1186.3925000000000000
2002-10-01,1136.9678260869565217
2002-11-01,1253.3250000000000000
2002-12-01,1253.4714285714285714
2003-01-01,1237.6671428571428571
2003-02-01,1156.5763157894736842
