DATE,RU2000GPR
2003-03-01,1161.0395238095238095
2003-04-01,1227.4780952380952381
2003-05-01,1344.8423809523809524
2003-06-01,1455.7247619047619048
2003-07-01,1532.3890909090909091
2003-08-01,1561.3138095238095238
2003-09-01,1687.0795238095238095
2003-10-01,1713.0473913043478261
2003-11-01,1760.4863157894736842
2003-12-01,1775.7054545454545455
2004-01-01,1913.3855000000000000
2004-02-01,1896.1157894736842105
2004-03-01,1869.3586956521739130
2004-04-01,1909.6685714285714286
2004-05-01,1795.9235000000000000
2004-06-01,1852.0933333333333333
2004-07-01,1758.1190476190476190
2004-08-01,1663.3613636363636364
2004-09-01,1764.5528571428571429
2004-10-01,1805.3757142857142857
2004-11-01,1931.7661904761904762
2004-12-01,2022.8104545454545455
2005-01-01,1937.7295000000000000
2005-02-01,1983.5226315789473684
2005-03-01,1948.6568181818181818
2005-04-01,1855.8033333333333333
2005-05-01,1862.4990476190476190
2005-06-01,1956.7968181818181818
2005-07-01,2066.0640000000000000
2005-08-01,2064.6100000000000000
2005-09-01,2085.9795238095238095
2005-10-01,1999.4971428571428571
2005-11-01,2093.7504761904761905
2005-12-01,2159.8247619047619048
2006-01-01,2255.2670000000000000
2006-02-01,2309.2115789473684211
2006-03-01,2355.2182608695652174
2006-04-01,2422.1052631578947368
2006-05-01,2337.6527272727272727
2006-06-01,2170.6431818181818182
2006-07-01,2140.5935000000000000
2006-08-01,2129.7721739130434783
2006-09-01,2202.3395000000000000
2006-10-01,2310.6050000000000000
2006-11-01,2380.4204761904761905
2006-12-01,2415.9620000000000000
2007-01-01,2404.3190000000000000
2007-02-01,2493.9657894736842105
2007-03-01,2419.2913636363636364
2007-04-01,2529.0130000000000000
2007-05-01,2568.8631818181818182
2007-06-01,2615.7490476190476190
2007-07-01,2637.2723809523809524
2007-08-01,2506.7613043478260870
2007-09-01,2567.7342105263157895
2007-10-01,2707.6278260869565217
2007-11-01,2546.9223809523809524
2007-12-01,2560.5240000000000000
2008-01-01,2338.6876190476190476
2008-02-01,2301.5045000000000000
2008-03-01,2192.7550000000000000
2008-04-01,2306.6668181818181818
2008-05-01,2403.6752380952380952
2008-06-01,2413.7871428571428571
2008-07-01,2306.4636363636363636
2008-08-01,2417.9176190476190476
2008-09-01,2279.4714285714285714
2008-10-01,1692.5695652173913043
2008-11-01,1476.3773684210526316
2008-12-01,1468.5195454545454545
2009-01-01,1496.2980000000000000
2009-02-01,1426.0921052631578947
2009-03-01,1313.1050000000000000
2009-04-01,1527.9700000000000000
2009-05-01,1631.2110000000000000
2009-06-01,1738.4972727272727273
2009-07-01,1754.9831818181818182
2009-08-01,1879.9433333333333333
2009-09-01,1973.5985714285714286
2009-10-01,1990.6050000000000000
2009-11-01,1947.9370000000000000
2009-12-01,2031.3640909090909091
2010-01-01,2098.3110526315789474
2010-02-01,2032.9615789473684211
2010-03-01,2221.7743478260869565
2010-04-01,2338.9847619047619048
2010-05-01,2220.7765000000000000
2010-06-01,2133.8209090909090909
2010-07-01,2096.6223809523809524
2010-08-01,2079.9427272727272727
2010-09-01,2191.1714285714285714
2010-10-01,2353.6390476190476190
2010-11-01,2457.7895238095238095
2010-12-01,2652.5904545454545455
2011-01-01,2696.4250000000000000
2011-02-01,2788.6463157894736842
2011-03-01,2792.5573913043478261
2011-04-01,2928.6925000000000000
2011-05-01,2908.7833333333333333
2011-06-01,2781.4490909090909091
2011-07-01,2912.7610000000000000
2011-08-01,2453.3486956521739130
2011-09-01,2393.6133333333333333
2011-10-01,2450.5138095238095238
2011-11-01,2534.2609523809523810
2011-12-01,2568.2095238095238095
2012-01-01,2699.5570000000000000
2012-02-01,2890.8625000000000000
2012-03-01,2895.2418181818181818
2012-04-01,2839.3355000000000000
2012-05-01,2729.1968181818181818
2012-06-01,2678.6580952380952381
2012-07-01,2783.4085714285714286
2012-08-01,2808.8534782608695652
2012-09-01,2952.5589473684210526
2012-10-01,2879.1126086956521739
2012-11-01,2788.5423809523809524
2012-12-01,2883.6665000000000000
2013-01-01,3081.6757142857142857
2013-02-01,3161.9126315789473684
2013-03-01,3277.4985000000000000
2013-04-01,3230.2209090909090909
2013-05-01,3413.2440909090909091
2013-06-01,3439.2860000000000000
2013-07-01,3632.0931818181818182
2013-08-01,3692.2954545454545455
2013-09-01,3803.5525000000000000
2013-10-01,3923.5847826086956522
2013-11-01,3980.1085000000000000
2013-12-01,4061.0328571428571429
2014-01-01,4177.2785714285714286
2014-02-01,4158.9563157894736842
2014-03-01,4286.5833333333333333
2014-04-01,4043.7900000000000000
2014-05-01,3941.7557142857142857
2014-06-01,4154.6166666666666667
2014-07-01,4132.5445454545454545
2014-08-01,4110.2057142857142857
2014-09-01,4132.6214285714285714
2014-10-01,3960.3778260869565217
2014-11-01,4242.7257894736842105
2014-12-01,4299.7818181818181818
2015-01-01,4318.6240000000000000
2015-02-01,4489.0447368421052632
2015-03-01,4627.6018181818181818
2015-04-01,4705.9876190476190476
2015-05-01,4647.1205000000000000
2015-06-01,4786.1540909090909091
2015-07-01,4765.9586363636363636
2015-08-01,4548.9880952380952381
2015-09-01,4352.6533333333333333
2015-10-01,4297.9718181818181818
2015-11-01,4440.5085000000000000
2015-12-01,4351.6109090909090909
2016-01-01,3865.8963157894736842
2016-02-01,3678.3855000000000000
2016-03-01,3959.8218181818181818
2016-04-01,4141.6619047619047619
2016-05-01,4076.2809523809523810
2016-06-01,4222.7550000000000000
2016-07-01,4374.9495000000000000
2016-08-01,4514.2595652173913043
2016-09-01,4555.6923809523809524
2016-10-01,4448.9004761904761905
2016-11-01,4548.9133333333333333
2016-12-01,4773.0742857142857143
2017-01-01,4805.0795000000000000
2017-02-01,4914.4863157894736842
2017-03-01,4931.9330434782608696
2017-04-01,4958.3884210526315789
2017-05-01,5047.4722727272727273
2017-06-01,5172.4872727272727273
2017-07-01,5258.2920000000000000
2017-08-01,5120.5873913043478261
2017-09-01,5324.6140000000000000
2017-10-01,5565.8731818181818182
2017-11-01,5584.0585714285714286
2017-12-01,5707.7560000000000000
2018-01-01,5948.5680952380952381
2018-02-01,5785.5694736842105263
2018-03-01,5990.1319047619047619
2018-04-01,5922.5942857142857143
2018-05-01,6128.8186363636363636
2018-06-01,6414.9833333333333333
