DATE,RU2000TR
1979-01-01,107.2250000000000000
1979-02-01,108.2452631578947368
1979-03-01,112.3309090909090909
1979-04-01,118.7135000000000000
1979-05-01,117.4859090909090909
1979-06-01,122.5009523809523810
1979-07-01,125.5671428571428571
1979-08-01,134.2626086956521739
1979-09-01,137.2805263157894737
1979-10-01,128.6260869565217391
1979-11-01,127.0671428571428571
1979-12-01,139.1970000000000000
1980-01-01,148.9490909090909091
1980-02-01,155.4655000000000000
1980-03-01,135.0576190476190476
1980-04-01,128.1638095238095238
1980-05-01,138.2976190476190476
1980-06-01,148.2619047619047619
1980-07-01,160.0445454545454545
1980-08-01,173.7647619047619048
1980-09-01,187.5080952380952381
1980-10-01,193.0160869565217391
1980-11-01,198.7144444444444444
1980-12-01,194.8550000000000000
1981-01-01,197.4319047619047619
1981-02-01,195.3542105263157895
1981-03-01,206.4527272727272727
1981-04-01,219.6438095238095238
1981-05-01,220.0225000000000000
1981-06-01,226.1868181818181818
1981-07-01,215.8450000000000000
1981-08-01,212.4304761904761905
1981-09-01,190.0180952380952381
1981-10-01,195.0240909090909091
1981-11-01,202.6570000000000000
1981-12-01,202.4895454545454545
1982-01-01,194.4950000000000000
1982-02-01,188.7705263157894737
1982-03-01,179.8234782608695652
1982-04-01,190.4057142857142857
1982-05-01,193.6655000000000000
1982-06-01,181.5381818181818182
1982-07-01,180.5185714285714286
1982-08-01,178.7831818181818182
1982-09-01,199.0680952380952381
1982-10-01,218.5638095238095238
1982-11-01,243.7685714285714286
1982-12-01,251.0768181818181818
1983-01-01,265.8871428571428571
1983-02-01,281.9084210526315789
1983-03-01,294.9278260869565217
1983-04-01,305.1585000000000000
1983-05-01,332.0523809523809524
1983-06-01,354.0072727272727273
1983-07-01,356.4250000000000000
1983-08-01,336.8721739130434783
1983-09-01,341.7890476190476190
1983-10-01,330.4052380952380952
1983-11-01,322.4523809523809524
1983-12-01,326.3866666666666667
1984-01-01,333.8676190476190476
1984-02-01,303.8715000000000000
1984-03-01,303.7195454545454545
1984-04-01,299.1005000000000000
1984-05-01,301.0686363636363636
1984-06-01,293.4523809523809524
1984-07-01,286.4757142857142857
1984-08-01,307.2260869565217391
1984-09-01,312.9889473684210526
1984-10-01,307.4573913043478261
1984-11-01,304.3695238095238095
1984-12-01,296.8525000000000000
1985-01-01,320.7840909090909091
1985-02-01,352.1315789473684211
1985-03-01,346.7138095238095238
1985-04-01,343.6771428571428571
1985-05-01,347.4550000000000000
1985-06-01,351.6365000000000000
1985-07-01,365.6577272727272727
1985-08-01,361.9568181818181818
1985-09-01,350.1094736842105263
1985-10-01,347.2556521739130435
1985-11-01,368.9680000000000000
1985-12-01,388.8533333333333333
1986-01-01,398.2018181818181818
1986-02-01,417.0684210526315789
1986-03-01,443.7150000000000000
1986-04-01,457.8386363636363636
1986-05-01,464.6171428571428571
1986-06-01,472.4038095238095238
1986-07-01,448.7427272727272727
1986-08-01,436.3580952380952381
1986-09-01,422.4604761904761905
1986-10-01,422.6178260869565217
1986-11-01,431.5031578947368421
1986-12-01,425.6290909090909091
1987-01-01,459.9242857142857143
1987-02-01,494.4510526315789474
1987-03-01,518.5227272727272727
1987-04-01,511.1704761904761905
1987-05-01,504.1045000000000000
1987-06-01,512.9686363636363636
1987-07-01,524.6390909090909091
1987-08-01,542.9471428571428571
1987-09-01,533.9047619047619048
1987-10-01,455.5354545454545455
1987-11-01,368.6610000000000000
1987-12-01,362.8290909090909091
1988-01-01,394.1640000000000000
1988-02-01,412.5495000000000000
1988-03-01,449.6426086956521739
1988-04-01,457.8750000000000000
1988-05-01,455.5104761904761905
1988-06-01,471.1113636363636364
1988-07-01,483.1795000000000000
1988-08-01,471.2947826086956522
1988-09-01,473.5438095238095238
1988-10-01,477.8366666666666667
1988-11-01,462.0604761904761905
1988-12-01,466.6861904761904762
1989-01-01,488.1938095238095238
1989-02-01,505.1510526315789474
1989-03-01,510.7254545454545455
1989-04-01,526.0555000000000000
1989-05-01,546.9809090909090909
1989-06-01,560.5109090909090909
1989-07-01,561.1025000000000000
1989-08-01,574.5352173913043478
1989-09-01,581.0115000000000000
1989-10-01,570.8545454545454545
1989-11-01,549.8680952380952381
1989-12-01,549.5665000000000000
1990-01-01,539.5586363636363636
1990-02-01,521.4705263157894737
1990-03-01,538.4572727272727273
1990-04-01,534.3785000000000000
1990-05-01,545.6704545454545455
1990-06-01,563.6557142857142857
1990-07-01,555.3071428571428571
1990-08-01,488.5752173913043478
1990-09-01,454.7321052631578947
1990-10-01,412.5682608695652174
1990-11-01,415.6876190476190476
1990-12-01,440.5740000000000000
1991-01-01,445.6527272727272727
1991-02-01,523.3805263157894737
1991-03-01,564.0280000000000000
1991-04-01,591.8368181818181818
1991-05-01,589.0854545454545455
1991-06-01,591.7200000000000000
1991-07-01,580.9036363636363636
1991-08-01,597.0981818181818182
1991-09-01,609.0560000000000000
1991-10-01,618.2621739130434783
1991-11-01,623.9615000000000000
1991-12-01,614.2019047619047619
1992-01-01,692.7818181818181818
1992-02-01,722.9200000000000000
1992-03-01,714.3463636363636364
1992-04-01,678.7795454545454545
1992-05-01,684.0740000000000000
1992-06-01,666.6936363636363636
1992-07-01,658.8427272727272727
1992-08-01,665.9495238095238095
1992-09-01,669.2709523809523810
1992-10-01,671.6881818181818182
1992-11-01,721.2295000000000000
1992-12-01,754.6350000000000000
1993-01-01,785.9240000000000000
1993-02-01,790.5578947368421053
1993-03-01,799.6817391304347826
1993-04-01,786.3642857142857143
1993-05-01,806.6355000000000000
1993-06-01,814.0072727272727273
1993-07-01,831.2619047619047619
1993-08-01,853.2613636363636364
1993-09-01,875.0504761904761905
1993-10-01,907.3780952380952381
1993-11-01,900.6233333333333333
1993-12-01,898.7368181818181818
1994-01-01,929.4738095238095238
1994-02-01,940.7236842105263158
1994-03-01,943.7617391304347826
1994-04-01,892.3970000000000000
1994-05-01,888.2095238095238095
1994-06-01,884.0513636363636364
1994-07-01,870.1320000000000000
1994-08-01,892.7243478260869565
1994-09-01,919.1666666666666667
1994-10-01,908.7185714285714286
1994-11-01,894.0733333333333333
1994-12-01,870.5266666666666667
1995-01-01,898.0676190476190476
1995-02-01,917.4042105263157895
1995-03-01,931.4591304347826087
1995-04-01,952.0257894736842105
1995-05-01,978.0790909090909091
1995-06-01,1014.1772727272727273
1995-07-01,1065.1490000000000000
1995-08-01,1100.1304347826086957
1995-09-01,1140.1365000000000000
1995-10-01,1097.8477272727272727
1995-11-01,1108.3914285714285714
1995-12-01,1141.1100000000000000
1996-01-01,1133.4190909090909091
1996-02-01,1181.7830000000000000
1996-03-01,1201.3571428571428571
1996-04-01,1243.7471428571428571
1996-05-01,1312.4400000000000000
1996-06-01,1302.3985000000000000
1996-07-01,1196.5695454545454545
1996-08-01,1216.0581818181818182
1996-09-01,1258.5555000000000000
1996-10-01,1281.0843478260869565
1996-11-01,1287.6045000000000000
1996-12-01,1327.9233333333333333
1997-01-01,1366.2309090909090909
1997-02-01,1366.5968421052631579
1997-03-01,1335.5130000000000000
1997-04-01,1273.8590909090909091
1997-05-01,1372.8214285714285714
1997-06-01,1462.8085714285714286
1997-07-01,1518.4218181818181818
1997-08-01,1564.4633333333333333
1997-09-01,1664.0628571428571429
1997-10-01,1705.3452173913043478
1997-11-01,1635.9542105263157895
1997-12-01,1619.2321739130434783
1998-01-01,1611.8720000000000000
1998-02-01,1706.2189473684210526
1998-03-01,1777.9200000000000000
1998-04-01,1826.3757142857142857
1998-05-01,1785.0570000000000000
1998-06-01,1698.5618181818181818
1998-07-01,1708.8600000000000000
1998-08-01,1502.8414285714285714
1998-09-01,1366.5628571428571429
1998-10-01,1323.6022727272727273
1998-11-01,1503.7805000000000000
1998-12-01,1527.9222727272727273
1999-01-01,1626.9220000000000000
1999-02-01,1540.3345000000000000
1999-03-01,1516.1378260869565217
1999-04-01,1601.8952380952380952
1999-05-01,1690.1819047619047619
1999-06-01,1703.3036363636363636
1999-07-01,1745.2404545454545455
1999-08-01,1665.3718181818181818
1999-09-01,1660.0190476190476190
1999-10-01,1626.3500000000000000
1999-11-01,1739.3290476190476190
1999-12-01,1829.9522727272727273
2000-01-01,1953.0800000000000000
2000-02-01,2095.1960000000000000
2000-03-01,2227.2895652173913043
2000-04-01,1930.0285000000000000
2000-05-01,1892.0513636363636364
2000-06-01,2002.1140909090909091
2000-07-01,2038.5390000000000000
2000-08-01,2004.0304347826086957
2000-09-01,2053.8885714285714286
2000-10-01,1896.7709090909090909
2000-11-01,1882.7219047619047619
2000-12-01,1827.1630000000000000
2001-01-01,1912.3871428571428571
2001-02-01,1943.7831578947368421
2001-03-01,1795.5940909090909091
2001-04-01,1794.4270000000000000
2001-05-01,1959.5700000000000000
2001-06-01,1975.5995238095238095
2001-07-01,1915.6552380952380952
2001-08-01,1888.1021739130434783
2001-09-01,1667.6478947368421053
2001-10-01,1674.9060869565217391
2001-11-01,1781.1119047619047619
2001-12-01,1903.6700000000000000
2002-01-01,1926.7280952380952381
2002-02-01,1863.4789473684210526
2002-03-01,1983.6565000000000000
2002-04-01,2025.4686363636363636
2002-05-01,2000.5581818181818182
2002-06-01,1853.8965000000000000
2002-07-01,1627.4245454545454545
2002-08-01,1568.0663636363636364
2002-09-01,1513.4075000000000000
2002-10-01,1436.6608695652173913
2002-11-01,1562.3570000000000000
2002-12-01,1574.2176190476190476
2003-01-01,1556.2442857142857143
2003-02-01,1458.7621052631578947
2003-03-01,1460.3261904761904762
2003-04-01,1545.6185714285714286
2003-05-01,1687.4142857142857143
2003-06-01,1824.8195238095238095
2003-07-01,1900.2518181818181818
2003-08-01,1931.8752380952380952
2003-09-01,2066.3228571428571429
2003-10-01,2116.3721739130434783
2003-11-01,2182.3463157894736842
2003-12-01,2231.5140909090909091
2004-01-01,2384.5850000000000000
2004-02-01,2380.3884210526315789
2004-03-01,2368.6582608695652174
2004-04-01,2407.2419047619047619
2004-05-01,2267.5905000000000000
2004-06-01,2354.1704761904761905
2004-07-01,2288.6857142857142857
2004-08-01,2206.1386363636363636
2004-09-01,2329.8823809523809524
2004-10-01,2377.6995238095238095
2004-11-01,2532.1300000000000000
2004-12-01,2650.7745454545454545
