DATE,TRESEGCAM194N
1992-08-01,10196801000
1992-09-01,8300098700
1992-10-01,8983231000
1992-11-01,7108882400
1992-12-01,8313687100
1993-01-01,8120276900
1993-02-01,8040377000
1993-03-01,9092003400
1993-04-01,8304106900
1993-05-01,8745199100
1993-06-01,8310168200
1993-07-01,8429692700
1993-08-01,7440207600
1993-09-01,7564449000
1993-10-01,9019686200
1993-11-01,8499786000
1993-12-01,9086671900
1994-01-01,9263253600
1994-02-01,8891369400
1994-03-01,7750068000
1994-04-01,7467429300
1994-05-01,7726489800
1994-06-01,8042991500
1994-07-01,10110976200
1994-08-01,10113689800
1994-09-01,10623350800
1994-10-01,9955113600
1994-11-01,9121222700
1994-12-01,8415665100
1995-01-01,8937945500
1995-02-01,9586715400
1995-03-01,9352516100
1995-04-01,9374326300
1995-05-01,9525677300
1995-06-01,9435977500
1995-07-01,10643122500
1995-08-01,11168483600
1995-09-01,10623154600
1995-10-01,10393088100
1995-11-01,10011981300
1995-12-01,10123882000
1996-01-01,10201992500
1996-02-01,9920389800
1996-03-01,11522300800
1996-04-01,11861532500
1996-05-01,12642942800
1996-06-01,12866268100
1996-07-01,12643887100
1996-08-01,13338949400
1996-09-01,13433766800
1996-10-01,13740995500
1996-11-01,13812477400
1996-12-01,14202407300
1997-01-01,14869201500
1997-02-01,15086645200
1997-03-01,15494324600
1997-04-01,14432591300
1997-05-01,14998143200
1997-06-01,15206946800
1997-07-01,14283716400
1997-08-01,16367682700
1997-09-01,16359680000
1997-10-01,15768483900
1997-11-01,13675253200
1997-12-01,13209293600
1998-01-01,15381646700
1998-02-01,15674394000
1998-03-01,16676529700
1998-04-01,16069956200
1998-05-01,15291430200
1998-06-01,14892344800
1998-07-01,16836763700
1998-08-01,13286798000
1998-09-01,14161534700
1998-10-01,14195993900
1998-11-01,16825422500
1998-12-01,16553326500
1999-01-01,16782718300
1999-02-01,16283547200
1999-03-01,18298988300
1999-04-01,18807138600
1999-05-01,18696966300
1999-06-01,18889491700
1999-07-01,18378908600
1999-08-01,18408606400
1999-09-01,18517423300
1999-10-01,18996497600
1999-11-01,20714487400
1999-12-01,20492607700
2000-01-01,21068342800
2000-02-01,21974535800
2000-03-01,22790011000
2000-04-01,22776083800
2000-05-01,22059708800
2000-06-01,22285133800
2000-07-01,22748819800
2000-08-01,23184229800
2000-09-01,23383677000
2000-10-01,23610006900
2000-11-01,23914811600
2000-12-01,24638863600
2001-01-01,24843187900
2001-02-01,25055521300
2001-03-01,26347036200
2001-04-01,25993845300
2001-05-01,26271823600
2001-06-01,26252230000
2001-07-01,26610603200
2001-08-01,26951589500
2001-09-01,26287522600
2001-10-01,27110109000
2001-11-01,27076744800
2001-12-01,27024083500
2002-01-01,26850013800
2002-02-01,27259173800
2002-03-01,27061297300
2002-04-01,27364991500
2002-05-01,27424691500
2002-06-01,27747619400
2002-07-01,27334279700
2002-08-01,27762688800
2002-09-01,27493477000
2002-10-01,28026863000
2002-11-01,27404187400
2002-12-01,27203650900
2003-01-01,27180316800
2003-02-01,26059340700
2003-03-01,26027690200
2003-04-01,26100395000
2003-05-01,26246397100
2003-06-01,26120955100
2003-07-01,25614872800
2003-08-01,25575896900
2003-09-01,25820191300
2003-10-01,24995836000
2003-11-01,24885948700
2003-12-01,24376029600
2004-01-01,24521197400
2004-02-01,24281782000
2004-03-01,24562732200
2004-04-01,24151956700
2004-05-01,24464082700
2004-06-01,24125754500
2004-07-01,24115593900
2004-08-01,24538145100
2004-09-01,24653162200
2004-10-01,24295778700
2004-11-01,22157688000
2004-12-01,22168956100
2005-01-01,22662302700
2005-02-01,23181949400
2005-03-01,23960019700
2005-04-01,23441973200
2005-05-01,23722576400
2005-06-01,23943157300
2005-07-01,22924115900
2005-08-01,23462784500
2005-09-01,23144612800
2005-10-01,23629435200
2005-11-01,23975842800
2005-12-01,23062279900
2006-01-01,22759724400
2006-02-01,22733609700
2006-03-01,24962019500
2006-04-01,24231428500
2006-05-01,23834366200
2006-06-01,24230242800
2006-07-01,24478004600
2006-08-01,24040790800
2006-09-01,24351987000
2006-10-01,24037570900
2006-11-01,24147441600
2006-12-01,23261072000
2007-01-01,24048999500
2007-02-01,24082692400
2007-03-01,25977323900
2007-04-01,26315126200
2007-05-01,26456038800
2007-06-01,25958138600
2007-07-01,26272946800
2007-08-01,26247818100
2007-09-01,26274685500
2007-10-01,25899871900
2007-11-01,25636990900
2007-12-01,25939663600
2008-01-01,26427888000
2008-02-01,27013868800
2008-03-01,26117582900
2008-04-01,26794010700
2008-05-01,26834519000
2008-06-01,26783533700
2008-07-01,26256839400
2008-08-01,27073927500
2008-09-01,27538353900
2008-10-01,27764730900
2008-11-01,27867926600
2008-12-01,28422106300
2009-01-01,28321211200
2009-02-01,29364818500
2009-03-01,29044211800
2009-04-01,28393530600
2009-05-01,28915769700
2009-06-01,28707005900
2009-07-01,29170737700
2009-08-01,34141259500
2009-09-01,36640896200
2009-10-01,35299612100
2009-11-01,34960165800
2009-12-01,34597266300
2010-01-01,36584708400
2010-02-01,37336526100
2010-03-01,37242880500
2010-04-01,37531190400
2010-05-01,37912485600
2010-06-01,37363556600
2010-07-01,37657768900
2010-08-01,38298612100
2010-09-01,38173060300
2010-10-01,37410130300
2010-11-01,36978203900
2010-12-01,37010916000
2011-01-01,37492788100
2011-02-01,38255623600
2011-03-01,38122107800
2011-04-01,38773991300
2011-05-01,39877647300
2011-06-01,38941620700
2011-07-01,39437039500
2011-08-01,39951125600
2011-09-01,40689471300
2011-10-01,41137603100
2011-11-01,42247696800
2011-12-01,42762603100
2012-01-01,42670720400
2012-02-01,44730987000
2012-03-01,44650127700
2012-04-01,44734715800
2012-05-01,45375505600
2012-06-01,43519747100
2012-07-01,43852502200
2012-08-01,44022169400
2012-09-01,44058540400
2012-10-01,44052462300
2012-11-01,44327543700
2012-12-01,44481800200
2013-01-01,44579336900
2013-02-01,45676278600
2013-03-01,46726484300
2013-04-01,47366191900
2013-05-01,47074050900
2013-06-01,45722957600
2013-07-01,45973214500
2013-08-01,46057358600
2013-09-01,46452611700
2013-10-01,46267165900
2013-11-01,46844296900
2013-12-01,46637312100
2014-01-01,47359170400
2014-02-01,49787503300
2014-03-01,49381065900
2014-04-01,49798204700
2014-05-01,50473018700
2014-06-01,48999670700
2014-07-01,49201832100
2014-08-01,49717249500
2014-09-01,49623364500
2014-10-01,49921611400
2014-11-01,50537052100
2014-12-01,51479646700
2015-01-01,52997444800
2015-02-01,53043303900
2015-03-01,56228241400
2015-04-01,55267512500
2015-05-01,55486931100
2015-06-01,54239842400
2015-07-01,55119892000
2015-08-01,55381773600
2015-09-01,55800250400
2015-10-01,56585341200
2015-11-01,56924373100
2015-12-01,57511522000
2016-01-01,58789109400
2016-02-01,58850104800
2016-03-01,58340328200
2016-04-01,59210966400
2016-05-01,60089306500
2016-06-01,59707393000
2016-07-01,59498530600
2016-08-01,60068738800
2016-09-01,60320170100
2016-10-01,60693203600
2016-11-01,61406532800
2016-12-01,61531095800
2017-01-01,62394279600
2017-02-01,60633549400
2017-03-01,60839131500
2017-04-01,61786021200
2017-05-01,61827885300
2017-06-01,60821348300
2017-07-01,60343153300
2017-08-01,60248629600
2017-09-01,59712283000
2017-10-01,59400219700
2017-11-01,61365039200
2017-12-01,60863438800
2018-01-01,59533434100
2018-02-01,59814779200
2018-03-01,57293526000
2018-04-01,57174436100
