DATE,RU1000GTR
1979-02-01,19.3400000000000000
1979-03-01,20.6100000000000000
1979-04-01,20.7400000000000000
1979-05-01,20.4000000000000000
1979-06-01,21.1900000000000000
1979-07-01,21.3900000000000000
1979-08-01,22.9200000000000000
1979-09-01,22.9300000000000000
1979-10-01,21.5600000000000000
1979-11-01,23.2000000000000000
1979-12-01,23.9800000000000000
1980-01-01,25.7500000000000000
1980-02-01,25.8500000000000000
1980-03-01,22.7200000000000000
1980-04-01,23.7000000000000000
1980-05-01,24.8700000000000000
1980-06-01,26.0000000000000000
1980-07-01,28.1600000000000000
1980-08-01,28.7400000000000000
1980-09-01,30.0600000000000000
1980-10-01,31.0800000000000000
1980-11-01,35.1400000000000000
1980-12-01,33.4700000000000000
1981-01-01,30.9800000000000000
1981-02-01,31.4500000000000000
1981-03-01,32.5800000000000000
1981-04-01,31.5100000000000000
1981-05-01,31.8400000000000000
1981-06-01,31.0700000000000000
1981-07-01,31.3500000000000000
1981-08-01,29.3300000000000000
1981-09-01,27.2500000000000000
1981-10-01,29.4000000000000000
1981-11-01,30.6500000000000000
1981-12-01,29.6800000000000000
1982-01-01,28.9200000000000000
1982-02-01,27.0600000000000000
1982-03-01,26.5000000000000000
1982-04-01,27.8800000000000000
1982-05-01,26.8600000000000000
1982-06-01,26.2800000000000000
1982-07-01,25.9500000000000000
1982-08-01,28.8300000000000000
1982-09-01,29.4800000000000000
1982-10-01,33.0500000000000000
1982-11-01,35.3300000000000000
1982-12-01,35.7600000000000000
1983-01-01,36.6600000000000000
1983-02-01,38.0100000000000000
1983-03-01,39.1400000000000000
1983-04-01,41.6700000000000000
1983-05-01,41.7600000000000000
1983-06-01,44.1700000000000000
1983-07-01,42.1000000000000000
1983-08-01,41.8500000000000000
1983-09-01,42.6200000000000000
1983-10-01,41.0300000000000000
1983-11-01,41.9800000000000000
1983-12-01,41.4700000000000000
1984-01-01,39.3200000000000000
1984-02-01,37.4400000000000000
1984-03-01,38.1300000000000000
1984-04-01,38.3500000000000000
1984-05-01,36.2900000000000000
1984-06-01,37.6900000000000000
1984-07-01,37.0500000000000000
1984-08-01,41.2700000000000000
1984-09-01,40.5900000000000000
1984-10-01,40.8800000000000000
1984-11-01,40.0500000000000000
1984-12-01,41.0800000000000000
1985-01-01,44.8600000000000000
1985-02-01,45.5300000000000000
1985-03-01,45.2000000000000000
1985-04-01,44.5200000000000000
1985-05-01,47.2100000000000000
1985-06-01,48.1000000000000000
1985-07-01,47.9000000000000000
1985-08-01,47.4600000000000000
1985-09-01,45.7900000000000000
1985-10-01,47.7700000000000000
1985-11-01,51.8800000000000000
1985-12-01,54.5700000000000000
1986-01-01,55.0100000000000000
1986-02-01,59.3900000000000000
1986-03-01,63.0800000000000000
1986-04-01,63.1600000000000000
1986-05-01,66.8000000000000000
1986-06-01,68.2500000000000000
1986-07-01,63.5600000000000000
1986-08-01,66.4900000000000000
1986-09-01,59.9100000000000000
1986-10-01,63.3500000000000000
1986-11-01,64.5100000000000000
1986-12-01,62.9500000000000000
1987-01-01,71.9800000000000000
1987-02-01,76.8800000000000000
1987-03-01,78.1200000000000000
1987-04-01,76.6200000000000000
1987-05-01,77.4500000000000000
1987-06-01,81.1100000000000000
1987-07-01,84.9800000000000000
1987-08-01,88.8900000000000000
1987-09-01,86.5800000000000000
1987-10-01,66.4700000000000000
1987-11-01,60.7300000000000000
1987-12-01,66.2900000000000000
1988-01-01,67.0700000000000000
1988-02-01,70.7200000000000000
1988-03-01,68.3500000000000000
1988-04-01,68.4500000000000000
