DATE,MAM3A3CAM189N
1970-01-01,37982000000
1970-02-01,38330000000
1970-03-01,38355000000
1970-04-01,38785000000
1970-05-01,38942000000
1970-06-01,39068000000
1970-07-01,39744000000
1970-08-01,40158000000
1970-09-01,40647000000
1970-10-01,40824000000
1970-11-01,41454000000
1970-12-01,42176000000
1971-01-01,42021000000
1971-02-01,42215000000
1971-03-01,42691000000
1971-04-01,42786000000
1971-05-01,43086000000
1971-06-01,43653000000
1971-07-01,43879000000
1971-08-01,44471000000
1971-09-01,45057000000
1971-10-01,45494000000
1971-11-01,45638000000
1971-12-01,46151000000
1972-01-01,47103000000
1972-02-01,47562000000
1972-03-01,48361000000
1972-04-01,48954000000
1972-05-01,49711000000
1972-06-01,50295000000
1972-07-01,50584000000
1972-08-01,50893000000
1972-09-01,51164000000
1972-10-01,52034000000
1972-11-01,52667000000
1972-12-01,52988000000
1973-01-01,53596000000
1973-02-01,54507000000
1973-03-01,54863000000
1973-04-01,55648000000
1973-05-01,56426000000
1973-06-01,57055000000
1973-07-01,58039000000
1973-08-01,59039000000
1973-09-01,59862000000
1973-10-01,61174000000
1973-11-01,62841000000
1973-12-01,64386000000
1974-01-01,65622000000
1974-02-01,66920000000
1974-03-01,68218000000
1974-04-01,69419000000
1974-05-01,71827000000
1974-06-01,72195000000
1974-07-01,74035000000
1974-08-01,75320000000
1974-09-01,76261000000
1974-10-01,77167000000
1974-11-01,77625000000
1974-12-01,77701000000
1975-01-01,79235000000
1975-02-01,79956000000
1975-03-01,80733000000
1975-04-01,81108000000
1975-05-01,81259000000
1975-06-01,82484000000
1975-07-01,83727000000
1975-08-01,84464000000
1975-09-01,85861000000
1975-10-01,87435000000
1975-11-01,87630000000
1975-12-01,89378000000
1976-01-01,90117000000
1976-02-01,92013000000
1976-03-01,93811000000
1976-04-01,96125000000
1976-05-01,97629000000
1976-06-01,99258000000
1976-07-01,1.00273E+11
1976-08-01,1.01723E+11
1976-09-01,1.02895E+11
1976-10-01,1.04351E+11
1976-11-01,1.05788E+11
1976-12-01,1.07405E+11
1977-01-01,1.08422E+11
1977-02-01,1.0978E+11
1977-03-01,1.1141E+11
1977-04-01,1.12766E+11
1977-05-01,1.147E+11
1977-06-01,1.157E+11
1977-07-01,1.16518E+11
1977-08-01,1.18218E+11
1977-09-01,1.19932E+11
1977-10-01,1.21469E+11
1977-11-01,1.22721E+11
1977-12-01,1.23257E+11
1978-01-01,1.24068E+11
1978-02-01,1.25436E+11
1978-03-01,1.27531E+11
1978-04-01,1.29403E+11
1978-05-01,1.30477E+11
1978-06-01,1.32019E+11
1978-07-01,1.3366E+11
1978-08-01,1.35636E+11
1978-09-01,1.37993E+11
1978-10-01,1.39379E+11
1978-11-01,1.4458E+11
1978-12-01,1.45019E+11
1979-01-01,1.47853E+11
1979-02-01,1.50019E+11
1979-03-01,1.50993E+11
1979-04-01,1.5309E+11
1979-05-01,1.56184E+11
1979-06-01,1.5836E+11
1979-07-01,1.61292E+11
1979-08-01,1.63139E+11
1979-09-01,1.64623E+11
1979-10-01,1.67036E+11
1979-11-01,1.7092E+11
1979-12-01,1.72525E+11
1980-01-01,1.74636E+11
1980-02-01,1.77389E+11
1980-03-01,1.79645E+11
1980-04-01,1.82081E+11
1980-05-01,1.84321E+11
1980-06-01,1.8669E+11
1980-07-01,1.89834E+11
1980-08-01,1.88756E+11
1980-09-01,1.89851E+11
1980-10-01,1.93139E+11
1980-11-01,1.95414E+11
1980-12-01,1.97434E+11
1981-01-01,2.01562E+11
1981-02-01,2.0629E+11
1981-03-01,2.05082E+11
1981-04-01,2.0714E+11
1981-05-01,2.06586E+11
1981-06-01,2.10226E+11
1981-07-01,2.13772E+11
1981-08-01,2.17629E+11
1981-09-01,2.19143E+11
1981-10-01,2.19091E+11
1981-11-01,2.15836E+11
1981-12-01,2.1932E+11
1982-01-01,2.17387E+11
