DATE,RU1000VPR
1993-08-01,148.2813636363636364
1993-09-01,150.7680952380952381
1993-10-01,150.7695238095238095
1993-11-01,147.5847619047619048
1993-12-01,149.1454545454545455
1994-01-01,151.0876190476190476
1994-02-01,150.8689473684210526
1994-03-01,148.8330434782608696
1994-04-01,144.7590000000000000
1994-05-01,144.7857142857142857
1994-06-01,146.3009090909090909
1994-07-01,144.8815000000000000
1994-08-01,147.9647826086956522
1994-09-01,146.8590476190476190
1994-10-01,144.7004761904761905
1994-11-01,142.0447619047619048
1994-12-01,140.5152380952380952
1995-01-01,144.2619047619047619
1995-02-01,148.7215789473684211
1995-03-01,150.4234782608695652
1995-04-01,155.8710526315789474
1995-05-01,160.7122727272727273
1995-06-01,164.7404545454545455
1995-07-01,169.4980000000000000
1995-08-01,170.8639130434782609
1995-09-01,177.1690000000000000
1995-10-01,178.2350000000000000
1995-11-01,181.0776190476190476
1995-12-01,187.4465000000000000
1996-01-01,188.5422727272727273
1996-02-01,197.5630000000000000
1996-03-01,197.4514285714285714
1996-04-01,197.5895238095238095
1996-05-01,199.6500000000000000
1996-06-01,199.7130000000000000
1996-07-01,193.5268181818181818
1996-08-01,198.9563636363636364
1996-09-01,201.9290000000000000
1996-10-01,209.5821739130434783
1996-11-01,219.8080000000000000
1996-12-01,222.8266666666666667
1997-01-01,229.6004545454545455
1997-02-01,237.7994736842105263
1997-03-01,237.1690000000000000
1997-04-01,227.2118181818181818
1997-05-01,244.9433333333333333
1997-06-01,257.8909523809523810
1997-07-01,269.1840909090909091
1997-08-01,273.1757142857142857
1997-09-01,279.4895238095238095
1997-10-01,285.5413043478260870
1997-11-01,281.3331578947368421
1997-12-01,291.1300000000000000
1998-01-01,287.9495000000000000
1998-02-01,302.2857894736842105
1998-03-01,320.4327272727272727
1998-04-01,331.4842857142857143
1998-05-01,328.2255000000000000
1998-06-01,324.3218181818181818
1998-07-01,330.7336363636363636
1998-08-01,303.5080952380952381
1998-09-01,287.3447619047619048
1998-10-01,293.1163636363636364
1998-11-01,319.4110000000000000
1998-12-01,325.3190909090909091
1999-01-01,337.2070000000000000
1999-02-01,330.9135000000000000
1999-03-01,339.7530434782608696
1999-04-01,357.3395238095238095
1999-05-01,370.0752380952380952
1999-06-01,366.6027272727272727
1999-07-01,373.0300000000000000
1999-08-01,357.9386363636363636
1999-09-01,343.4800000000000000
1999-10-01,336.8368181818181818
1999-11-01,353.7833333333333333
1999-12-01,347.9963636363636364
2000-01-01,342.0850000000000000
2000-02-01,322.9815000000000000
2000-03-01,331.7100000000000000
2000-04-01,349.6670000000000000
2000-05-01,345.8959090909090909
2000-06-01,348.7254545454545455
2000-07-01,340.4855000000000000
2000-08-01,350.8604347826086957
2000-09-01,354.3385714285714286
2000-10-01,349.8095454545454545
2000-11-01,356.4804761904761905
2000-12-01,358.6295000000000000
2001-01-01,362.9228571428571429
2001-02-01,365.9178947368421053
2001-03-01,347.4186363636363636
2001-04-01,349.4145000000000000
2001-05-01,367.7463636363636364
2001-06-01,363.2452380952380952
2001-07-01,357.3300000000000000
2001-08-01,353.2308695652173913
2001-09-01,322.4373684210526316
2001-10-01,323.2400000000000000
2001-11-01,332.0385714285714286
2001-12-01,337.0650000000000000
2002-01-01,339.5090476190476190
2002-02-01,331.3436842105263158
2002-03-01,352.6590000000000000
2002-04-01,347.2959090909090909
2002-05-01,343.5686363636363636
2002-06-01,326.9890000000000000
2002-07-01,290.6231818181818182
2002-08-01,290.2563636363636364
2002-09-01,275.4785000000000000
2002-10-01,267.2634782608695652
2002-11-01,284.9835000000000000
2002-12-01,285.1338095238095238
2003-01-01,286.3376190476190476
2003-02-01,266.5657894736842105
2003-03-01,265.9790476190476190
2003-04-01,279.2133333333333333
2003-05-01,295.8838095238095238
2003-06-01,314.5219047619047619
2003-07-01,314.6500000000000000
2003-08-01,313.4242857142857143
2003-09-01,320.3014285714285714
2003-10-01,328.1143478260869565
2003-11-01,333.2484210526315789
2003-12-01,345.7545454545454545
2004-01-01,362.6875000000000000
2004-02-01,366.4784210526315789
2004-03-01,364.4321739130434783
2004-04-01,364.2014285714285714
2004-05-01,352.5485000000000000
2004-06-01,362.6504761904761905
2004-07-01,359.7361904761904762
2004-08-01,358.4531818181818182
2004-09-01,369.7185714285714286
2004-10-01,371.7785714285714286
2004-11-01,389.3733333333333333
2004-12-01,400.4772727272727273
2005-01-01,395.7265000000000000
2005-02-01,406.6242105263157895
2005-03-01,407.6245454545454545
2005-04-01,397.9400000000000000
2005-05-01,400.3042857142857143
2005-06-01,410.1077272727272727
2005-07-01,416.2555000000000000
2005-08-01,415.9195652173913043
2005-09-01,419.6476190476190476
2005-10-01,404.9661904761904762
2005-11-01,418.3957142857142857
2005-12-01,426.6338095238095238
2006-01-01,435.7650000000000000
2006-02-01,438.3684210526315789
2006-03-01,445.1373913043478261
2006-04-01,450.2268421052631579
2006-05-01,449.8427272727272727
2006-06-01,438.1054545454545455
2006-07-01,447.2075000000000000
2006-08-01,458.5808695652173913
2006-09-01,465.0750000000000000
2006-10-01,480.0845454545454545
2006-11-01,489.1652380952380952
2006-12-01,502.3015000000000000
2007-01-01,503.8710000000000000
2007-02-01,514.4542105263157895
2007-03-01,501.3968181818181818
2007-04-01,521.2525000000000000
2007-05-01,537.4940909090909091
2007-06-01,535.9052380952380952
2007-07-01,532.0519047619047619
