DATE,RU1000VPR
1979-02-01,35.2100000000000000
1979-03-01,37.1800000000000000
1979-04-01,37.2600000000000000
1979-05-01,36.4100000000000000
1979-06-01,38.2100000000000000
1979-07-01,38.7500000000000000
1979-08-01,40.5300000000000000
1979-09-01,40.5900000000000000
1979-10-01,37.3300000000000000
1979-11-01,38.5200000000000000
1979-12-01,38.8800000000000000
1980-01-01,40.6600000000000000
1980-02-01,40.2900000000000000
1980-03-01,35.9400000000000000
1980-04-01,37.7800000000000000
1980-05-01,39.9000000000000000
1980-06-01,40.7400000000000000
1980-07-01,42.6200000000000000
1980-08-01,42.8700000000000000
1980-09-01,43.2000000000000000
1980-10-01,43.3400000000000000
1980-11-01,46.5600000000000000
1980-12-01,45.2300000000000000
1981-01-01,44.4700000000000000
1981-02-01,44.9300000000000000
1981-03-01,46.7700000000000000
1981-04-01,46.5400000000000000
1981-05-01,46.4300000000000000
1981-06-01,46.5100000000000000
1981-07-01,46.0100000000000000
1981-08-01,43.5000000000000000
1981-09-01,41.0900000000000000
1981-10-01,42.4000000000000000
1981-11-01,44.1900000000000000
1981-12-01,42.7600000000000000
1982-01-01,41.6200000000000000
1982-02-01,39.5900000000000000
1982-03-01,39.4900000000000000
1982-04-01,40.5900000000000000
1982-05-01,39.3600000000000000
1982-06-01,38.2200000000000000
1982-07-01,37.0200000000000000
1982-08-01,41.5100000000000000
1982-09-01,41.6100000000000000
1982-10-01,46.0700000000000000
1982-11-01,46.8400000000000000
1982-12-01,47.5100000000000000
1983-01-01,49.4500000000000000
1983-02-01,50.0500000000000000
1983-03-01,51.8500000000000000
1983-04-01,55.9200000000000000
1983-05-01,55.8400000000000000
1983-06-01,56.8000000000000000
1983-07-01,55.8000000000000000
1983-08-01,56.8500000000000000
1983-09-01,57.4400000000000000
1983-10-01,57.0000000000000000
1983-11-01,58.1900000000000000
1983-12-01,57.5000000000000000
1984-01-01,58.2900000000000000
1984-02-01,56.0400000000000000
1984-03-01,56.4300000000000000
1984-04-01,56.5400000000000000
1984-05-01,53.1600000000000000
1984-06-01,53.4700000000000000
1984-07-01,52.5300000000000000
1984-08-01,58.1400000000000000
1984-09-01,58.8500000000000000
1984-10-01,58.6000000000000000
1984-11-01,58.2900000000000000
1984-12-01,59.5000000000000000
1985-01-01,63.4000000000000000
1985-02-01,64.0900000000000000
1985-03-01,64.1700000000000000
1985-04-01,64.7200000000000000
1985-05-01,68.1100000000000000
1985-06-01,69.1000000000000000
1985-07-01,68.3600000000000000
1985-08-01,67.9800000000000000
1985-09-01,65.2200000000000000
1985-10-01,68.3100000000000000
1985-11-01,71.6200000000000000
1985-12-01,73.9100000000000000
1986-01-01,74.6700000000000000
1986-02-01,79.7400000000000000
1986-03-01,83.1300000000000000
1986-04-01,80.9800000000000000
1986-05-01,84.5700000000000000
1986-06-01,85.2400000000000000
1986-07-01,81.3300000000000000
1986-08-01,88.7400000000000000
1986-09-01,82.4100000000000000
1986-10-01,86.3700000000000000
1986-11-01,87.4900000000000000
1986-12-01,84.5600000000000000
1987-01-01,94.1000000000000000
1987-02-01,95.4200000000000000
1987-03-01,97.4000000000000000
1987-04-01,96.0100000000000000
1987-05-01,95.8600000000000000
1987-06-01,100.0700000000000000
1987-07-01,103.8500000000000000
1987-08-01,107.1600000000000000
1987-09-01,104.8900000000000000
1987-10-01,83.4100000000000000
1987-11-01,77.2600000000000000
1987-12-01,81.2500000000000000
1988-01-01,87.3400000000000000
1988-02-01,90.3900000000000000
1988-03-01,88.3600000000000000
1988-04-01,89.3900000000000000
1988-05-01,90.1800000000000000
1988-06-01,94.1400000000000000
1988-07-01,93.9200000000000000
1988-08-01,91.5300000000000000
1988-09-01,94.2200000000000000
1988-10-01,96.0900000000000000
1988-11-01,94.3800000000000000
1988-12-01,95.2000000000000000
1989-01-01,101.4200000000000000
1989-02-01,99.3000000000000000
1989-03-01,101.1700000000000000
1989-04-01,105.0300000000000000
1989-05-01,108.6100000000000000
1989-06-01,107.8900000000000000
1989-07-01,114.9000000000000000
1989-08-01,117.0900000000000000
1989-09-01,115.6900000000000000
1989-10-01,111.2400000000000000
1989-11-01,111.9600000000000000
1989-12-01,114.1200000000000000
1990-01-01,106.7100000000000000
1990-02-01,108.8000000000000000
1990-03-01,109.6100000000000000
1990-04-01,105.0600000000000000
1990-05-01,113.1200000000000000
1990-06-01,110.2200000000000000
1990-07-01,108.9300000000000000
1990-08-01,98.7600000000000000
1990-09-01,93.7100000000000000
1990-10-01,92.1100000000000000
1990-11-01,97.8500000000000000
1990-12-01,100.0000000000000000
1991-01-01,99.0127272727272727
1991-02-01,109.2589473684210526
1991-03-01,111.4780000000000000
1991-04-01,112.9877272727272727
1991-05-01,112.4509090909090909
1991-06-01,113.2205000000000000
1991-07-01,113.2763636363636364
1991-08-01,115.3036363636363636
1991-09-01,114.9040000000000000
1991-10-01,115.2660869565217391
1991-11-01,114.5280000000000000
1991-12-01,112.4119047619047619
1992-01-01,120.6831818181818182
1992-02-01,121.5952631578947368
1992-03-01,120.7963636363636364
1992-04-01,120.9614285714285714
1992-05-01,124.7490000000000000
1992-06-01,123.5281818181818182
1992-07-01,124.9168181818181818
1992-08-01,124.8242857142857143
1992-09-01,124.0333333333333333
1992-10-01,122.9309090909090909
1992-11-01,125.1480000000000000
1992-12-01,129.3831818181818182
1993-01-01,132.4425000000000000
1993-02-01,137.1400000000000000
1993-03-01,141.1030434782608696
1993-04-01,141.4914285714285714
1993-05-01,140.6905000000000000
1993-06-01,142.7381818181818182
1993-07-01,145.1695238095238095
