DATE,MAM2A4CAM189N
1968-01-01,37152000000
1968-02-01,37052000000
1968-03-01,37117000000
1968-04-01,37728000000
1968-05-01,38279000000
1968-06-01,38424000000
1968-07-01,38964000000
1968-08-01,39393000000
1968-09-01,39650000000
1968-10-01,39921000000
1968-11-01,40639000000
1968-12-01,41339000000
1969-01-01,41380000000
1969-02-01,40864000000
1969-03-01,41169000000
1969-04-01,41875000000
1969-05-01,42140000000
1969-06-01,42321000000
1969-07-01,42744000000
1969-08-01,42624000000
1969-09-01,42945000000
1969-10-01,43285000000
1969-11-01,43976000000
1969-12-01,44914000000
1970-01-01,44334000000
1970-02-01,44283000000
1970-03-01,44652000000
1970-04-01,45342000000
1970-05-01,45642000000
1970-06-01,45967000000
1970-07-01,46583000000
1970-08-01,46705000000
1970-09-01,47132000000
1970-10-01,47273000000
1970-11-01,48116000000
1970-12-01,49184000000
1971-01-01,48965000000
1971-02-01,49173000000
1971-03-01,50068000000
1971-04-01,50876000000
1971-05-01,51554000000
1971-06-01,52403000000
1971-07-01,52934000000
1971-08-01,53361000000
1971-09-01,53923000000
1971-10-01,54184000000
1971-11-01,55106000000
1971-12-01,56966000000
1972-01-01,57173000000
1972-02-01,57231000000
1972-03-01,57911000000
1972-04-01,58567000000
1972-05-01,59179000000
1972-06-01,59736000000
1972-07-01,60979000000
1972-08-01,61240000000
1972-09-01,62033000000
1972-10-01,62702000000
1972-11-01,64051000000
1972-12-01,65510000000
1973-01-01,65685000000
1973-02-01,65714000000
1973-03-01,66272000000
1973-04-01,67168000000
1973-05-01,68438000000
1973-06-01,69110000000
1973-07-01,70564000000
1973-08-01,71204000000
1973-09-01,71965000000
1973-10-01,72865000000
1973-11-01,74076000000
1973-12-01,75659000000
1974-01-01,76217000000
1974-02-01,76602000000
1974-03-01,77699000000
1974-04-01,79091000000
1974-05-01,81113000000
1974-06-01,81214000000
1974-07-01,82755000000
1974-08-01,83082000000
1974-09-01,83970000000
1974-10-01,84661000000
1974-11-01,86172000000
1974-12-01,88773000000
1975-01-01,89564000000
1975-02-01,90246000000
1975-03-01,91577000000
1975-04-01,93241000000
1975-05-01,94191000000
1975-06-01,95198000000
1975-07-01,97104000000
1975-08-01,97594000000
1975-09-01,98835000000
1975-10-01,99907000000
1975-11-01,1.02007E+11
1975-12-01,1.05325E+11
1976-01-01,1.0454E+11
1976-02-01,1.05065E+11
1976-03-01,1.06111E+11
1976-04-01,1.07698E+11
1976-05-01,1.09427E+11
1976-06-01,1.11385E+11
1976-07-01,1.12589E+11
1976-08-01,1.1337E+11
1976-09-01,1.14617E+11
1976-10-01,1.15569E+11
1976-11-01,1.17752E+11
1976-12-01,1.20315E+11
1977-01-01,1.21083E+11
1977-02-01,1.21618E+11
1977-03-01,1.22927E+11
1977-04-01,1.25038E+11
1977-05-01,1.2699E+11
1977-06-01,1.28783E+11
1977-07-01,1.30162E+11
1977-08-01,1.31153E+11
1977-09-01,1.32125E+11
1977-10-01,1.33346E+11
1977-11-01,1.35822E+11
1977-12-01,1.38481E+11
1978-01-01,1.38923E+11
1978-02-01,1.39523E+11
1978-03-01,1.40927E+11
1978-04-01,1.42606E+11
1978-05-01,1.44774E+11
1978-06-01,1.46196E+11
1978-07-01,1.48578E+11
1978-08-01,1.49794E+11
1978-09-01,1.51476E+11
1978-10-01,1.52774E+11
1978-11-01,1.5667E+11
1978-12-01,1.59667E+11
1979-01-01,1.60199E+11
1979-02-01,1.6057E+11
1979-03-01,1.61294E+11
1979-04-01,1.64137E+11
1979-05-01,1.67063E+11
1979-06-01,1.69098E+11
1979-07-01,1.72156E+11
1979-08-01,1.73752E+11
1979-09-01,1.75564E+11
1979-10-01,1.77538E+11
1979-11-01,1.7955E+11
1979-12-01,1.82626E+11
1980-01-01,1.83265E+11
1980-02-01,1.84157E+11
1980-03-01,1.86542E+11
1980-04-01,1.89332E+11
1980-05-01,1.90938E+11
1980-06-01,1.92736E+11
1980-07-01,1.95691E+11
1980-08-01,1.96909E+11
1980-09-01,1.99225E+11
1980-10-01,2.02089E+11
1980-11-01,2.04954E+11
1980-12-01,2.08413E+11
1981-01-01,2.07746E+11
1981-02-01,2.09045E+11
1981-03-01,2.10676E+11
1981-04-01,2.14308E+11
1981-05-01,2.16668E+11
1981-06-01,2.18481E+11
1981-07-01,2.22127E+11
1981-08-01,2.24553E+11
1981-09-01,2.26873E+11
1981-10-01,2.28189E+11
1981-11-01,2.31637E+11
1981-12-01,2.37434E+11
1982-01-01,2.37938E+11
1982-02-01,2.38736E+11
1982-03-01,2.39608E+11
1982-04-01,2.41673E+11
1982-05-01,2.44916E+11
1982-06-01,2.46293E+11
1982-07-01,2.47098E+11
1982-08-01,2.47746E+11
1982-09-01,2.48969E+11
1982-10-01,2.49959E+11
1982-11-01,2.56199E+11
1982-12-01,2.62006E+11
1983-01-01,2.62542E+11
1983-02-01,2.63186E+11
1983-03-01,2.64054E+11
1983-04-01,2.65838E+11
1983-05-01,2.67876E+11
1983-06-01,2.69289E+11
1983-07-01,2.71191E+11
1983-08-01,2.72341E+11
1983-09-01,2.7356E+11
1983-10-01,2.74401E+11
1983-11-01,2.78227E+11
1983-12-01,2.83728E+11
1984-01-01,2.83218E+11
1984-02-01,2.83585E+11
1984-03-01,2.83728E+11
1984-04-01,2.86024E+11
1984-05-01,2.89218E+11
1984-06-01,2.90312E+11
1984-07-01,2.92385E+11
1984-08-01,2.92385E+11
1984-09-01,2.93596E+11
1984-10-01,2.95384E+11
1984-11-01,2.99798E+11
1984-12-01,3.0864E+11
1985-01-01,3.09729E+11
1985-02-01,3.10149E+11
1985-03-01,3.11881E+11
1985-04-01,3.14852E+11
1985-05-01,3.19044E+11
1985-06-01,3.20532E+11
1985-07-01,3.23233E+11
1985-08-01,3.24214E+11
1985-09-01,3.26707E+11
1985-10-01,3.29252E+11
1985-11-01,3.36989E+11
1985-12-01,3.43606E+11
1986-01-01,3.45069E+11
1986-02-01,3.44439E+11
1986-03-01,3.44975E+11
1986-04-01,3.49415E+11
1986-05-01,3.53506E+11
1986-06-01,3.56105E+11
1986-07-01,3.59641E+11
1986-08-01,3.60572E+11
1986-09-01,3.62159E+11
1986-10-01,3.65237E+11
1986-11-01,3.71737E+11
1986-12-01,3.78174E+11
1987-01-01,3.78728E+11
1987-02-01,3.81732E+11
1987-03-01,3.85006E+11
1987-04-01,3.90216E+11
1987-05-01,3.93915E+11
1987-06-01,3.97193E+11
1987-07-01,4.00175E+11
1987-08-01,4.00376E+11
1987-09-01,4.02338E+11
1987-10-01,4.03379E+11
1987-11-01,4.12632E+11
1987-12-01,4.17693E+11
1988-01-01,4.21088E+11
1988-02-01,4.26286E+11
1988-03-01,4.30426E+11
1988-04-01,4.3383E+11
1988-05-01,4.3748E+11
1988-06-01,4.43811E+11
1988-07-01,4.4819E+11
1988-08-01,4.5163E+11
1988-09-01,4.54337E+11
1988-10-01,4.56786E+11
1988-11-01,4.68314E+11
1988-12-01,4.74238E+11
1989-01-01,4.76562E+11
1989-02-01,4.77443E+11
1989-03-01,4.80637E+11
1989-04-01,4.8391E+11
1989-05-01,4.89287E+11
1989-06-01,4.93525E+11
1989-07-01,4.97741E+11
1989-08-01,5.01226E+11
1989-09-01,5.05559E+11
1989-10-01,5.0942E+11
1989-11-01,5.19486E+11
1989-12-01,5.2603E+11
1990-01-01,5.28211E+11
1990-02-01,5.30673E+11
1990-03-01,5.33629E+11
1990-04-01,5.38254E+11
1990-05-01,5.39687E+11
1990-06-01,5.41354E+11
1990-07-01,5.43381E+11
1990-08-01,5.44665E+11
1990-09-01,5.47577E+11
1990-10-01,5.51491E+11
1990-11-01,5.56477E+11
1990-12-01,5.6371E+11
1991-01-01,5.6456E+11
1991-02-01,5.65959E+11
1991-03-01,5.71915E+11
1991-04-01,5.76321E+11
1991-05-01,5.8008E+11
1991-06-01,5.82968E+11
1991-07-01,5.87152E+11
1991-08-01,5.87202E+11
1991-09-01,5.89126E+11
1991-10-01,5.90867E+11
1991-11-01,6.00151E+11
1991-12-01,6.05889E+11
1992-01-01,6.05945E+11
1992-02-01,6.0824E+11
1992-03-01,6.11824E+11
1992-04-01,6.17338E+11
1992-05-01,6.19735E+11
1992-06-01,6.23073E+11
1992-07-01,6.2853E+11
1992-08-01,6.31282E+11
1992-09-01,6.35631E+11
1992-10-01,6.33518E+11
1992-11-01,6.43249E+11
1992-12-01,6.45344E+11
1993-01-01,6.42077E+11
1993-02-01,6.43697E+11
1993-03-01,6.47609E+11
1993-04-01,6.54061E+11
1993-05-01,6.58834E+11
1993-06-01,6.66277E+11
1993-07-01,6.68951E+11
1993-08-01,6.71676E+11
1993-09-01,6.74955E+11
1993-10-01,6.78046E+11
1993-11-01,6.86359E+11
1993-12-01,6.94519E+11
1994-01-01,6.97035E+11
1994-02-01,7.02457E+11
1994-03-01,7.0551E+11
1994-04-01,7.06737E+11
1994-05-01,7.06222E+11
1994-06-01,7.09081E+11
1994-07-01,7.11491E+11
1994-08-01,7.12531E+11
1994-09-01,7.1476E+11
1994-10-01,7.16708E+11
1994-11-01,7.24021E+11
1994-12-01,7.28187E+11
1995-01-01,7.25788E+11
1995-02-01,7.24401E+11
1995-03-01,7.26857E+11
1995-04-01,7.31478E+11
1995-05-01,7.33211E+11
1995-06-01,7.39818E+11
1995-07-01,7.4283E+11
1995-08-01,7.446E+11
1995-09-01,7.47591E+11
1995-10-01,7.49376E+11
1995-11-01,7.54928E+11
1995-12-01,7.62509E+11
1996-01-01,7.63379E+11
1996-02-01,7.70516E+11
1996-03-01,7.75786E+11
1996-04-01,7.80535E+11
1996-05-01,7.85414E+11
1996-06-01,7.91354E+11
1996-07-01,7.91715E+11
1996-08-01,7.94695E+11
1996-09-01,7.97498E+11
1996-10-01,8.02786E+11
1996-11-01,8.11541E+11
1996-12-01,8.20801E+11
1997-01-01,8.23811E+11
1997-02-01,8.31931E+11
1997-03-01,8.37158E+11
1997-04-01,8.40391E+11
1997-05-01,8.43841E+11
1997-06-01,8.48427E+11
1997-07-01,8.49554E+11
1997-08-01,8.51051E+11
1997-09-01,8.52786E+11
1997-10-01,8.56234E+11
1997-11-01,8.61595E+11
1997-12-01,8.74037E+11
1998-01-01,8.72516E+11
1998-02-01,8.74831E+11
1998-03-01,8.80043E+11
1998-04-01,8.85225E+11
1998-05-01,8.88337E+11
1998-06-01,8.92532E+11
1998-07-01,8.95975E+11
1998-08-01,8.97999E+11
1998-09-01,9.00302E+11
1998-10-01,9.03746E+11
1998-11-01,9.08858E+11
1998-12-01,9.21562E+11
1999-01-01,9.23102E+11
1999-02-01,9.26091E+11
1999-03-01,9.31235E+11
1999-04-01,9.36862E+11
1999-05-01,9.40732E+11
1999-06-01,9.44217E+11
1999-07-01,9.47066E+11
1999-08-01,9.49883E+11
1999-09-01,9.51215E+11
1999-10-01,9.54515E+11
1999-11-01,9.59503E+11
1999-12-01,9.74464E+11
2000-01-01,9.75003E+11
2000-02-01,9.83747E+11
2000-03-01,9.9347E+11
2000-04-01,1.00264E+12
2000-05-01,1.00367E+12
2000-06-01,1.01109E+12
2000-07-01,1.01438E+12
2000-08-01,1.01663E+12
2000-09-01,1.02006E+12
2000-10-01,1.02434E+12
2000-11-01,1.02903E+12
2000-12-01,1.05324E+12
2001-01-01,1.05208E+12
2001-02-01,1.0597E+12
2001-03-01,1.0672E+12
2001-04-01,1.07435E+12
2001-05-01,1.07985E+12
2001-06-01,1.08363E+12
