DATE,MAM1A3CAM189N
1968-01-01,23331000000
1968-02-01,22854000000
1968-03-01,22825000000
1968-04-01,23212000000
1968-05-01,23542000000
1968-06-01,23520000000
1968-07-01,23969000000
1968-08-01,24277000000
1968-09-01,24413000000
1968-10-01,24616000000
1968-11-01,24780000000
1968-12-01,24989000000
1969-01-01,25017000000
1969-02-01,24385000000
1969-03-01,24540000000
1969-04-01,25131000000
1969-05-01,25312000000
1969-06-01,25402000000
1969-07-01,25757000000
1969-08-01,25540000000
1969-09-01,25765000000
1969-10-01,26024000000
1969-11-01,26110000000
1969-12-01,26262000000
1970-01-01,25634000000
1970-02-01,25432000000
1970-03-01,25653000000
1970-04-01,26183000000
1970-05-01,26307000000
1970-06-01,26474000000
1970-07-01,26908000000
1970-08-01,26889000000
1970-09-01,27231000000
1970-10-01,27275000000
1970-11-01,27444000000
1970-12-01,27927000000
1971-01-01,27527000000
1971-02-01,27346000000
1971-03-01,27758000000
1971-04-01,28530000000
1971-05-01,29448000000
1971-06-01,30453000000
1971-07-01,31037000000
1971-08-01,31383000000
1971-09-01,31866000000
1971-10-01,32008000000
1971-11-01,31656000000
1971-12-01,31913000000
1972-01-01,31901000000
1972-02-01,31875000000
1972-03-01,32403000000
1972-04-01,32912000000
1972-05-01,33354000000
1972-06-01,33564000000
1972-07-01,34437000000
1972-08-01,34475000000
1972-09-01,35031000000
1972-10-01,35482000000
1972-11-01,35791000000
1972-12-01,36094000000
1973-01-01,36039000000
1973-02-01,35784000000
1973-03-01,35982000000
1973-04-01,36859000000
1973-05-01,37552000000
1973-06-01,37789000000
1973-07-01,38760000000
1973-08-01,38891000000
1973-09-01,39188000000
1973-10-01,39484000000
1973-11-01,39326000000
1973-12-01,39874000000
1974-01-01,39753000000
1974-02-01,39378000000
1974-03-01,39939000000
1974-04-01,40964000000
1974-05-01,42433000000
1974-06-01,41761000000
1974-07-01,42546000000
1974-08-01,42188000000
1974-09-01,42649000000
1974-10-01,42909000000
1974-11-01,42897000000
1974-12-01,43308000000
1975-01-01,43734000000
1975-02-01,45216000000
1975-03-01,46564000000
1975-04-01,48232000000
1975-05-01,49303000000
1975-06-01,50135000000
1975-07-01,51773000000
1975-08-01,51774000000
1975-09-01,52454000000
1975-10-01,52877000000
1975-11-01,52681000000
1975-12-01,53947000000
1976-01-01,52502000000
1976-02-01,52241000000
1976-03-01,52389000000
1976-04-01,53228000000
1976-05-01,54294000000
1976-06-01,55537000000
1976-07-01,56097000000
1976-08-01,56349000000
1976-09-01,57056000000
1976-10-01,57466000000
1976-11-01,57836000000
1976-12-01,58542000000
1977-01-01,58509000000
1977-02-01,58461000000
1977-03-01,59166000000
1977-04-01,60665000000
1977-05-01,62136000000
1977-06-01,63490000000
1977-07-01,64381000000
1977-08-01,64752000000
1977-09-01,65122000000
1977-10-01,65864000000
1977-11-01,66619000000
1977-12-01,67370000000
1978-01-01,66975000000
1978-02-01,66662000000
1978-03-01,67223000000
1978-04-01,68072000000
1978-05-01,69569000000
1978-06-01,70247000000
1978-07-01,71805000000
1978-08-01,72102000000
1978-09-01,72852000000
1978-10-01,73472000000
1978-11-01,75306000000
1978-12-01,74147000000
1979-01-01,73467000000
1979-02-01,72804000000
1979-03-01,72412000000
1979-04-01,74396000000
1979-05-01,76500000000
1979-06-01,77650000000
1979-07-01,79632000000
1979-08-01,79919000000
1979-09-01,80805000000
1979-10-01,82059000000
1979-11-01,82444000000
1979-12-01,82801000000
1980-01-01,82836000000
1980-02-01,82791000000
1980-03-01,84323000000
1980-04-01,86054000000
1980-05-01,86946000000
1980-06-01,88565000000
1980-07-01,91518000000
1980-08-01,92665000000
1980-09-01,94585000000
1980-10-01,96786000000
1980-11-01,98965000000
1980-12-01,1.00379E+11
1981-01-01,97307000000
1981-02-01,96501000000
1981-03-01,96744000000
1981-04-01,99410000000
1981-05-01,1.00744E+11
1981-06-01,1.00783E+11
1981-07-01,1.03005E+11
1981-08-01,1.03645E+11
1981-09-01,1.0391E+11
1981-10-01,1.04549E+11
1981-11-01,1.0281E+11
1981-12-01,1.03917E+11
1982-01-01,1.03854E+11
1982-02-01,1.04159E+11
1982-03-01,1.03938E+11
1982-04-01,1.05357E+11
1982-05-01,1.08543E+11
1982-06-01,1.09841E+11
1982-07-01,1.10006E+11
1982-08-01,1.09975E+11
1982-09-01,1.10849E+11
1982-10-01,1.11981E+11
1982-11-01,1.13983E+11
1982-12-01,1.15474E+11
1983-01-01,1.15549E+11
1983-02-01,1.15689E+11
1983-03-01,1.15738E+11
1983-04-01,1.17496E+11
1983-05-01,1.20262E+11
1983-06-01,1.22051E+11
1983-07-01,1.23712E+11
1983-08-01,1.2474E+11
1983-09-01,1.25357E+11
1983-10-01,1.25815E+11
1983-11-01,1.26602E+11
1983-12-01,1.26909E+11
1984-01-01,1.25154E+11
1984-02-01,1.23867E+11
1984-03-01,1.2268E+11
1984-04-01,1.2416E+11
1984-05-01,1.26779E+11
1984-06-01,1.27097E+11
1984-07-01,1.28419E+11
1984-08-01,1.27371E+11
1984-09-01,1.27682E+11
1984-10-01,1.29086E+11
1984-11-01,1.28865E+11
1984-12-01,1.31059E+11
1985-01-01,1.30809E+11
1985-02-01,1.29933E+11
1985-03-01,1.29848E+11
1985-04-01,1.3146E+11
1985-05-01,1.3556E+11
1985-06-01,1.36828E+11
1985-07-01,1.38899E+11
1985-08-01,1.39115E+11
1985-09-01,1.41038E+11
1985-10-01,1.43657E+11
1985-11-01,1.44974E+11
1985-12-01,1.46183E+11
1986-01-01,1.45972E+11
1986-02-01,1.44271E+11
1986-03-01,1.43153E+11
1986-04-01,1.46339E+11
1986-05-01,1.50205E+11
1986-06-01,1.52687E+11
1986-07-01,1.55722E+11
1986-08-01,1.56093E+11
1986-09-01,1.5805E+11
1986-10-01,1.60597E+11
1986-11-01,1.62456E+11
1986-12-01,1.65157E+11
1987-01-01,1.63721E+11
1987-02-01,1.64303E+11
1987-03-01,1.64496E+11
1987-04-01,1.68567E+11
1987-05-01,1.72203E+11
1987-06-01,1.74852E+11
1987-07-01,1.77439E+11
1987-08-01,1.77798E+11
1987-09-01,1.79563E+11
1987-10-01,1.80078E+11
1987-11-01,1.75721E+11
1987-12-01,1.77607E+11
1988-01-01,1.75667E+11
1988-02-01,1.74479E+11
1988-03-01,1.74701E+11
1988-04-01,1.76974E+11
1988-05-01,1.80065E+11
1988-06-01,1.85299E+11
1988-07-01,1.87955E+11
1988-08-01,1.89732E+11
1988-09-01,1.91004E+11
1988-10-01,1.9153E+11
1988-11-01,1.94976E+11
1988-12-01,1.96916E+11
1989-01-01,1.9526E+11
1989-02-01,1.94531E+11
1989-03-01,1.9412E+11
1989-04-01,1.94447E+11
1989-05-01,1.97666E+11
1989-06-01,2.00347E+11
1989-07-01,2.03309E+11
1989-08-01,2.0483E+11
1989-09-01,2.07882E+11
1989-10-01,2.10934E+11
1989-11-01,2.15854E+11
1989-12-01,2.193E+11
1990-01-01,2.17386E+11
1990-02-01,2.16109E+11
1990-03-01,2.14795E+11
1990-04-01,2.18073E+11
1990-05-01,2.19407E+11
1990-06-01,2.19884E+11
1990-07-01,2.19879E+11
1990-08-01,2.18936E+11
1990-09-01,2.19301E+11
1990-10-01,2.21086E+11
1990-11-01,2.23E+11
1990-12-01,2.26023E+11
1991-01-01,2.24575E+11
1991-02-01,2.21919E+11
1991-03-01,2.21379E+11
1991-04-01,2.22735E+11
1991-05-01,2.24589E+11
1991-06-01,2.25836E+11
1991-07-01,2.28793E+11
1991-08-01,2.27337E+11
1991-09-01,2.27829E+11
1991-10-01,2.27601E+11
1991-11-01,2.27963E+11
1991-12-01,2.29937E+11
1992-01-01,2.27459E+11
1992-02-01,2.25461E+11
1992-03-01,2.22755E+11
1992-04-01,2.25104E+11
1992-05-01,2.2457E+11
1992-06-01,2.2501E+11
1992-07-01,2.27044E+11
1992-08-01,2.26861E+11
1992-09-01,2.29023E+11
1992-10-01,2.29099E+11
1992-11-01,2.26778E+11
1992-12-01,2.2712E+11
1993-01-01,2.24197E+11
1993-02-01,2.20622E+11
1993-03-01,2.16322E+11
1993-04-01,2.19106E+11
1993-05-01,2.21195E+11
1993-06-01,2.25529E+11
1993-07-01,2.2543E+11
1993-08-01,2.25444E+11
1993-09-01,2.28872E+11
1993-10-01,2.29094E+11
1993-11-01,2.29927E+11
1993-12-01,2.32032E+11
1994-01-01,2.29817E+11
1994-02-01,2.2894E+11
1994-03-01,2.26339E+11
1994-04-01,2.29003E+11
1994-05-01,2.28714E+11
1994-06-01,2.30092E+11
1994-07-01,2.30222E+11
1994-08-01,2.27416E+11
1994-09-01,2.26961E+11
1994-10-01,2.27079E+11
1994-11-01,2.24311E+11
1994-12-01,2.25553E+11
1995-01-01,2.23432E+11
1995-02-01,2.18949E+11
1995-03-01,2.14571E+11
1995-04-01,2.18013E+11
1995-05-01,2.18452E+11
1995-06-01,2.22108E+11
1995-07-01,2.22434E+11
1995-08-01,2.22451E+11
1995-09-01,2.24073E+11
1995-10-01,2.25859E+11
1995-11-01,2.26378E+11
1995-12-01,2.27227E+11
1996-01-01,2.23402E+11
1996-02-01,2.21433E+11
1996-03-01,2.20265E+11
1996-04-01,2.22784E+11
1996-05-01,2.26163E+11
1996-06-01,2.30541E+11
1996-07-01,2.29684E+11
1996-08-01,2.30115E+11
1996-09-01,2.31114E+11
1996-10-01,2.34976E+11
1996-11-01,2.38197E+11
1996-12-01,2.42061E+11
1997-01-01,2.39617E+11
1997-02-01,2.3896E+11
1997-03-01,2.38676E+11
1997-04-01,2.41149E+11
1997-05-01,2.44078E+11
1997-06-01,2.47701E+11
1997-07-01,2.46407E+11
1997-08-01,2.47688E+11
1997-09-01,2.46713E+11
1997-10-01,2.48761E+11
1997-11-01,2.52566E+11
1997-12-01,2.54867E+11
1998-01-01,2.52788E+11
1998-02-01,2.4884E+11
1998-03-01,2.46892E+11
1998-04-01,2.50082E+11
1998-05-01,2.52317E+11
1998-06-01,2.53762E+11
1998-07-01,2.54408E+11
1998-08-01,2.5513E+11
1998-09-01,2.54818E+11
1998-10-01,2.55231E+11
1998-11-01,2.55915E+11
1998-12-01,2.57611E+11
1999-01-01,2.57124E+11
1999-02-01,2.55162E+11
1999-03-01,2.5404E+11
1999-04-01,2.58975E+11
1999-05-01,2.62882E+11
1999-06-01,2.64588E+11
1999-07-01,2.65945E+11
1999-08-01,2.67664E+11
1999-09-01,2.6746E+11
1999-10-01,2.68818E+11
1999-11-01,2.70705E+11
1999-12-01,2.75292E+11
2000-01-01,2.73053E+11
2000-02-01,2.7485E+11
2000-03-01,2.77068E+11
2000-04-01,2.83865E+11
2000-05-01,2.84482E+11
2000-06-01,2.88799E+11
2000-07-01,2.90268E+11
2000-08-01,2.90356E+11
2000-09-01,2.92232E+11
2000-10-01,2.94631E+11
2000-11-01,2.96303E+11
2000-12-01,3.03381E+11
2001-01-01,2.9804E+11
2001-02-01,2.98478E+11
2001-03-01,2.98557E+11
2001-04-01,3.0412E+11
2001-05-01,3.09353E+11
2001-06-01,3.11494E+11
2001-07-01,3.14311E+11
2001-08-01,3.15415E+11
2001-09-01,3.23735E+11
2001-10-01,3.26683E+11
2001-11-01,3.35242E+11
2001-12-01,3.49311E+11
2002-01-01,3.44199E+11
2002-02-01,3.44541E+11
2002-03-01,3.45308E+11
2002-04-01,3.50335E+11
2002-05-01,3.52727E+11
2002-06-01,3.59317E+11
2002-07-01,3.59934E+11
2002-08-01,3.62509E+11
2002-09-01,3.63879E+11
2002-10-01,3.66523E+11
2002-11-01,3.68732E+11
2002-12-01,3.72845E+11
2003-01-01,3.68458E+11
2003-02-01,3.6548E+11
2003-03-01,3.63316E+11
2003-04-01,3.67575E+11
2003-05-01,3.71075E+11
2003-06-01,3.78346E+11
2003-07-01,3.83782E+11
2003-08-01,3.86353E+11
2003-09-01,3.87501E+11
2003-10-01,3.88727E+11
2003-11-01,3.9339E+11
2003-12-01,4.00414E+11
2004-01-01,3.98877E+11
2004-02-01,4.00421E+11
2004-03-01,4.00893E+11
2004-04-01,4.1155E+11
2004-05-01,4.19762E+11
2004-06-01,4.28008E+11
2004-07-01,4.28949E+11
2004-08-01,4.27544E+11
2004-09-01,4.27665E+11
2004-10-01,4.29743E+11
2004-11-01,4.30894E+11
2004-12-01,4.41632E+11
2005-01-01,4.3852E+11
2005-02-01,4.37746E+11
2005-03-01,4.36199E+11
2005-04-01,4.4468E+11
2005-05-01,4.49176E+11
2005-06-01,4.55519E+11
2005-07-01,4.55014E+11
2005-08-01,4.52353E+11
2005-09-01,4.57009E+11
2005-10-01,4.61945E+11
2005-11-01,4.64723E+11
2005-12-01,4.74022E+11
2006-01-01,4.67654E+11
2006-02-01,4.68547E+11
2006-03-01,4.67228E+11
2006-04-01,4.77086E+11
2006-05-01,4.79349E+11
2006-06-01,4.86273E+11
2006-07-01,4.89619E+11
2006-08-01,4.88808E+11
2006-09-01,4.92454E+11
2006-10-01,4.97042E+11
2006-11-01,5.04075E+11
2006-12-01,5.16462E+11
2007-01-01,5.0917E+11
2007-02-01,5.07085E+11
2007-03-01,5.07901E+11
2007-04-01,5.18911E+11
2007-05-01,5.23933E+11
2007-06-01,5.3491E+11
2007-07-01,5.39221E+11
2007-08-01,5.40118E+11
2007-09-01,5.43504E+11
2007-10-01,5.39452E+11
2007-11-01,5.43651E+11
2007-12-01,5.56775E+11
2008-01-01,5.51518E+11
2008-02-01,5.49206E+11
2008-03-01,5.52419E+11
2008-04-01,5.64478E+11
2008-05-01,5.73266E+11
2008-06-01,5.83952E+11
2008-07-01,5.85214E+11
2008-08-01,5.87418E+11
2008-09-01,5.93049E+11
2008-10-01,6.00555E+11
2008-11-01,6.13301E+11
2008-12-01,6.30498E+11
2009-01-01,6.31709E+11
2009-02-01,6.31108E+11
2009-03-01,6.36831E+11
2009-04-01,6.54872E+11
2009-05-01,6.66851E+11
2009-06-01,6.80292E+11
2009-07-01,6.94697E+11
2009-08-01,7.04495E+11
2009-09-01,7.11755E+11
2009-10-01,7.24206E+11
2009-11-01,7.34812E+11
2009-12-01,7.47333E+11
2010-01-01,7.40297E+11
2010-02-01,7.42111E+11
2010-03-01,7.429E+11
2010-04-01,7.55313E+11
2010-05-01,7.69006E+11
2010-06-01,7.80157E+11
2010-07-01,7.83984E+11
2010-08-01,7.83171E+11
2010-09-01,7.88948E+11
2010-10-01,7.95139E+11
2010-11-01,7.98864E+11
2010-12-01,8.15197E+11
2011-01-01,8.07768E+11
2011-02-01,8.04307E+11
2011-03-01,8.06273E+11
2011-04-01,8.15148E+11
2011-05-01,8.21557E+11
2011-06-01,8.35636E+11
2011-07-01,8.39947E+11
2011-08-01,8.42881E+11
2011-09-01,8.60274E+11
2011-10-01,8.73576E+11
2011-11-01,8.80512E+11
2011-12-01,8.9649E+11
2012-01-01,8.92983E+11
2012-02-01,8.86159E+11
2012-03-01,8.84748E+11
2012-04-01,8.98511E+11
2012-05-01,9.08721E+11
2012-06-01,9.25775E+11
2012-07-01,9.33886E+11
2012-08-01,9.35888E+11
2012-09-01,9.37009E+11
2012-10-01,9.38301E+11
2012-11-01,9.49146E+11
2012-12-01,9.64831E+11
2013-01-01,9.58845E+11
2013-02-01,9.62691E+11
2013-03-01,9.72476E+11
2013-04-01,9.82247E+11
2013-05-01,9.86398E+11
2013-06-01,1.00064E+12
2013-07-01,1.0032E+12
2013-08-01,1.01236E+12
2013-09-01,1.01715E+12
2013-10-01,1.02264E+12
2013-11-01,1.03494E+12
2013-12-01,1.05424E+12
2014-01-01,1.05143E+12
2014-02-01,1.04415E+12
2014-03-01,1.04489E+12
2014-04-01,1.0503E+12
2014-05-01,1.05831E+12
2014-06-01,1.06731E+12
2014-07-01,1.07176E+12
2014-08-01,1.08133E+12
2014-09-01,1.09053E+12
2014-10-01,1.09976E+12
2014-11-01,1.10517E+12
2014-12-01,1.12162E+12
2015-01-01,1.11366E+12
2015-02-01,1.11236E+12
2015-03-01,1.11508E+12
2015-04-01,1.12628E+12
2015-05-01,1.13275E+12
2015-06-01,1.14627E+12
2015-07-01,1.16104E+12
2015-08-01,1.17202E+12
2015-09-01,1.18346E+12
2015-10-01,1.18756E+12
2015-11-01,1.19783E+12
2015-12-01,1.21402E+12
2016-01-01,1.21271E+12
2016-02-01,1.2111E+12
2016-03-01,1.21075E+12
2016-04-01,1.22124E+12
2016-05-01,1.2296E+12
2016-06-01,1.24151E+12
2016-07-01,1.26022E+12
2016-08-01,1.26712E+12
2016-09-01,1.28254E+12
2016-10-01,1.29513E+12
2016-11-01,1.3102E+12
2016-12-01,1.33098E+12
2017-01-01,1.33219E+12
2017-02-01,1.31975E+12
2017-03-01,1.32702E+12
2017-04-01,1.34786E+12
