DATE,CANCPICORMINMEI
1976-07-01,28.2392333945928
1976-08-01,28.279538113205
1976-09-01,28.4392355814026
1976-10-01,28.6339378433694
1976-11-01,28.7936917665997
1976-12-01,28.8908668355599
1977-01-01,29.1113260827628
1977-02-01,29.2385016896628
1977-03-01,29.5522445771685
1977-04-01,29.6886115375688
1977-05-01,30.0550376777515
1977-06-01,30.0984731218954
1977-07-01,30.4468686791239
1977-08-01,30.4065639605117
1977-09-01,30.663084373623
1977-10-01,30.8966264029835
1977-11-01,31.0687024052459
1977-12-01,31.2047172415998
1978-01-01,31.3767932438622
1978-02-01,31.6418007623809
1978-03-01,31.8046289561103
1978-04-01,31.8165989110959
1978-05-01,32.1681251938561
1978-06-01,32.3878801929661
1978-07-01,32.6768276214561
1978-08-01,32.8595599284372
1978-09-01,32.8617291277486
1978-10-01,33.3476044725494
1978-11-01,33.5553895166737
1978-12-01,33.608016314318
1979-01-01,33.6418518258824
1979-02-01,34.038278504005
1979-03-01,34.306064624009
1979-04-01,34.5530415595736
1979-05-01,34.9732073245725
1979-06-01,35.194427274901
1979-07-01,35.3653904499913
1979-08-01,35.5343357267219
1979-09-01,35.8618656444782
1979-10-01,36.1134382567929
1979-11-01,36.5293604690881
1979-12-01,36.6211791581726
1980-01-01,36.7759288255736
1980-02-01,37.2126602223083
1980-03-01,37.3977625516956
1980-04-01,37.7030747888266
1980-05-01,38.1666759979694
1980-06-01,38.5139587280258
1980-07-01,38.7566921108867
1980-08-01,39.1534709130557
1980-09-01,39.3643866827117
1980-10-01,39.5632195873169
1980-11-01,40.0578777065389
1980-12-01,40.176214083985
1981-01-01,40.689198455175
1981-02-01,41.0902208100477
1981-03-01,41.5233564471389
1981-04-01,41.7880118416112
1981-05-01,42.1957990725454
1981-06-01,42.7249969514248
1981-07-01,43.0157614551797
1981-08-01,43.4405228969288
1981-09-01,43.7772441681854
1981-10-01,44.299532802941
1981-11-01,44.7822774222101
1981-12-01,44.9737925036125
1982-01-01,45.2825875903216
1982-02-01,45.7761893374043
1982-03-01,46.2357862078245
1982-04-01,46.4827631433891
1982-05-01,46.9936347703004
1982-06-01,47.460366704975
1982-07-01,47.7518919118554
1982-08-01,48.049829870751
1982-09-01,48.2547234033247
1982-10-01,48.8127775349751
1982-11-01,49.06894582404
1982-12-01,49.1361203550603
1983-01-01,49.1050634449811
1983-02-01,49.4669503634463
1983-03-01,49.7420362425067
1983-04-01,49.8954903237873
1983-05-01,49.9947962011726
1983-06-01,50.1942204438052
1983-07-01,50.4327102739623
1983-08-01,50.7291832816394
1983-09-01,50.8812108025878
1983-10-01,51.2692068303356
1983-11-01,51.3805775086254
1983-12-01,51.3847646062964
1984-01-01,51.4930924720839
1984-02-01,51.6640556471743
1984-03-01,51.8043704912646
1984-04-01,51.9944770764812
1984-05-01,52.0567038067049
1984-06-01,52.3117592685978
1984-07-01,52.341703351505
1984-08-01,52.5064615305645
1984-09-01,52.6980330669996
1984-10-01,52.919253017328
1984-11-01,53.0919768126506
1984-12-01,53.0435371126774
1985-01-01,53.1572213583407
1985-02-01,53.4964255620688
1985-03-01,53.6339053496411
1985-04-01,53.8313862130932
1985-05-01,54.14665050685
1985-06-01,54.4424192664342
1985-07-01,54.7777884965377
1985-08-01,54.8541543810584
1985-09-01,54.9799598826589
1985-10-01,55.2061276337839
1985-11-01,55.3382510414805
1985-12-01,55.4823444041628
1986-01-01,55.5864851722793
1986-02-01,55.9854896287922
1986-03-01,56.4100118565602
1986-04-01,56.700297932353
1986-05-01,57.1766862546396
1986-06-01,57.2915397825076
1986-07-01,57.7413539613999
1986-08-01,57.8159027706557
1986-09-01,57.8194420752665
1986-10-01,58.2792083107848
1986-11-01,58.4908283285337
1986-12-01,58.6106296571983
1987-01-01,58.640221616059
1987-02-01,58.857141558651
1987-03-01,58.9991605679409
1987-04-01,59.4062435507822
1987-05-01,59.7323649723527
1987-06-01,59.7170565358511
1987-07-01,60.1195438419422
1987-08-01,60.3648550031935
1987-09-01,60.4012682931484
1987-10-01,60.6267317961806
1987-11-01,60.9005785441533
1987-12-01,61.0514932379296
1988-01-01,61.0277541510533
1988-02-01,61.4794418602431
1988-03-01,62.0198175329858
1988-04-01,62.1119883461166
1988-05-01,62.4342183390298
1988-06-01,62.5656374986336
1988-07-01,62.9051938264081
1988-08-01,63.086165513157
1988-09-01,63.2282409774796
1988-10-01,63.7194727021561
1988-11-01,63.963727491268
1988-12-01,64.0485804811961
1989-01-01,64.2856053601348
1989-02-01,64.7092539747119
1989-03-01,65.1297718637572
1989-04-01,65.244216812546
1989-05-01,65.8275064402881
1989-06-01,66.0433700107408
1989-07-01,66.4846970842257
1989-08-01,66.6893514028183
1989-09-01,66.8894100446608
1989-10-01,67.2120486166532
1989-11-01,67.420185784824
1989-12-01,67.5407478166141
1990-01-01,67.7136724350315
1990-02-01,68.0750943193849
1990-03-01,68.327019055746
1990-04-01,68.4083327410633
1990-05-01,68.766623899885
1990-06-01,68.848138408297
1990-07-01,69.1304722616772
1990-08-01,69.3846226523824
1990-09-01,69.5754334856918
1990-10-01,70.0042691150466
1990-11-01,70.3140641188624
1990-12-01,70.3063377165805
1991-01-01,72.0061756446993
1991-02-01,72.4350543352364
1991-03-01,72.9609951846682
1991-04-01,73.0087306365486
1991-05-01,73.2567074892198
1991-06-01,73.3724660882754
1991-07-01,73.5021630185332
1991-08-01,73.8319750456661
1991-09-01,73.7949523535373
1991-10-01,73.9781496946302
1991-11-01,74.2831098077148
1991-12-01,74.0545720341836
1992-01-01,74.1816347310182
1992-02-01,74.344984413892
1992-03-01,74.6404010494298
1992-04-01,74.6884321703239
1992-05-01,74.7421153401074
1992-06-01,74.7363503811526
1992-07-01,74.8518517020807
1992-08-01,74.9582745795739
1992-09-01,75.0830801640678
1992-10-01,75.242834087298
1992-11-01,75.5742554337116
1992-12-01,75.5293550383492
1993-01-01,75.7049138901898
1993-02-01,75.9914912962736
1993-03-01,76.0010912288531
1993-04-01,76.0325567180114
1993-05-01,76.0617965528257
1993-06-01,75.9864870404444
1993-07-01,76.2476595853385
1993-08-01,76.4830751449966
1993-09-01,76.5237319876552
1993-10-01,76.7803088557992
1993-11-01,77.1555742254358
1993-12-01,76.9467328091721
1994-01-01,76.9548677905331
1994-02-01,76.1816543365229
1994-03-01,76.2848900334517
1994-04-01,76.2265547318853
1994-05-01,75.9434601753796
1994-06-01,76.0137089768989
1994-07-01,76.2030548589899
1994-08-01,76.3055298527931
1994-09-01,76.6212027256291
1994-10-01,76.5011057279508
1994-11-01,76.9123758084632
1994-12-01,77.0445556711925
1995-01-01,77.1610749733737
1995-02-01,77.5052269778984
1995-03-01,77.7091205933655
1995-04-01,77.8263441436396
1995-05-01,78.0093721196345
1995-06-01,77.9913415366803
1995-07-01,78.2790317699362
1995-08-01,78.3162622180493
1995-09-01,78.462933359122
1995-10-01,78.4318764490428
1995-11-01,78.7902240628971
1995-12-01,78.4134372870094
1996-01-01,78.5674827063176
1996-02-01,78.6957711403896
1996-03-01,78.9829963395336
1996-04-01,78.9592007976246
1996-05-01,79.1418201945404
1996-06-01,79.1538466045587
1996-07-01,79.3797751417026
1996-08-01,79.424675537065
1996-09-01,79.5359897603221
1996-10-01,79.5128984665059
1996-11-01,79.8566983469842
1996-12-01,79.8528069183269
1997-01-01,79.969100629587
1997-02-01,80.1177641502193
1997-03-01,80.2805789275959
1997-04-01,80.4529816775555
1997-05-01,80.4996195061984
1997-06-01,80.6437197426692
1997-07-01,80.6395754274475
1997-08-01,80.7036284548568
1997-09-01,80.8285130029737
1997-10-01,80.8660666986142
1997-11-01,80.7088626277481
1997-12-01,80.6391988938282
1998-01-01,80.975084617762
1998-02-01,81.3656900084447
1998-03-01,81.5195877019684
1998-04-01,81.440378430786
1998-05-01,81.5935628002594
1998-06-01,81.5893760497171
1998-07-01,81.7242251040362
1998-08-01,81.8447558524616
1998-09-01,81.8865387339646
1998-10-01,82.1602114165429
1998-11-01,81.9984016261949
1998-12-01,81.7616117505273
1999-01-01,81.7669281019272
1999-02-01,82.0318110066136
1999-03-01,82.3615000059478
1999-04-01,82.6114758945192
1999-05-01,82.7508033623589
1999-06-01,82.9743647898023
1999-07-01,83.0711563089004
1999-08-01,83.1671098901192
1999-09-01,83.5009856399956
1999-10-01,83.4959609515741
1999-11-01,83.375682122939
1999-12-01,83.2449349485213
2000-01-01,83.0309190583404
2000-02-01,83.489971019312
2000-03-01,83.8560389859764
2000-04-01,83.8296245248484
2000-05-01,84.0481188285499
2000-06-01,84.2609175551001
2000-07-01,84.4375467987899
2000-08-01,84.5541851517837
2000-09-01,84.7519125052017
2000-10-01,84.8953842882631
2000-11-01,84.9278284248412
2000-12-01,84.9757231603031
2001-01-01,84.7676123317433
2001-02-01,85.2611635308033
2001-03-01,85.3355151627135
2001-04-01,85.7154824663319
2001-05-01,85.9555760272096
2001-06-01,86.1839526586048
2001-07-01,86.4237204443026
2001-08-01,86.5718403821664
2001-09-01,86.6725667320164
2001-10-01,86.5952030778744
2001-11-01,86.3292386386372
2001-12-01,86.3857985381618
2002-01-01,86.2423766930906
2002-02-01,86.7780174074222
2002-03-01,87.2497624088982
2002-04-01,87.6838026663323
2002-05-01,88.0503765932654
2002-06-01,88.319613818947
2002-07-01,88.8554236662596
2002-08-01,89.0994935787937
2002-09-01,89.1709183379877
2002-10-01,89.3254596223651
2002-11-01,89.5347266248751
2002-12-01,89.6012528932883
2003-01-01,89.5582452413419
2003-02-01,90.049456033409
2003-03-01,90.1462094904352
2003-04-01,90.2177518917006
2003-05-01,90.4855931472609
2003-06-01,90.2675625129761
2003-07-01,90.3446469979372
2003-08-01,90.4292945777299
2003-09-01,90.7824007058011
2003-10-01,90.9454432012735
2003-11-01,91.2181237084089
2003-12-01,91.1153645113572
2004-01-01,91.0444811995993
2004-02-01,91.0846055694286
2004-03-01,91.3995928422138
2004-04-01,91.4702311757086
2004-05-01,91.62599154893
2004-06-01,91.6609724497154
2004-07-01,91.7477091376297
2004-08-01,91.5688210142971
2004-09-01,91.9422134071516
2004-10-01,91.8613055779855
2004-11-01,92.3431849906448
2004-12-01,92.3651122038126
2005-01-01,92.2034734267575
2005-02-01,92.4666368154278
2005-03-01,92.734639455673
2005-04-01,92.5623929169846
2005-05-01,92.8641573691711
2005-06-01,92.901896161706
2005-07-01,92.7918362905028
2005-08-01,92.9160667926888
2005-09-01,93.1966068638284
2005-10-01,93.1850249916142
2005-11-01,93.6191488426266
2005-12-01,93.5961046860939
2006-01-01,93.12416411374
2006-02-01,93.5250046839045
2006-03-01,93.9207427719611
2006-04-01,93.7154614311182
2006-05-01,94.0783747562727
2006-06-01,93.9360985527949
2006-07-01,93.6412409421548
2006-08-01,93.9069057988191
2006-09-01,94.6348493028791
2006-10-01,94.8733749709122
2006-11-01,94.982169073369
2006-12-01,94.8922698262363
2007-01-01,94.9225431351354
2007-02-01,95.3274462360635
2007-03-01,95.5037949377582
2007-04-01,95.7576690815923
2007-05-01,95.9791307217794
2007-06-01,95.9637043475065
2007-07-01,96.1891173214391
2007-08-01,96.2837960733441
2007-09-01,96.6623698940858
2007-10-01,96.5814538693673
2007-11-01,96.5968838961566
2007-12-01,96.4963450845561
2008-01-01,96.0281170955453
2008-02-01,96.3814604536059
2008-03-01,96.4627887375796
2008-04-01,96.608707907533
2008-05-01,96.8164068205336
2008-06-01,96.8487523832578
2008-07-01,96.7912729448049
2008-08-01,97.0652636857646
2008-09-01,97.4195094608076
2008-10-01,97.4792911959852
2008-11-01,98.3868027255128
2008-12-01,98.246992346635
2009-01-01,97.7054389806103
2009-02-01,98.1462157612037
2009-03-01,98.328331588158
2009-04-01,98.5570422102336
2009-05-01,98.8335211167901
2009-06-01,98.7927827288477
2009-07-01,98.787828738651
2009-08-01,98.6324361885562
2009-09-01,98.9925310657455
2009-10-01,99.1875072029038
2009-11-01,99.2466575934761
2009-12-01,98.978846237031
2010-01-01,98.9432071692107
2010-02-01,99.6058398135939
2010-03-01,99.3132558777734
2010-04-01,99.6683788240662
2010-05-01,99.8364515600526
2010-06-01,99.8947205389051
2010-07-01,100.077045324981
2010-08-01,100.075397410381
2010-09-01,100.432660806718
2010-10-01,100.868590874521
2010-11-01,100.825692182082
2010-12-01,100.458759617715
2011-01-01,100.443835347177
2011-02-01,100.684164272967
2011-03-01,101.252485743597
2011-04-01,101.011568259761
2011-05-01,101.686047665052
2011-06-01,101.032687675857
2011-07-01,101.041106933861
2011-08-01,101.434630844669
2011-09-01,102.078597373439
2011-10-01,102.259766780359
2011-11-01,102.451099382486
2011-12-01,101.815911481727
2012-01-01,101.951573861093
2012-02-01,102.328257634566
2012-03-01,102.708482014782
2012-04-01,103.112111185132
2012-05-01,103.194736071939
2012-06-01,102.865482634447
2012-07-01,102.577424386502
2012-08-01,102.60293514791
2012-09-01,102.943049511557
2012-10-01,103.249137264842
2012-11-01,103.349501970966
2012-12-01,102.801411446716
2013-01-01,102.785506305453
2013-02-01,103.385657543619
2013-03-01,103.725151151555
2013-04-01,103.69311555769
2013-05-01,103.821671770326
2013-06-01,103.56752977618
2013-07-01,103.456763962955
2013-08-01,103.551624634917
2013-09-01,103.969609356284
2013-10-01,104.27204154805
2013-11-01,104.035418660096
2013-12-01,103.640420293475
2014-01-01,103.879567588091
2014-02-01,104.525153547527
2014-03-01,104.81675700043
2014-04-01,104.860918022888
2014-05-01,105.17833571781
2014-06-01,105.160660273176
2014-07-01,105.048984018218
2014-08-01,105.530368591513
2014-09-01,105.816656536087
2014-10-01,106.330141077931
2014-11-01,106.237993338464
2014-12-01,105.957669247104
2015-01-01,106.527506535461
2015-02-01,107.187692356083
2015-03-01,107.769809655345
2015-04-01,107.832179410194
2015-05-01,107.999888445363
2015-06-01,107.87652446886
2015-07-01,107.852401886837
2015-08-01,108.170688907218
2015-09-01,108.639582287936
2015-10-01,108.892847721096
2015-11-01,108.677021305503
2015-12-01,108.158578435394
2016-01-01,108.497357782779
2016-02-01,109.167612627991
2016-03-01,109.819984494803
2016-04-01,109.954820880781
2016-05-01,110.303569320825
2016-06-01,110.402909774844
2016-07-01,110.421161314188
2016-08-01,110.414722893573
2016-09-01,110.842787779028
2016-10-01,111.036604616638
2016-11-01,110.65373577783
2016-12-01,110.261507010151
2017-01-01,110.968912364794
2017-02-01,111.543937174381
2017-03-01,111.838712268518
2017-04-01,111.762213038684
2017-05-01,112.145559681113
2017-06-01,112.218138825028
2017-07-01,112.213709027254
2017-08-01,112.218143611812
2017-09-01,112.460025917108
2017-10-01,112.952376001867
2017-11-01,112.711017768778
2017-12-01,112.25728049485
2018-01-01,112.781648777534
