DATE,RU2000PR
1979-01-01,107.1113636363636364
1979-02-01,107.8236842105263158
1979-03-01,111.4504545454545455
1979-04-01,117.5105000000000000
1979-05-01,115.9618181818181818
1979-06-01,120.4195238095238095
1979-07-01,123.1514285714285714
1979-08-01,131.3265217391304348
1979-09-01,133.8100000000000000
1979-10-01,125.0995652173913043
1979-11-01,123.1852380952380952
1979-12-01,134.4135000000000000
1980-01-01,143.4863636363636364
1980-02-01,149.3860000000000000
1980-03-01,129.2366666666666667
1980-04-01,122.2361904761904762
1980-05-01,131.5042857142857143
1980-06-01,140.4419047619047619
1980-07-01,151.2359090909090909
1980-08-01,163.7880952380952381
1980-09-01,176.1557142857142857
1980-10-01,180.9600000000000000
1980-11-01,185.8094444444444444
1980-12-01,181.6231818181818182
1981-01-01,183.6195238095238095
1981-02-01,181.0363157894736842
1981-03-01,190.6381818181818182
1981-04-01,202.3428571428571429
1981-05-01,202.1560000000000000
1981-06-01,207.1740909090909091
1981-07-01,197.2950000000000000
1981-08-01,193.6852380952380952
1981-09-01,172.6780952380952381
1981-10-01,176.7095454545454545
1981-11-01,183.1190000000000000
1981-12-01,182.2604545454545455
1982-01-01,174.5980000000000000
1982-02-01,168.9889473684210526
1982-03-01,160.3873913043478261
1982-04-01,169.3752380952380952
1982-05-01,171.8170000000000000
1982-06-01,160.4890909090909091
1982-07-01,159.1609523809523810
1982-08-01,157.0804545454545455
1982-09-01,174.2990476190476190
1982-10-01,190.9638095238095238
1982-11-01,212.4723809523809524
1982-12-01,218.1545454545454545
1983-01-01,230.5923809523809524
1983-02-01,244.0115789473684211
1983-03-01,254.6404347826086957
1983-04-01,263.0460000000000000
1983-05-01,285.7414285714285714
1983-06-01,303.9827272727272727
1983-07-01,305.6090000000000000
1983-08-01,288.3473913043478261
1983-09-01,291.8742857142857143
1983-10-01,281.7342857142857143
1983-11-01,274.4785714285714286
1983-12-01,277.2728571428571429
1984-01-01,283.1809523809523810
1984-02-01,257.1920000000000000
1984-03-01,256.4804545454545455
1984-04-01,252.0395000000000000
1984-05-01,253.1945454545454545
1984-06-01,246.1580952380952381
1984-07-01,239.8485714285714286
1984-08-01,256.6947826086956522
1984-09-01,260.9168421052631579
1984-10-01,255.8560869565217391
1984-11-01,252.7904761904761905
1984-12-01,245.9615000000000000
1985-01-01,265.2972727272727273
1985-02-01,290.6789473684210526
1985-03-01,285.5109523809523810
1985-04-01,282.6033333333333333
1985-05-01,285.1890909090909091
1985-06-01,288.0675000000000000
1985-07-01,299.1700000000000000
1985-08-01,295.5868181818181818
1985-09-01,285.3384210526315789
1985-10-01,282.4760869565217391
1985-11-01,299.0255000000000000
1985-12-01,314.5380952380952381
1986-01-01,321.6822727272727273
1986-02-01,336.3810526315789474
1986-03-01,357.3370000000000000
1986-04-01,368.3245454545454545
1986-05-01,373.3047619047619048
1986-06-01,379.0428571428571429
1986-07-01,359.6631818181818182
1986-08-01,349.2190476190476190
1986-09-01,337.4847619047619048
