DATE,USD3MTD156N
2000-07-01,6.7318752380952381
2000-08-01,6.6914490909090909
2000-09-01,6.6742266666666667
2000-10-01,6.7783531818181818
2000-11-01,6.7517350000000000
2000-12-01,6.5451321052631579
2001-01-01,5.6981818181818182
2001-02-01,5.3481565000000000
2001-03-01,4.9639772727272727
2001-04-01,4.6138815789473684
2001-05-01,4.1036609523809524
2001-06-01,3.8340780952380952
2001-07-01,3.7511363636363636
2001-08-01,3.5660227272727273
2001-09-01,3.0345630000000000
2001-10-01,2.4000543478260870
2001-11-01,2.1029836363636364
2001-12-01,1.9243094736842105
2002-01-01,1.8205972727272727
2002-02-01,1.9031875000000000
2002-03-01,1.9878750000000000
2002-04-01,1.9669642857142857
2002-05-01,1.9045454545454545
2002-06-01,1.8776055555555556
2002-07-01,1.8484513043478261
2002-08-01,1.7748514285714286
2002-09-01,1.8046142857142857
2002-10-01,1.7845386956521739
2002-11-01,1.4558780952380952
2002-12-01,1.4072500000000000
2003-01-01,1.3660518181818182
2003-02-01,1.3433440000000000
2003-03-01,1.2862357142857143
2003-04-01,1.3004690000000000
2003-05-01,1.2845000000000000
2003-06-01,1.1225300000000000
2003-07-01,1.1095386956521739
2003-08-01,1.1348440000000000
2003-09-01,1.1424577272727273
2003-10-01,1.1583704347826087
2003-11-01,1.1723445000000000
2003-12-01,1.1703280952380952
2004-01-01,1.1281547619047619
2004-02-01,1.1240940000000000
2004-03-01,1.1121739130434783
2004-04-01,1.1519380000000000
2004-05-01,1.2533226315789474
2004-06-01,1.5005972727272727
2004-07-01,1.6280400000000000
2004-08-01,1.7291666666666667
2004-09-01,1.9038927272727273
2004-10-01,2.0825004761904762
2004-11-01,2.3061081818181818
2004-12-01,2.4991371428571429
2005-01-01,2.6667500000000000
2005-02-01,2.8195010000000000
2005-03-01,3.0235119047619048
2005-04-01,3.1532628571428571
2005-05-01,3.2740195000000000
2005-06-01,3.4262513636363636
2005-07-01,3.6130247619047619
2005-08-01,3.7990240909090909
2005-09-01,3.9057177272727273
2005-10-01,4.1674004761904762
2005-11-01,4.3522340909090909
2005-12-01,4.4910015000000000
2006-01-01,4.6052685714285714
2006-02-01,4.7555470000000000
2006-03-01,4.9202913043478261
2006-04-01,5.0711538888888889
2006-05-01,5.1855109523809524
2006-06-01,5.3848031818181818
2006-07-01,5.4953285714285714
2006-08-01,5.4206972727272727
2006-09-01,5.3836647619047619
2006-10-01,5.3733400000000000
2006-11-01,5.3720786363636364
2006-12-01,5.3599684210526316
2007-01-01,5.3600113636363636
2007-02-01,5.3594065000000000
2007-03-01,5.3471454545454545
2007-04-01,5.3547642105263158
2007-05-01,5.3589142857142857
2007-06-01,5.3600000000000000
2007-07-01,5.3596550000000000
2007-08-01,5.4827063636363636
2007-09-01,5.4939390000000000
2007-10-01,5.1465226086956522
2007-11-01,4.9620750000000000
2007-12-01,4.9794089473684211
2008-01-01,3.9176431818181818
2008-02-01,3.0875904761904762
2008-03-01,2.7825010526315789
2008-04-01,2.7946600000000000
2008-05-01,2.6923780000000000
2008-06-01,2.7653895238095238
2008-07-01,2.7923391304347826
2008-08-01,2.8062525000000000
2008-09-01,3.1216772727272727
2008-10-01,4.0585869565217391
2008-11-01,2.2790630000000000
2008-12-01,1.8293457142857143
2009-01-01,1.2108052380952381
2009-02-01,1.2426270000000000
2009-03-01,1.2667372727272727
2009-04-01,1.1062215000000000
2009-05-01,0.81503421052631578947
2009-06-01,0.62071227272727272727
2009-07-01,0.51532782608695652174
2009-08-01,0.42451850000000000000
2009-09-01,0.29794909090909090909
2009-10-01,0.28308227272727272727
2009-11-01,0.26814095238095238095
2009-12-01,0.25304619047619047619
2010-01-01,0.25011950000000000000
2010-02-01,0.25051950000000000000
2010-03-01,0.26842478260869565217
2010-04-01,0.31160650000000000000
2010-05-01,0.45851421052631578947
2010-06-01,0.53689863636363636364
2010-07-01,0.51032772727272727273
2010-08-01,0.36254666666666666667
2010-09-01,0.29136590909090909091
2010-10-01,0.28884000000000000000
2010-11-01,0.28712045454545454545
2010-12-01,0.30272333333333333333
2011-01-01,0.30341050000000000000
2011-02-01,0.31190000000000000000
2011-03-01,0.30843478260869565217
2011-04-01,0.28138222222222222222
2011-05-01,0.26071300000000000000
2011-06-01,0.24782409090909090909
2011-07-01,0.24991190476190476190
2011-08-01,0.29323772727272727273
2011-09-01,0.35022681818181818182
2011-10-01,0.40647857142857142857
2011-11-01,0.47529181818181818182
2011-12-01,0.55573750000000000000
2012-01-01,0.56590000000000000000
2012-02-01,0.50324047619047619048
2012-03-01,0.47328863636363636364
2012-04-01,0.46680789473684210526
2012-05-01,0.46653181818181818182
2012-06-01,0.46558684210526315789
2012-07-01,0.45355454545454545455
2012-08-01,0.43260000000000000000
2012-09-01,0.38563250000000000000
2012-10-01,0.33048913043478260870
2012-11-01,0.31102272727272727273
2012-12-01,0.30947368421052631579
2013-01-01,0.30261363636363636364
2013-02-01,0.29049500000000000000
2013-03-01,0.28190000000000000000
2013-04-01,0.27714285714285714286
2013-05-01,0.27416904761904761905
2013-06-01,0.27374000000000000000
2013-07-01,0.26758260869565217391
2013-08-01,0.26339523809523809524
2013-09-01,0.25317857142857142857
2013-10-01,0.24176521739130434783
2013-11-01,0.23824523809523809524
2013-12-01,0.24389750000000000000
2014-01-01,0.23822954545454545455
2014-02-01,0.23520250000000000000
2014-03-01,0.23409761904761904762
2014-04-01,0.22749500000000000000
2014-05-01,0.22609000000000000000
2014-06-01,0.23094523809523809524
2014-07-01,0.23417391304347826087
2014-08-01,0.23465000000000000000
2014-09-01,0.23403181818181818182
2014-10-01,0.23137608695652173913
2014-11-01,0.23286250000000000000
2014-12-01,0.24460714285714285714
2015-01-01,0.25431904761904761905
2015-02-01,0.25842000000000000000
2015-03-01,0.26829772727272727273
2015-04-01,0.27596000000000000000
2015-05-01,0.27953684210526315789
2015-06-01,0.28271136363636363636
2015-07-01,0.29066956521739130435
2015-08-01,0.32079750000000000000
2015-09-01,0.33111136363636363636
2015-10-01,0.32135909090909090909
2015-11-01,0.37097142857142857143
2015-12-01,0.53323571428571428571
2016-01-01,0.61955250000000000000
2016-02-01,0.62271904761904761905
2016-03-01,0.63200000000000000000
2016-04-01,0.63275000000000000000
2016-05-01,0.64557105263157894737
2016-06-01,0.65162045454545454545
2016-07-01,0.69630952380952380952
2016-08-01,0.81022318181818181818
2016-09-01,0.84968045454545454545
2016-10-01,0.87868285714285714286
2016-11-01,0.90846409090909090909
2016-12-01,0.97532850000000000000
2017-01-01,1.02569285714285714286
2017-02-01,1.04459650000000000000
2017-03-01,1.1347130434782609
2017-04-01,1.1592282352941176
2017-05-01,1.1858495238095238
2017-06-01,1.2624095454545455
2017-07-01,1.3075128571428571
2017-08-01,1.3141768181818182
2017-09-01,1.3232957142857143
2017-10-01,1.3607931818181818
2017-11-01,1.4342040909090909
2017-12-01,1.6017521052631579
2018-01-01,1.7339709090909091
2018-02-01,1.8746720000000000
2018-03-01,2.1733576190476190
2018-04-01,2.3494260000000000
2018-05-01,2.3356085714285714
2018-06-01,2.3302642857142857
